nucHom;degHom;tsm
1.0;1.0;1.0
0.999;0.938;0.968
0.961;0.875;0.918
0.416;0.562;0.489
0.869;0.812;0.841
0.406;0.688;0.547
1.0;1.0;1.0
0.955;0.875;0.915
1.0;1.0;1.0
0.999;0.938;0.968
1.0;1.0;1.0
0.962;0.941;0.952
0.417;0.588;0.502
0.868;0.824;0.846
0.401;0.579;0.49
0.999;0.875;0.937
0.954;0.812;0.883
0.999;0.938;0.968
0.961;0.875;0.918
0.962;0.941;0.952
1.0;1.0;1.0
0.433;0.625;0.529
0.903;0.875;0.889
0.417;0.611;0.514
0.96;0.812;0.886
0.916;0.75;0.833
0.961;0.875;0.918
0.416;0.562;0.489
0.417;0.588;0.502
0.433;0.625;0.529
1.0;1.0;1.0
0.48;0.714;0.597
0.492;0.533;0.512
0.415;0.533;0.474
0.377;0.467;0.422
0.415;0.5;0.458
0.869;0.812;0.841
0.868;0.824;0.846
0.903;0.875;0.889
0.48;0.714;0.597
1.0;1.0;1.0
0.322;0.588;0.455
0.868;0.8;0.834
0.822;0.625;0.724
0.867;0.75;0.808
0.406;0.688;0.547
0.401;0.579;0.49
0.417;0.611;0.514
0.492;0.533;0.512
0.322;0.588;0.455
1.0;1.0;1.0
0.405;0.667;0.536
0.359;0.5;0.429
0.404;0.625;0.514
1.0;1.0;1.0
0.999;0.875;0.937
0.96;0.812;0.886
0.415;0.533;0.474
0.868;0.8;0.834
0.405;0.667;0.536
1.0;1.0;1.0
0.954;0.824;0.889
0.999;0.941;0.97
0.955;0.875;0.915
0.954;0.812;0.883
0.916;0.75;0.833
0.377;0.467;0.422
0.822;0.625;0.724
0.359;0.5;0.429
0.954;0.824;0.889
1.0;1.0;1.0
0.955;0.882;0.918
1.0;1.0;1.0
0.999;0.938;0.968
0.961;0.875;0.918
0.415;0.5;0.458
0.867;0.75;0.808
0.404;0.625;0.514
0.999;0.941;0.97
0.955;0.882;0.918
1.0;1.0;1.0
