;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000000309_90_90;ENSCAFT00000019817_90_90:ENST00000510263_90_90:ENST00000343348_90_90:ENSMUST00000077847_90_90:ENSMUST00000156422_90_90:ENSMUST00000103238_90_90:ENSMUST00000168321_90_90:ENST00000368913_90_90:ENSMUST00000107217_90_90:ENST00000368912_90_90:ENSMUST00000090823_90_90:ENSMUST00000019791_90_90;0.758:0.9840000000000001:0.9840000000000001:0.809:0.988:0.809:0.732:0.748:0.7070000000000001:0.722:0.732:0.988
1;ENSCAFT00000019817_90_90;ENST00000510263_90_90:ENSCAFT00000000309_90_90:ENST00000343348_90_90:ENSMUST00000077847_90_90:ENSMUST00000156422_90_90:ENSMUST00000103238_90_90:ENSMUST00000168321_90_90:ENST00000368913_90_90:ENSMUST00000107217_90_90:ENST00000368912_90_90:ENSMUST00000090823_90_90:ENSMUST00000019791_90_90;0.746:0.758:0.746:0.732:0.75:0.732:0.9329999999999999:0.948:0.905:0.919:0.9329999999999999:0.75
2;ENSCAFT00000022132_90_90;ENST00000536845_90_90:ENST00000316364_90_90:ENSMUST00000103240_90_90:ENSMUST00000103239_90_90;0.9640000000000001:0.9640000000000001:0.976:0.9840000000000001
3;ENST00000257414_90_90;ENSMUST00000135790_90_90;0.988
4;ENST00000343348_90_90;ENSCAFT00000019817_90_90:ENST00000510263_90_90:ENSCAFT00000000309_90_90:ENSMUST00000077847_90_90:ENSMUST00000156422_90_90:ENSMUST00000103238_90_90:ENSMUST00000168321_90_90:ENST00000368913_90_90:ENSMUST00000107217_90_90:ENST00000368912_90_90:ENSMUST00000090823_90_90:ENSMUST00000019791_90_90;0.746:1.0:0.9840000000000001:0.797:0.988:0.797:0.72:0.736:0.6970000000000001:0.711:0.72:0.988
5;ENST00000503865_90_90;ENST00000513137_90_90;0.833
6;ENST00000509665_90_90;ENSMUST00000204709_90_90:ENSMUST00000126684_90_90:ENST00000559196_90_90:ENSMUST00000142449_90_90;0.73:0.6629999999999999:0.5710000000000001:0.73
7;ENST00000510263_90_90;ENSCAFT00000019817_90_90:ENSCAFT00000000309_90_90:ENST00000343348_90_90:ENSMUST00000077847_90_90:ENSMUST00000156422_90_90:ENSMUST00000103238_90_90:ENSMUST00000168321_90_90:ENST00000368913_90_90:ENSMUST00000107217_90_90:ENST00000368912_90_90:ENSMUST00000090823_90_90:ENSMUST00000019791_90_90;0.746:0.9840000000000001:1.0:0.797:0.988:0.797:0.72:0.736:0.6970000000000001:0.711:0.72:0.988
8;ENST00000513137_90_90;ENST00000503865_90_90;0.833
9;ENST00000515009_90_90;ENST00000561133_90_90;0.84
10;ENST00000515129_90_90;;
11;ENST00000316364_90_90;ENST00000536845_90_90:ENSMUST00000103240_90_90:ENSMUST00000103239_90_90:ENSCAFT00000022132_90_90;1.0:0.97:0.9790000000000001:0.9640000000000001
12;ENST00000354744_90_90;ENSMUST00000078621_90_90;0.961
13;ENST00000355997_90_90;ENST00000558816_90_90;1.0
14;ENST00000358066_90_90;ENST00000558014_90_90:ENSMUST00000051419_90_90;1.0:0.9840000000000001
15;ENST00000389425_90_90;ENST00000621728_90_90:ENST00000613223_90_90;0.426:0.423
16;ENST00000389428_90_90;ENSMUST00000076043_90_90:ENSMUST00000076335_90_90:ENSMUST00000103241_90_90:ENST00000368914_90_90:ENST00000341697_90_90:ENSMUST00000090821_90_90:ENSMUST00000202315_90_90;0.816:0.9840000000000001:0.9840000000000001:0.716:0.716:0.7:0.7
17;ENST00000536845_90_90;ENST00000316364_90_90:ENSMUST00000103240_90_90:ENSMUST00000103239_90_90:ENSCAFT00000022132_90_90;1.0:0.97:0.9790000000000001:0.9640000000000001
