id_transcript;block_sequence
ENSCAFT00000026849_90_90;0.2.5.6.7.8.9.10.11.12.13.14.15.16.17
ENST00000259021_90_90;1.2.3.6.7.8.9.10.11.12.13.14.15.16.17
ENST00000424009_90_90;1.2.3.6.7.8.9.10.11.13.14.15.16.17
ENST00000435742_90_90;9.10.11.13.14.15.16.17
ENST00000454930_90_90;1.2.3.6.11.12.13.14.15.16.17
ENST00000506533_90_90;9
ENST00000509773_90_90;1.2.3.6.7.11.13.14.15.16.17
ENST00000510819_90_90;1.2.3.6.11.13.14.15.16.17
ENSMUST00000072621_90_90;4.5.6.7.8.9.10.11.13.14.15.16.17
ENSMUST00000092766_90_90;4.5.6.7.8.9.10.11.12.13.14.15.16.17
ENSMUST00000103159_90_90;1.2.3.6.8.9.10.11.13.14.15.16.17
ENSMUST00000107733_90_90;1.2.3.6.7.8.9.10.11.13.14.15.16.17
ENSMUST00000107734_90_90;1.2.3.6.7.8.9.10.11.12.13.14.15.16.17
ENSMUST00000138671_90_90;14.16
