id_transcript;blocks
transcript9_ENSAPOG00000016134;3|7
transcript9_ENSXMAG00000026005;3|7
transcript14_ENSAPOG00000016134;0|1|2|3|4|5|6|7|8|9|10|11|12|13
transcript14_ENSAPOG00000023408;0|1|2|3|4|5|6|7|8|9|10|11|12|13
transcript21_ENSAPOG00000016134;0|1|2|5|6|7|8|9|11|12|13
transcript21_ENSPNYG00000024266;0|1|2|5|6|7|8|9|11|12|13
transcript7_ENSAPOG00000023408;3
transcript7_ENSAOCG00000015695;3
transcript7_ENSPNYG00000024266;3
transcript7_ENSXMAG00000026005;3
transcript23_ENSAPOG00000023408;0|1|2|3|5|6|8|9|11|13
transcript23_ENSPNYG00000024266;0|1|2|3|5|6|8|9|11|13
transcript28_ENSAPOG00000023408;0|1|3|5|6|7|10|11|12|13
transcript28_ENSAOCG00000015695;0|1|3|5|6|7|10|11|12|13
transcript29_ENSAPOG00000023408;0|2|3|5|8|9|11|12|13
transcript29_ENSAOCG00000015695;0|2|3|5|8|9|11|12|13
transcript30_ENSAPOG00000023408;0|1|3|5|6|8|9|11|12|13
transcript31_ENSAPOG00000023408;0|2|3|5|6|8|11|12|13
transcript17_ENSAOCG00000015695;0|1|2|3|5|6|7|8|9|10|11|12|13
transcript18_ENSAOCG00000015695;0|1|2|3|4|7|8|9|10|11|12|13
transcript26_ENSAOCG00000015695;0|1|2|3|5|6|8|9|10|11|12|13
transcript27_ENSAOCG00000015695;0|1|2|3|5|6|8|9|10|11|12|13
transcript12_ENSPNYG00000024266;0|1|2|3|5|6|7|8|9|10|11|12|13
transcript22_ENSPNYG00000024266;0|1|2|3|5|6|7|8|9|10|12|13
transcript24_ENSPNYG00000024266;0|1|2|3|5|7|8|9|10|11|13
