;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000009247_90_90;ENST00000297737_90_90:ENSMUST00000042352_90_90;1.0:1.0
1;ENST00000297737_90_90;ENSCAFT00000009247_90_90:ENSMUST00000042352_90_90;1.0:1.0
2;ENST00000315769_90_90;;
3;ENST00000519406_90_90;;
4;ENST00000522623_90_90;ENST00000523542_90_90:ENSMUST00000135747_90_90;1.0:0.33799999999999997
5;ENST00000523188_90_90;;
6;ENST00000523542_90_90;ENST00000522623_90_90:ENSMUST00000135747_90_90;1.0:0.33799999999999997
7;ENSMUST00000042352_90_90;ENSCAFT00000009247_90_90:ENST00000297737_90_90;1.0:1.0
8;ENSMUST00000123412_90_90;;
9;ENSMUST00000131410_90_90;;
10;ENSMUST00000135747_90_90;ENST00000523542_90_90:ENST00000522623_90_90;0.33799999999999997:0.33799999999999997
11;ENSMUST00000207301_90_90;;
