;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000007452_90_90;ENSCAFT00000018571_90_90:ENSCAFT00000021391_90_90:ENSCAFT00000021394_90_90:ENSCAFT00000021397_90_90:ENST00000227348_90_90:ENST00000252483_90_90:ENST00000252485_90_90:ENST00000331581_90_90:ENST00000452722_90_90:ENST00000536727_90_90:ENST00000537058_90_90:ENST00000542447_90_90:ENST00000612235_90_90:ENST00000616271_90_90:ENSMUST00000034519_90_90:ENSMUST00000180384_90_90:ENSMUST00000180872_90_90:ENSMUST00000034581_90_90:ENSMUST00000085909_90_90:ENSMUST00000114547_90_90:ENSMUST00000114548_90_90:ENSMUST00000143026_90_90:ENSMUST00000152459_90_90:ENSMUST00000075447_90_90:ENSMUST00000108450_90_90;1.0:0.968:0.9470000000000001:0.9470000000000001:0.922:0.99:0.941:1.0:0.958:0.9470000000000001:0.9790000000000001:0.905:0.8320000000000001:0.9790000000000001:1.0:1.0:1.0:0.905:0.9790000000000001:0.958:0.9259999999999999:0.8320000000000001:1.0:0.99:0.9390000000000001
1;ENSCAFT00000018571_90_90;ENSCAFT00000007452_90_90:ENSCAFT00000021391_90_90:ENSCAFT00000021394_90_90:ENSCAFT00000021397_90_90:ENST00000227348_90_90:ENST00000252483_90_90:ENST00000252485_90_90:ENST00000331581_90_90:ENST00000452722_90_90:ENST00000536727_90_90:ENST00000537058_90_90:ENST00000542447_90_90:ENST00000612235_90_90:ENST00000616271_90_90:ENSMUST00000034519_90_90:ENSMUST00000180384_90_90:ENSMUST00000180872_90_90:ENSMUST00000034581_90_90:ENSMUST00000085909_90_90:ENSMUST00000114547_90_90:ENSMUST00000114548_90_90:ENSMUST00000143026_90_90:ENSMUST00000152459_90_90:ENSMUST00000075447_90_90:ENSMUST00000108450_90_90;1.0:0.953:0.945:0.9209999999999999:0.9329999999999999:1.0:1.0:1.0:0.937:0.937:0.9690000000000001:0.8740000000000001:0.8029999999999999:0.9690000000000001:1.0:1.0:1.0:0.8740000000000001:0.9690000000000001:0.937:0.9059999999999999:0.8029999999999999:1.0:1.0:1.0
2;ENSCAFT00000021391_90_90;ENSCAFT00000007452_90_90:ENSCAFT00000018571_90_90:ENSCAFT00000021394_90_90:ENSCAFT00000021397_90_90:ENST00000227348_90_90:ENST00000252483_90_90:ENST00000252485_90_90:ENST00000331581_90_90:ENST00000452722_90_90:ENST00000536727_90_90:ENST00000537058_90_90:ENST00000542447_90_90:ENST00000612235_90_90:ENST00000616271_90_90:ENSMUST00000034519_90_90:ENSMUST00000180384_90_90:ENSMUST00000180872_90_90:ENSMUST00000034581_90_90:ENSMUST00000085909_90_90:ENSMUST00000114547_90_90:ENSMUST00000114548_90_90:ENSMUST00000143026_90_90:ENSMUST00000152459_90_90:ENSMUST00000075447_90_90:ENSMUST00000108450_90_90;0.968:0.953:0.816:0.8759999999999999:0.884:0.966:0.966:0.9420000000000001:0.94:0.9109999999999999:0.97:0.909:0.7879999999999999:0.9109999999999999:0.9470000000000001:0.968:0.8490000000000001:0.91:0.97:0.941:0.94:0.8490000000000001:0.943:0.965:0.965
3;ENSCAFT00000021394_90_90;ENSCAFT00000007452_90_90:ENSCAFT00000018571_90_90:ENSCAFT00000021391_90_90:ENSCAFT00000021397_90_90:ENST00000227348_90_90:ENST00000252483_90_90:ENST00000252485_90_90:ENST00000331581_90_90:ENST00000452722_90_90:ENST00000536727_90_90:ENST00000537058_90_90:ENST00000542447_90_90:ENST00000612235_90_90:ENST00000616271_90_90:ENSMUST00000034519_90_90:ENSMUST00000180384_90_90:ENSMUST00000180872_90_90:ENSMUST00000034581_90_90:ENSMUST00000085909_90_90:ENSMUST00000114547_90_90:ENSMUST00000114548_90_90:ENSMUST00000143026_90_90:ENSMUST00000152459_90_90:ENSMUST00000075447_90_90:ENSMUST00000108450_90_90;0.9470000000000001:0.945:0.816:0.867:0.9440000000000001:0.9440000000000001:0.9440000000000001:0.895:0.8370000000000001:0.831:0.866:0.773:0.7609999999999999:0.92:0.8420000000000001:0.863:0.9520000000000001:0.769:0.861:0.8320000000000001:0.7979999999999999:0.711:0.89:0.941:0.941
4;ENSCAFT00000021397_90_90;ENSCAFT00000007452_90_90:ENSCAFT00000018571_90_90:ENSCAFT00000021391_90_90:ENSCAFT00000021394_90_90:ENST00000227348_90_90:ENST00000252483_90_90:ENST00000252485_90_90:ENST00000331581_90_90:ENST00000452722_90_90:ENST00000536727_90_90:ENST00000537058_90_90:ENST00000542447_90_90:ENST00000612235_90_90:ENST00000616271_90_90:ENSMUST00000034519_90_90:ENSMUST00000180384_90_90:ENSMUST00000180872_90_90:ENSMUST00000034581_90_90:ENSMUST00000085909_90_90:ENSMUST00000114547_90_90:ENSMUST00000114548_90_90:ENSMUST00000143026_90_90:ENSMUST00000152459_90_90:ENSMUST00000075447_90_90:ENSMUST00000108450_90_90;0.9470000000000001:0.9209999999999999:0.8759999999999999:0.867:0.821:0.9440000000000001:0.9440000000000001:0.866:0.92:0.8340000000000001:0.892:0.887:0.88:0.9490000000000001:0.8420000000000001:0.863:0.9520000000000001:0.8809999999999999:0.887:0.914:0.855:0.8190000000000001:0.861:0.941:0.941
5;ENST00000227348_90_90;ENSCAFT00000007452_90_90:ENSCAFT00000018571_90_90:ENSCAFT00000021391_90_90:ENSCAFT00000021394_90_90:ENSCAFT00000021397_90_90:ENST00000252483_90_90:ENST00000252485_90_90:ENST00000331581_90_90:ENST00000452722_90_90:ENST00000536727_90_90:ENST00000537058_90_90:ENST00000542447_90_90:ENST00000612235_90_90:ENST00000616271_90_90:ENSMUST00000034519_90_90:ENSMUST00000180384_90_90:ENSMUST00000180872_90_90:ENSMUST00000034581_90_90:ENSMUST00000085909_90_90:ENSMUST00000114547_90_90:ENSMUST00000114548_90_90:ENSMUST00000143026_90_90:ENSMUST00000152459_90_90:ENSMUST00000075447_90_90:ENSMUST00000108450_90_90;0.922:0.9329999999999999:0.884:0.9440000000000001:0.821:0.917:0.917:0.938:0.866:0.883:0.902:0.8109999999999999:0.703:0.875:0.953:0.9840000000000001:0.938:0.8109999999999999:0.902:0.866:0.847:0.73:0.938:0.9129999999999999:0.9129999999999999
6;ENST00000533709_90_90;ENST00000591581_90_90;1.0
7;ENST00000252483_90_90;ENSCAFT00000007452_90_90:ENSCAFT00000018571_90_90:ENSCAFT00000021391_90_90:ENSCAFT00000021394_90_90:ENSCAFT00000021397_90_90:ENST00000227348_90_90:ENST00000252485_90_90:ENST00000331581_90_90:ENST00000452722_90_90:ENST00000536727_90_90:ENST00000537058_90_90:ENST00000542447_90_90:ENST00000612235_90_90:ENST00000616271_90_90:ENSMUST00000034519_90_90:ENSMUST00000180384_90_90:ENSMUST00000180872_90_90:ENSMUST00000034581_90_90:ENSMUST00000085909_90_90:ENSMUST00000114547_90_90:ENSMUST00000114548_90_90:ENSMUST00000143026_90_90:ENSMUST00000152459_90_90:ENSMUST00000075447_90_90:ENSMUST00000108450_90_90;0.99:1.0:0.966:0.9440000000000001:0.9440000000000001:0.917:0.8190000000000001:1.0:0.955:0.9440000000000001:0.978:0.899:0.82:0.978:1.0:1.0:1.0:0.899:0.978:0.955:0.9209999999999999:0.82:1.0:1.0:0.835
8;ENST00000252485_90_90;ENSCAFT00000007452_90_90:ENSCAFT00000018571_90_90:ENSCAFT00000021391_90_90:ENSCAFT00000021394_90_90:ENSCAFT00000021397_90_90:ENST00000227348_90_90:ENST00000252483_90_90:ENST00000331581_90_90:ENST00000452722_90_90:ENST00000536727_90_90:ENST00000537058_90_90:ENST00000542447_90_90:ENST00000612235_90_90:ENST00000616271_90_90:ENSMUST00000034519_90_90:ENSMUST00000180384_90_90:ENSMUST00000180872_90_90:ENSMUST00000034581_90_90:ENSMUST00000085909_90_90:ENSMUST00000114547_90_90:ENSMUST00000114548_90_90:ENSMUST00000143026_90_90:ENSMUST00000152459_90_90:ENSMUST00000075447_90_90:ENSMUST00000108450_90_90;0.941:1.0:0.966:0.9440000000000001:0.9440000000000001:0.917:0.8190000000000001:1.0:0.955:0.9440000000000001:0.978:0.899:0.82:0.978:1.0:1.0:1.0:0.899:0.978:0.955:0.9209999999999999:0.82:1.0:0.835:1.0
9;ENST00000585601_90_90;;
