id_transcript;block_sequence
ENSCAFT00000044457_90_90;8.9.10.11.12.13.14.15.16.17.18.20.22.23.24.25.27.28.30.32.33.34.35.36.37.39
ENST00000295894_90_90;6.16.18.20.22.23.24.25.27.28.30.32.33.34.35.36.37.39
ENST00000450542_90_90;2.3.4.5.33
ENST00000460711_90_90;6.7.8.10.12.16.18.20.22.23.24.25.27.28.30.32.33.34.35.36.37.39
ENST00000465156_90_90;6.16.18.20.22.23.24.25.27.28.30.32.33.34.35.39
ENST00000468110_90_90;2.3.4.5.16.18.20.22.23.24.25.27.28.30.32.36
ENST00000472899_90_90;6.13.15.16.18.20.22.23.24.25.27
ENST00000478300_90_90;2.3.4.5.16.18.20.22.23.24.25.27.28.30.32.33.34.35.36.37.39
ENST00000479198_90_90;6.16.18.20.22.23.24.25.27.28.30.32.33.34.35.36.37.38
ENST00000498449_90_90;6.16.18.20.22.23.24.25.27.28.30.32.36
ENSMUST00000070323_90_90;0.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.33.34.35.36.37.39
ENSMUST00000112656_90_90;6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.33.34.35.36.37.39
ENSMUST00000153954_90_90;6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.25.26.27.28.29.30.31.32.33.34
ENSMUST00000223583_90_90;1.2.4.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.25.26.27.28.29.30.31.32.33.34.35.36.37.39
