id_transcript;block_sequence
ENSCAFT00000005965_90_90;14.15.16.17.18.19.20.21.22.23.24.25.27.28.29.31.32.36
ENSCAFT00000045237_90_90;15.16.17.18.19.20.21.22.23.24.25.27.28.29.31.32.36
ENST00000323906_90_90;2.3.4.5.7.8.21.22.23.24.25.27.28.29.31.32.36
ENST00000391859_90_90;2.3.4.5.7.8.21.22.23.24.25.26
ENST00000426897_90_90;22.23.24.25.27.28.29.31.32.36
ENST00000535669_90_90;2.3.4.5.7.8.21.22.23.24.25.27.28.29.31.32.33.34
ENST00000594743_90_90;24.25.27.28.29.31.32.35
ENST00000595660_90_90;2.3.4.5.7.8.9.11.13.16.18.20.21.22.23.24
ENST00000595725_90_90;2.3.4.5.7.21.22.23.24.25.27
ENST00000597602_90_90;22
ENST00000598095_90_90;22.23.24.25.27.28.29.31.32.33.34
ENSMUST00000033063_90_90;0.1.2.3.5.6.7.8.21.22.23.24.25.27.28.29.31.32.36
ENSMUST00000098461_90_90;2.3.5.6.7.8.21.22.23.24.25.27.28.29.31.32.36
ENSMUST00000209779_90_90;2.3.5.6.7.8.21.22.23.24.25.27.28.29.30
ENSMUST00000210078_90_90;0.3.5.6.7.8.21.22.23.24.25.27.28.29.31
ENSMUST00000210226_90_90;29.31.32.33
ENSMUST00000210372_90_90;2.3.5.6.7.8.9.10.11.12
ENSMUST00000211373_90_90;2.3.5.6.7.8.21.22.23.24.25.27.28.29.31.32.33
