nucHom;degHom;tsm
1.0;1.0;1.0
0.679;0.938;0.808
0.731;1.0;0.865
0.835;0.972;0.903
0.894;1.0;0.947
0.953;1.0;0.976
0.964;1.0;0.982
0.99;1.0;0.995
0.928;0.919;0.923
0.925;0.945;0.935
0.963;0.987;0.975
0.581;0.921;0.751
0.543;0.949;0.746
0.569;0.949;0.759
0.497;0.882;0.69
0.591;1.0;0.795
0.618;0.949;0.783
0.89;1.0;0.945
0.933;0.953;0.943
0.908;0.842;0.875
0.952;1.0;0.976
0.948;1.0;0.974
0.942;1.0;0.971
0.719;0.948;0.833
0.117;0.302;0.209
0.064;0.185;0.124
0.001;0.004;0.003
0.067;0.198;0.133
0.078;0.224;0.151
0.086;0.116;0.101
0.342;0.414;0.378
0.764;0.766;0.765
0.045;0.043;0.044
0.278;0.185;0.232
0.04;0.066;0.053
0.871;0.987;0.929
0.129;0.263;0.196
0.663;0.96;0.811
0.2;0.182;0.191
0.068;0.097;0.083
0.17;0.142;0.156
0.056;0.121;0.088
0.624;0.974;0.799
0.624;0.974;0.799
0.04;0.098;0.069
0.64;0.987;0.814
0.012;0.039;0.026
0.356;0.484;0.42
0.133;0.242;0.188
0.985;1.0;0.992
0.988;1.0;0.994
0.89;0.835;0.863
0.897;0.887;0.892
0.783;0.887;0.835
0.76;0.704;0.732
0.857;1.0;0.928
0.857;1.0;0.928
0.578;1.0;0.789
0.025;0.033;0.029
0.087;0.292;0.19
0.559;1.0;0.78
0.361;0.74;0.55
0.46;0.727;0.594
0.167;0.421;0.294
0.99;1.0;0.995
0.679;0.938;0.808
1.0;1.0;1.0
0.832;0.773;0.802
0.751;0.932;0.842
0.813;0.964;0.888
0.7;0.873;0.786
0.694;0.862;0.778
0.685;0.942;0.814
0.71;0.94;0.825
0.624;0.852;0.738
0.66;0.921;0.79
0.66;0.824;0.742
0.701;0.909;0.805
0.622;0.813;0.718
0.644;0.845;0.744
0.726;0.936;0.831
0.668;0.813;0.74
0.869;0.977;0.923
0.727;0.857;0.792
0.798;0.916;0.857
0.694;0.871;0.782
0.817;0.968;0.892
0.774;0.92;0.847
0.547;0.808;0.677
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.119;0.25;0.184
0.342;0.47;0.406
0.641;0.867;0.754
0.05;0.055;0.053
0.351;0.344;0.347
0.0;0.0;0.0
0.585;0.937;0.761
0.0;0.0;0.0
0.432;0.872;0.652
0.264;0.366;0.315
0.004;0.013;0.009
0.221;0.261;0.241
0.0;0.0;0.0
0.71;0.893;0.801
0.71;0.893;0.801
0.051;0.107;0.079
0.719;0.885;0.802
0.0;0.0;0.0
0.426;0.469;0.448
0.166;0.255;0.211
0.793;0.93;0.862
0.708;0.943;0.825
0.785;0.943;0.864
0.766;0.904;0.835
0.692;0.909;0.8
0.833;0.922;0.877
0.664;0.845;0.754
0.664;0.845;0.754
0.314;0.769;0.541
0.044;0.125;0.084
0.0;0.0;0.0
0.256;0.742;0.499
0.17;0.57;0.37
0.265;0.755;0.51
0.0;0.0;0.0
0.66;0.904;0.782
0.731;1.0;0.865
0.832;0.773;0.802
1.0;1.0;1.0
0.727;0.941;0.834
0.788;0.973;0.881
0.743;0.995;0.869
0.775;1.0;0.887
0.69;1.0;0.845
0.689;0.937;0.813
0.63;0.91;0.77
0.665;0.979;0.822
0.656;0.935;0.796
0.612;0.853;0.732
0.631;0.946;0.788
0.558;0.788;0.673
0.654;0.922;0.788
0.677;0.946;0.811
0.816;0.94;0.878
0.774;1.0;0.887
0.8;0.893;0.847
0.738;0.995;0.867
0.792;0.941;0.867
0.779;0.972;0.875
0.628;1.0;0.814
0.017;0.049;0.033
0.021;0.059;0.04
0.066;0.163;0.115
0.0;0.0;0.0
0.059;0.163;0.111
0.117;0.202;0.16
0.336;0.379;0.358
0.714;1.0;0.857
0.05;0.048;0.049
0.354;0.298;0.326
0.005;0.016;0.011
0.619;0.926;0.772
0.0;0.0;0.0
0.456;0.939;0.698
0.263;0.341;0.302
0.023;0.049;0.036
0.22;0.244;0.232
0.0;0.0;0.0
0.746;0.972;0.859
0.746;0.972;0.859
0.081;0.194;0.138
0.757;0.982;0.869
0.029;0.088;0.058
0.417;0.424;0.42
0.162;0.23;0.196
0.825;1.0;0.912
0.697;1.0;0.849
0.77;1.0;0.885
0.776;0.977;0.877
0.635;0.879;0.757
0.848;0.826;0.837
0.755;1.0;0.877
0.755;1.0;0.877
0.386;1.0;0.693
0.043;0.096;0.07
0.0;0.0;0.0
0.339;1.0;0.669
0.248;0.775;0.512
0.299;0.708;0.503
0.047;0.174;0.11
0.714;1.0;0.857
0.835;0.972;0.903
0.751;0.932;0.842
0.727;0.941;0.834
1.0;1.0;1.0
0.939;0.977;0.958
0.838;0.972;0.905
0.814;0.971;0.892
0.85;0.972;0.911
0.788;0.881;0.835
0.784;0.905;0.845
0.838;0.972;0.905
0.704;0.877;0.79
0.744;0.92;0.832
0.711;0.882;0.796
0.678;0.856;0.767
0.77;0.947;0.859
0.71;0.866;0.788
0.921;0.971;0.946
0.813;0.928;0.871
0.909;0.928;0.919
0.838;0.976;0.907
0.884;0.972;0.928
0.87;0.974;0.922
0.574;0.904;0.739
0.024;0.044;0.034
0.0;0.0;0.0
0.0;0.0;0.0
0.016;0.05;0.033
0.001;0.006;0.004
0.105;0.194;0.149
0.337;0.439;0.388
0.781;0.904;0.843
0.054;0.06;0.057
0.292;0.215;0.254
0.044;0.082;0.063
0.78;0.971;0.875
0.043;0.081;0.062
0.707;0.952;0.829
0.234;0.252;0.243
0.073;0.1;0.086
0.198;0.19;0.194
0.0;0.0;0.0
0.617;0.936;0.776
0.617;0.936;0.776
0.032;0.061;0.046
0.617;0.942;0.779
0.0;0.0;0.0
0.331;0.5;0.415
0.163;0.303;0.233
0.861;0.97;0.915
0.868;0.973;0.92
0.918;0.946;0.932
0.84;0.894;0.867
0.836;0.919;0.877
0.731;0.796;0.764
0.74;0.968;0.854
0.74;0.968;0.854
0.417;0.959;0.688
0.028;0.05;0.039
0.006;0.043;0.024
0.478;1.0;0.739
0.284;0.68;0.482
0.483;0.926;0.705
0.073;0.194;0.134
0.826;0.972;0.899
0.894;1.0;0.947
0.813;0.964;0.888
0.788;0.973;0.881
0.939;0.977;0.958
1.0;1.0;1.0
0.898;1.0;0.949
0.874;1.0;0.937
0.91;1.0;0.955
0.849;0.909;0.879
0.844;0.933;0.889
0.883;0.984;0.933
0.769;0.909;0.839
0.809;0.952;0.881
0.776;0.914;0.845
0.743;0.888;0.816
0.835;0.979;0.907
0.775;0.898;0.837
0.989;1.0;0.994
0.875;0.958;0.916
0.978;0.958;0.968
0.893;1.0;0.947
0.949;1.0;0.974
0.932;1.0;0.966
0.63;0.941;0.785
0.023;0.043;0.033
0.0;0.0;0.0
0.0;0.0;0.0
0.015;0.048;0.032
0.001;0.005;0.003
0.099;0.187;0.143
0.316;0.422;0.369
0.845;0.933;0.889
0.05;0.059;0.054
0.301;0.234;0.268
0.041;0.079;0.06
0.84;1.0;0.92
0.041;0.081;0.061
0.673;0.952;0.812
0.222;0.252;0.237
0.069;0.1;0.085
0.187;0.19;0.189
0.0;0.0;0.0
0.678;0.977;0.828
0.678;0.977;0.828
0.03;0.058;0.044
0.678;0.983;0.831
0.0;0.0;0.0
0.393;0.541;0.467
0.153;0.291;0.222
0.927;1.0;0.964
0.93;1.0;0.965
0.984;0.973;0.978
0.902;0.919;0.911
0.897;0.945;0.921
0.795;0.828;0.811
0.799;1.0;0.899
0.799;1.0;0.899
0.473;1.0;0.736
0.026;0.048;0.037
0.006;0.041;0.024
0.451;1.0;0.726
0.268;0.68;0.474
0.453;0.926;0.69
0.069;0.194;0.132
0.885;1.0;0.943
0.953;1.0;0.976
0.7;0.873;0.786
0.743;0.995;0.869
0.838;0.972;0.905
0.898;1.0;0.949
1.0;1.0;1.0
0.997;1.0;0.998
0.94;1.0;0.97
0.88;0.919;0.899
0.878;0.945;0.911
0.914;0.987;0.951
0.684;0.931;0.808
0.695;0.948;0.821
0.694;0.942;0.818
0.636;0.879;0.758
0.731;0.994;0.863
0.694;0.942;0.818
0.907;1.0;0.954
0.97;0.957;0.964
0.883;0.786;0.835
1.0;1.0;1.0
0.999;1.0;1.0
1.0;1.0;1.0
0.716;0.952;0.834
0.099;0.258;0.178
0.053;0.157;0.105
0.023;0.066;0.044
0.056;0.17;0.113
0.086;0.253;0.169
0.083;0.118;0.101
0.321;0.371;0.346
0.784;0.8;0.792
0.041;0.034;0.038
0.27;0.193;0.232
0.037;0.059;0.048
0.866;0.966;0.916
0.109;0.237;0.173
0.712;0.957;0.835
0.192;0.185;0.189
0.065;0.103;0.084
0.163;0.142;0.152
0.046;0.103;0.074
0.628;0.974;0.801
0.628;0.974;0.801
0.044;0.135;0.089
0.631;0.987;0.809
0.017;0.077;0.047
0.343;0.455;0.399
0.128;0.218;0.173
1.0;1.0;1.0
0.941;0.981;0.961
0.883;0.845;0.864
0.853;0.878;0.865
0.838;0.896;0.867
0.72;0.639;0.679
0.902;1.0;0.951
0.902;1.0;0.951
0.573;1.0;0.786
0.024;0.033;0.029
0.071;0.241;0.156
0.557;1.0;0.778
0.363;0.747;0.555
0.441;0.71;0.576
0.171;0.427;0.299
0.953;1.0;0.976
0.964;1.0;0.982
0.694;0.862;0.778
0.775;1.0;0.887
0.814;0.971;0.892
0.874;1.0;0.937
0.997;1.0;0.998
1.0;1.0;1.0
0.947;1.0;0.974
0.885;0.913;0.899
0.882;0.941;0.911
0.92;0.986;0.953
0.672;0.939;0.805
0.65;0.95;0.8
0.657;0.95;0.803
0.596;0.883;0.74
0.691;1.0;0.845
0.69;0.922;0.806
0.879;1.0;0.94
0.989;0.978;0.984
0.857;0.743;0.8
0.997;1.0;0.998
0.951;1.0;0.976
0.963;1.0;0.982
0.75;0.965;0.857
0.105;0.242;0.173
0.051;0.132;0.091
0.025;0.079;0.052
0.043;0.106;0.074
0.079;0.211;0.145
0.087;0.119;0.103
0.331;0.357;0.344
0.808;0.872;0.84
0.047;0.055;0.051
0.281;0.201;0.241
0.042;0.08;0.061
0.851;0.945;0.898
0.109;0.217;0.163
0.698;0.957;0.827
0.2;0.191;0.196
0.068;0.102;0.085
0.17;0.149;0.16
0.057;0.119;0.088
0.661;0.976;0.819
0.661;0.976;0.819
0.06;0.179;0.119
0.668;0.988;0.828
0.031;0.125;0.078
0.358;0.446;0.402
0.134;0.22;0.177
0.999;1.0;1.0
0.948;0.993;0.97
0.875;0.852;0.863
0.849;0.88;0.865
0.749;0.907;0.828
0.749;0.684;0.717
0.895;1.0;0.948
0.895;1.0;0.948
0.565;1.0;0.782
0.025;0.036;0.03
0.065;0.202;0.134
0.547;1.0;0.774
0.345;0.725;0.535
0.421;0.68;0.55
0.146;0.378;0.262
0.965;1.0;0.982
0.99;1.0;0.995
0.685;0.942;0.814
0.69;1.0;0.845
0.85;0.972;0.911
0.91;1.0;0.955
0.94;1.0;0.97
0.947;1.0;0.974
1.0;1.0;1.0
0.94;0.926;0.933
0.938;0.95;0.944
0.974;0.988;0.981
0.683;0.937;0.81
0.678;0.949;0.814
0.677;0.949;0.813
0.621;0.88;0.75
0.719;1.0;0.859
0.693;0.931;0.812
0.914;1.0;0.957
0.917;0.955;0.936
0.903;0.829;0.866
0.94;1.0;0.97
0.96;1.0;0.98
0.952;1.0;0.976
0.704;0.954;0.829
0.146;0.342;0.244
0.083;0.215;0.149
0.0;0.0;0.0
0.055;0.156;0.105
0.072;0.203;0.138
0.083;0.114;0.099
0.32;0.35;0.335
0.749;0.78;0.764
0.043;0.045;0.044
0.27;0.192;0.231
0.038;0.07;0.054
0.88;1.0;0.94
0.165;0.304;0.234
0.759;0.962;0.861
0.192;0.165;0.178
0.065;0.092;0.079
0.163;0.127;0.145
0.103;0.185;0.144
0.617;0.95;0.783
0.617;0.95;0.783
0.054;0.131;0.092
0.623;0.963;0.793
0.031;0.1;0.066
0.344;0.45;0.397
0.128;0.212;0.17
0.978;1.0;0.989
0.996;1.0;0.998
0.861;0.795;0.828
0.854;0.868;0.861
0.795;0.9;0.848
0.721;0.68;0.701
0.799;1.0;0.899
0.799;1.0;0.899
0.577;1.0;0.788
0.024;0.032;0.028
0.1;0.284;0.192
0.554;1.0;0.777
0.37;0.756;0.563
0.441;0.684;0.562
0.189;0.448;0.319
0.981;1.0;0.99
0.928;0.919;0.923
0.71;0.94;0.825
0.689;0.937;0.813
0.788;0.881;0.835
0.849;0.909;0.879
0.88;0.919;0.899
0.885;0.913;0.899
0.94;0.926;0.933
1.0;1.0;1.0
0.878;0.876;0.877
0.915;0.915;0.915
0.715;0.931;0.823
0.709;0.943;0.826
0.708;0.943;0.825
0.649;0.874;0.762
0.753;0.994;0.873
0.725;0.926;0.826
0.864;0.933;0.899
0.854;0.868;0.861
0.838;0.742;0.79
0.879;0.918;0.899
0.911;0.939;0.925
0.885;0.899;0.892
0.746;0.954;0.85
0.155;0.342;0.248
0.089;0.215;0.152
0.0;0.0;0.0
0.058;0.156;0.107
0.077;0.203;0.14
0.089;0.114;0.102
0.341;0.35;0.346
0.69;0.693;0.692
0.046;0.05;0.048
0.288;0.21;0.249
0.041;0.076;0.058
0.82;0.913;0.867
0.141;0.287;0.214
0.697;0.865;0.781
0.205;0.183;0.194
0.01;0.016;0.013
0.174;0.14;0.157
0.11;0.204;0.157
0.654;0.95;0.802
0.654;0.95;0.802
0.057;0.131;0.094
0.661;0.963;0.812
0.032;0.1;0.066
0.365;0.45;0.407
0.136;0.212;0.174
0.907;0.894;0.901
0.935;0.924;0.929
0.802;0.719;0.76
0.795;0.794;0.794
0.739;0.826;0.782
0.758;0.68;0.719
0.837;1.0;0.918
0.837;1.0;0.918
0.52;0.887;0.704
0.026;0.036;0.031
0.107;0.32;0.213
0.497;0.9;0.699
0.331;0.683;0.507
0.381;0.584;0.482
0.201;0.498;0.35
0.921;0.924;0.923
0.925;0.945;0.935
0.624;0.852;0.738
0.63;0.91;0.77
0.784;0.905;0.845
0.844;0.933;0.889
0.878;0.945;0.911
0.882;0.941;0.911
0.938;0.95;0.944
0.878;0.876;0.877
1.0;1.0;1.0
0.912;0.938;0.925
0.621;0.851;0.736
0.617;0.863;0.74
0.616;0.863;0.74
0.632;0.903;0.768
0.657;0.914;0.786
0.63;0.846;0.738
0.841;0.919;0.88
0.875;0.93;0.903
0.859;0.805;0.832
0.877;0.948;0.912
0.888;0.926;0.907
0.882;0.931;0.907
0.645;0.882;0.764
0.156;0.368;0.262
0.089;0.232;0.161
0.0;0.0;0.0
0.058;0.168;0.113
0.077;0.218;0.147
0.089;0.123;0.106
0.258;0.278;0.268
0.688;0.721;0.704
0.046;0.048;0.047
0.228;0.152;0.19
0.041;0.074;0.057
0.818;0.941;0.879
0.176;0.322;0.249
0.697;0.904;0.8
0.165;0.121;0.143
0.07;0.098;0.084
0.099;0.069;0.084
0.11;0.196;0.153
0.557;0.844;0.701
0.557;0.844;0.701
0.057;0.147;0.102
0.563;0.856;0.71
0.032;0.112;0.072
0.282;0.344;0.313
0.066;0.106;0.086
0.904;0.928;0.916
0.933;0.948;0.941
0.799;0.743;0.771
0.79;0.808;0.799
0.735;0.84;0.787
0.658;0.621;0.639
0.742;0.941;0.841
0.742;0.941;0.841
0.613;1.0;0.806
0.026;0.032;0.029
0.107;0.284;0.195
0.588;1.0;0.794
0.394;0.756;0.575
0.47;0.684;0.577
0.201;0.448;0.325
0.919;0.948;0.933
0.963;0.987;0.975
0.66;0.921;0.79
0.665;0.979;0.822
0.838;0.972;0.905
0.883;0.984;0.933
0.914;0.987;0.951
0.92;0.986;0.953
0.974;0.988;0.981
0.915;0.915;0.915
0.912;0.938;0.925
1.0;1.0;1.0
0.657;0.914;0.786
0.652;0.926;0.789
0.651;0.926;0.788
0.595;0.857;0.726
0.693;0.977;0.835
0.666;0.909;0.788
0.884;0.981;0.932
0.89;0.941;0.915
0.875;0.815;0.845
0.937;0.997;0.967
0.93;0.983;0.957
0.923;0.984;0.954
0.679;0.937;0.808
0.15;0.348;0.249
0.086;0.219;0.152
0.0;0.0;0.0
0.056;0.159;0.107
0.074;0.206;0.14
0.086;0.116;0.101
0.305;0.345;0.325
0.723;0.767;0.745
0.044;0.046;0.045
0.244;0.178;0.211
0.039;0.071;0.055
0.854;0.986;0.92
0.17;0.304;0.237
0.779;0.962;0.871
0.197;0.165;0.181
0.067;0.092;0.08
0.167;0.127;0.147
0.106;0.185;0.145
0.592;0.925;0.758
0.592;0.925;0.758
0.055;0.135;0.095
0.598;0.938;0.768
0.031;0.103;0.067
0.318;0.425;0.371
0.131;0.218;0.174
0.947;0.983;0.965
0.97;0.988;0.979
0.836;0.783;0.809
0.827;0.854;0.841
0.77;0.886;0.828
0.694;0.665;0.679
0.775;0.985;0.88
0.775;0.985;0.88
0.552;0.982;0.767
0.025;0.032;0.029
0.103;0.289;0.196
0.568;1.0;0.784
0.38;0.756;0.568
0.452;0.684;0.568
0.194;0.448;0.321
0.955;0.988;0.972
0.581;0.921;0.751
0.66;0.824;0.742
0.656;0.935;0.796
0.704;0.877;0.79
0.769;0.909;0.839
0.684;0.931;0.808
0.672;0.939;0.805
0.683;0.937;0.81
0.715;0.931;0.823
0.621;0.851;0.736
0.657;0.914;0.786
1.0;1.0;1.0
0.869;0.85;0.859
0.697;0.818;0.757
0.814;0.802;0.808
0.874;0.837;0.855
0.911;0.864;0.887
0.802;0.859;0.831
0.716;0.935;0.826
0.788;0.911;0.85
0.677;0.929;0.803
0.751;0.859;0.805
0.725;0.897;0.811
0.483;0.885;0.684
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.073;0.15;0.111
0.303;0.473;0.388
0.597;0.908;0.752
0.052;0.099;0.075
