;ENSCAFT00000023912_90_90;ENST00000336604_90_90;ENST00000356896_90_90;ENST00000396840_90_90;ENST00000436152_90_90;ENST00000465801_90_90;ENST00000487279_90_90;ENST00000615885_90_90;ENST00000619571_90_90;ENSMUST00000117675_90_90;ENSMUST00000119527_90_90;ENSMUST00000144364_90_90;ENSMUST00000148835_90_90
ENSCAFT00000023912_90_90;1.0;0.9;1.0;0.7;0.7;0.6;0.2;0.7;1.0;0.909;0.727;0.455;0.818
ENST00000336604_90_90;0.9;1.0;0.909;0.8;0.545;0.6;0.182;0.545;0.833;1.0;0.778;0.444;0.7
ENST00000356896_90_90;1.0;0.909;1.0;0.727;0.636;0.545;0.167;0.636;0.917;0.9;0.7;0.4;0.8
ENST00000396840_90_90;0.7;0.8;0.727;1.0;0.364;0.4;0.222;0.364;0.667;0.778;1.0;0.571;0.667
ENST00000436152_90_90;0.7;0.545;0.636;0.364;1.0;0.857;0.0;1.0;0.583;0.6;0.4;0.1;0.667
ENST00000465801_90_90;0.6;0.6;0.545;0.4;0.857;1.0;0.0;0.857;0.5;0.667;0.444;0.111;0.556
ENST00000487279_90_90;0.2;0.182;0.167;0.222;0.0;0.0;1.0;0.0;0.154;0.222;0.286;0.5;0.111
ENST00000615885_90_90;0.7;0.545;0.636;0.364;1.0;0.857;0.0;1.0;0.583;0.6;0.4;0.1;0.667
ENST00000619571_90_90;1.0;0.833;0.917;0.667;0.583;0.5;0.154;0.583;1.0;0.9;0.7;0.4;0.8
ENSMUST00000117675_90_90;0.909;1.0;0.9;0.778;0.6;0.667;0.222;0.6;0.9;1.0;0.8;0.455;0.727
ENSMUST00000119527_90_90;0.727;0.778;0.7;1.0;0.4;0.444;0.286;0.4;0.7;0.8;1.0;0.556;0.7
ENSMUST00000144364_90_90;0.455;0.444;0.4;0.571;0.1;0.111;0.5;0.1;0.4;0.455;0.556;1.0;0.364
ENSMUST00000148835_90_90;0.818;0.7;0.8;0.667;0.667;0.556;0.111;0.667;0.8;0.727;0.7;0.364;1.0
