id_transcript;block_sequence
ENSCAFT00000027787_90_90;0.1.3.5.6.7.8.9.10.12.13.14.15.16.17.18.19.21
ENSCAFT00000048830_90_90;0.1.3.5.6.8.9.10.12.13.14.15.16.17.18.19.21
ENST00000368686_90_90;19.20.21.22.23.24
ENST00000368687_90_90;12.13.14.15.16.17.18.19.20.21.23.25.34.35
ENST00000368690_90_90;1.2.3.4.5.10.11.12.13.14.15.16.17.18.19.20.21.22.23.25.34.35
ENST00000368694_90_90;1.2.3.4.5.10.11.12.13.14.15.16.17.18.19.20.21.23.25.34.35
ENST00000403433_90_90;1.2.3.4.5.10.11.12.13.14.15.16.17.18.19.20.21.23.34.35
ENST00000614256_90_90;1.2.3.4.5.10.11.12.13.14.15.16.17.18.19.20.21.34
ENSMUST00000001043_90_90;27.29.30.31.32.33.34.35
ENSMUST00000049937_90_90;9.10.13.15.17.26.27.29.30.31.32.33.34.35
ENSMUST00000076639_90_90;9.10.13.15.17.26.27.30.31.34.35
ENSMUST00000107342_90_90;27.30.31.34.35
ENSMUST00000107343_90_90;27.29.30.31.34.35
ENSMUST00000107344_90_90;27.29.30.31.32.33.34.35
ENSMUST00000107346_90_90;9.10.13.15.17.26.27.29.30.31.34.35
ENSMUST00000131868_90_90;9.10.13.15.17.26.27.29.30
ENSMUST00000146740_90_90;9.10.13.15.17.26.27.28.29.30.31.32
