id_transcript;block_sequence
ENSCAFT00000021220_90_90;0.1.2.3.4.5.6.7.8.10.11.12.13.14.15.18.21.22.23.24.27.28.29.30
ENSCAFT00000044299_90_90;0.1.2.3.5.6.7.11.12.13.14.15.18.21.22.23.24.27.28.29.30
ENST00000356634_90_90;0.2.3.5.6.7.11.12.13.14.17.18.21.22.23.24.25.28.29.30
ENST00000400181_90_90;0.2.3.4.5.6.7.8.9.10.11.12.13.14.17.18.21.22.23.24.25.28.29.30
ENST00000465864_90_90;13.14.15.16.17.18.21.22.23.24.25.28
ENST00000494920_90_90;23.24.25.26.27.28.29
ENSMUST00000046846_90_90;3.5.6.7.12.13.14.15.18.19.22.23.24.27.28.29.30
ENSMUST00000105847_90_90;0.1.2.3.4.5.6.7.11.12.13.14.15.18.19.22.23.24.27.28.29.30
ENSMUST00000116273_90_90;0.1.2.3.5.6.7.11.12.13.14.15.18.19.22.23.24.27.28.29.30
ENSMUST00000155354_90_90;7.11.12.13.14.15.18.19.20.21.22.23
ENSMUST00000170979_90_90;6.7.8.9.10.11.12.13
