id_transcript;block_sequence
ENSCAFT00000031843_90_90;21.23.24
ENST00000372554_90_90;0.1.2.10.11.12.13.14.16.17.18.19.20.21.22.23
ENST00000372559_90_90;0.1.2.10.11.12.14.16.17.18.20.21.22.23
ENST00000372564_90_90;0.1.2.10.11.12.14.16.17.18.20.21.22.23
ENST00000416230_90_90;0.1.2.3.4.5.6.7
ENST00000416629_90_90;0.1.2.10.11.12.16.17.18.20.21.22.23
ENST00000417224_90_90;0.1.2.10.11.12.14.16.17.18.19.20.21.22.23
ENST00000425236_90_90;2.4.5.6.7.8
ENST00000455407_90_90;0.10
ENSMUST00000028214_90_90;0.1.2.3.4.6.9.12.14.15.16.18.20.21.22.23
ENSMUST00000100215_90_90;0.1.2.3.4.6.9.12.14.15.16.18.19.20.21.22.23
ENSMUST00000113620_90_90;0.1.2.3.4.6.9.12.15.16.18.20.21.22.23
ENSMUST00000113621_90_90;0.1.2.3.4.6.9.12.13.14.15.16.18.19.20.21.22.23
ENSMUST00000163668_90_90;0.1.2.3.4.6.9.12.15.16.18.19.20.21.22.23
