id_transcript;blocks
transcript10_ENSHGLG00100003156;1|2|3|4|5|6|7|8|9|24|25|26|27|28|29|30|31|32|33
transcript17_ENSHGLG00100003156;1|2|3|4|5|6|7|8|9|24|25|26|27|28|29|30|31|32|33
transcript20_ENSHGLG00100003156;1|2|3|4|5|6|7|8|9|24|25|26|27|28|29|30|31|32|33
transcript13_ENSHGLG00000019563;1|2|3|4|5|6|7|8|9|24|25|26|27|28|29|30|31|32|33
transcript17_ENSHGLG00000019563;1|2|3|4|5|6|7|8|9|24|25|26|27|28|29|30|31|32|33
transcript25_ENSHGLG00000019563;1|2|3|4|5|6|7|8|9|24|25|26|27|28|29|30|31|32|33
transcript26_ENSHGLG00000019563;3|4|5|6|7|8|9|24|25|26|27|28|29|30|31|32|33
transcript27_ENSHGLG00000019563;1|2|24|25|26|27|28|29|30|31|32|33
transcript0_ENSHGLG00100006079;0|1|2|3|5|7|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|35|37
transcript13_ENSHGLG00100006079;1|2|3|5|7|9|24|25|26|27|28|29|30|31|32|33
transcript20_ENSHGLG00100006079;1|2|3|5|7|9|24|25|26|27|28|29|30|31|32|33
transcript21_ENSHGLG00100006079;1|2|3|5|7|9|24|25|26|27|28|29|30|31|32|33
transcript22_ENSHGLG00100006079;1|2|3|5|7|9|24|25|26|27|28|29|30|31|32|33
transcript0_ENSMUNG00000002391;0|1|2|3|4|5|6|7|8|9|10|12|14|16|18|20|21|23|24|25|26|28|30|32|33|34|35|36|37
transcript21_ENSMUNG00000002391;0|1|2|3|4|5|6|7|8|9|24|25|26|28|30|32|33|34|35|36|37
transcript22_ENSMUNG00000002391;0|1|2|3|4|5|6|7|8|9|10|12|14|16|18|20|21|23|26|28|30|32|33|34|35|36|37
transcript8_ENSAPOG00000016134;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|25|32|33|34|35|36|37
transcript10_ENSAPOG00000016134;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|32|33|34|35|36|37
transcript12_ENSAPOG00000016134;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|32|33|34|35|36|37
transcript17_ENSAPOG00000016134;0|1|2|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|32|33|34|35|36|37
transcript20_ENSAPOG00000016134;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|32|33|34|35|36|37
transcript7_ENSAPOG00000023408;0|1|2|3|4|5|6|7|8|9|33|34|35|36|37
transcript12_ENSAPOG00000023408;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|32|33|34|35|36|37
transcript22_ENSAPOG00000023408;0|1|2|3|4|5|6|7|8|9|32|33|34|35|36|37
transcript23_ENSAPOG00000023408;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|34|35|36|37
transcript24_ENSAPOG00000023408;0|1|3|4|5|6|7|8|9|33|34|35|36|37
transcript0_ENSPNYG00000024266;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37
transcript0_ENSXMAG00000026005;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37
