;transcript10_ENSHGLG00100003156;transcript17_ENSHGLG00100003156;transcript20_ENSHGLG00100003156;transcript13_ENSHGLG00000019563;transcript17_ENSHGLG00000019563;transcript25_ENSHGLG00000019563;transcript26_ENSHGLG00000019563;transcript27_ENSHGLG00000019563;transcript0_ENSHGLG00100006079;transcript13_ENSHGLG00100006079;transcript20_ENSHGLG00100006079;transcript21_ENSHGLG00100006079;transcript22_ENSHGLG00100006079;transcript0_ENSMUNG00000002391;transcript21_ENSMUNG00000002391;transcript22_ENSMUNG00000002391;transcript8_ENSAPOG00000016134;transcript10_ENSAPOG00000016134;transcript12_ENSAPOG00000016134;transcript17_ENSAPOG00000016134;transcript20_ENSAPOG00000016134;transcript7_ENSAPOG00000023408;transcript12_ENSAPOG00000023408;transcript22_ENSAPOG00000023408;transcript23_ENSAPOG00000023408;transcript24_ENSAPOG00000023408;transcript0_ENSPNYG00000024266;transcript0_ENSXMAG00000026005
transcript10_ENSHGLG00100003156;1.0;1.0;1.0;1.0;1.0;1.0;0.895;0.632;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.875;0.923;1.0;0.846;0.462;0.846;0.909;1.0;1.0;0.818;0.818;1.0;1.0
transcript17_ENSHGLG00100003156;1.0;1.0;1.0;1.0;1.0;1.0;0.895;0.632;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.875;0.923;1.0;0.846;0.462;0.846;0.909;1.0;1.0;0.818;0.818;1.0;1.0
transcript20_ENSHGLG00100003156;1.0;1.0;1.0;1.0;1.0;1.0;0.895;0.632;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.875;0.923;1.0;0.846;0.462;0.846;0.909;1.0;1.0;0.818;0.818;1.0;1.0
transcript13_ENSHGLG00000019563;1.0;1.0;1.0;1.0;1.0;1.0;0.895;0.632;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.875;0.923;1.0;0.846;0.462;0.846;0.909;1.0;1.0;0.818;0.818;1.0;1.0
transcript17_ENSHGLG00000019563;1.0;1.0;1.0;1.0;1.0;1.0;0.895;0.632;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.875;0.923;1.0;0.846;0.462;0.846;0.909;1.0;1.0;0.818;0.818;1.0;1.0
transcript25_ENSHGLG00000019563;1.0;1.0;1.0;1.0;1.0;1.0;0.895;0.632;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.875;0.923;1.0;0.846;0.462;0.846;0.909;1.0;1.0;0.818;0.818;1.0;1.0
transcript26_ENSHGLG00000019563;0.895;0.895;0.895;0.895;0.895;0.895;1.0;0.526;0.875;0.875;0.875;0.875;0.875;0.875;0.875;0.75;0.769;0.846;0.692;0.308;0.692;0.727;0.818;0.818;0.636;0.8;0.895;0.895
transcript27_ENSHGLG00000019563;0.632;0.632;0.632;0.632;0.632;0.632;0.526;1.0;0.75;0.75;0.75;0.75;0.75;0.562;0.562;0.438;0.385;0.462;0.308;1.0;0.308;0.273;0.364;0.364;0.182;0.182;0.632;0.632
transcript0_ENSHGLG00100006079;1.0;1.0;1.0;1.0;1.0;1.0;0.875;0.75;1.0;0.485;0.485;0.485;0.485;1.0;0.667;0.917;0.963;1.0;0.926;0.852;0.815;0.4;1.0;0.44;0.92;0.36;1.0;1.0
transcript13_ENSHGLG00100006079;1.0;1.0;1.0;1.0;1.0;1.0;0.875;0.75;0.485;1.0;1.0;1.0;1.0;0.542;0.812;0.458;0.333;0.37;0.296;0.222;0.333;0.636;0.32;0.727;0.24;0.545;0.485;0.485
transcript20_ENSHGLG00100006079;1.0;1.0;1.0;1.0;1.0;1.0;0.875;0.75;0.485;1.0;1.0;1.0;1.0;0.542;0.812;0.458;0.333;0.37;0.296;0.222;0.333;0.636;0.32;0.727;0.24;0.545;0.485;0.485
transcript21_ENSHGLG00100006079;1.0;1.0;1.0;1.0;1.0;1.0;0.875;0.75;0.485;1.0;1.0;1.0;1.0;0.542;0.812;0.458;0.333;0.37;0.296;0.222;0.333;0.636;0.32;0.727;0.24;0.545;0.485;0.485
