id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript7_ENSMSIG00000000513;null;null;null;0
transcript7_ENSMUSG00000054036;null;null;null;1
transcript19_ENSRNOG00000031503;null;transcript26_MGP-PahariEiJ-G0020237|0.988&transcript22_MGP-SPRETEiJ-G0021131|0.961;null;2
transcript26_MGP-PahariEiJ-G0020237;null;transcript19_ENSRNOG00000031503|0.988&transcript35_ENSMUGG00000013592|1.0&transcript26_ENSMSIG00000000513|1.0&transcript22_MGP-SPRETEiJ-G0021131|0.997&transcript34_ENSMUGG00000013592|1.0&transcript22_MGP-CAROLIEiJ-G0020234|0.992&transcript18_ENSRNOG00000031503|0.988&transcript36_ENSMUSG00000054036|1.0&transcript47_ENSMSIG00000000513|1.0;null;2
transcript9_ENSRNOG00000031503;null;transcript26_ENSMSIG00000000513|0.904&transcript47_ENSMSIG00000000513|0.904;null;2
transcript23_ENSRNOG00000031503;transcript21_ENSRNOG00000031503|1.0;transcript22_MGP-SPRETEiJ-G0021131|0.961&transcript22_MGP-CAROLIEiJ-G0020234|0.942&transcript36_ENSMUSG00000054036|0.955;null;2
transcript21_ENSRNOG00000031503;transcript23_ENSRNOG00000031503|1.0;transcript22_MGP-CAROLIEiJ-G0020234|0.942&transcript36_ENSMUSG00000054036|0.955;null;2
transcript35_ENSMUGG00000013592;transcript34_ENSMUGG00000013592|1.0;transcript26_MGP-PahariEiJ-G0020237|1.0&transcript18_ENSRNOG00000031503|0.974;null;2
transcript26_ENSMSIG00000000513;transcript47_ENSMSIG00000000513|1.0;transcript26_MGP-PahariEiJ-G0020237|1.0&transcript9_ENSRNOG00000031503|0.904;null;2
transcript22_MGP-SPRETEiJ-G0021131;null;transcript19_ENSRNOG00000031503|0.961&transcript26_MGP-PahariEiJ-G0020237|0.997&transcript23_ENSRNOG00000031503|0.961&transcript22_MGP-CAROLIEiJ-G0020234|0.976&transcript36_ENSMUSG00000054036|0.99;null;2
transcript34_ENSMUGG00000013592;transcript35_ENSMUGG00000013592|1.0;transcript26_MGP-PahariEiJ-G0020237|1.0&transcript18_ENSRNOG00000031503|0.974;null;2
transcript18_ENSMUGG00000013592;null;transcript18_ENSRNOG00000031503|0.974;null;2
transcript22_MGP-CAROLIEiJ-G0020234;null;transcript26_MGP-PahariEiJ-G0020237|0.992&transcript23_ENSRNOG00000031503|0.942&transcript21_ENSRNOG00000031503|0.942&transcript22_MGP-SPRETEiJ-G0021131|0.976&transcript36_ENSMUSG00000054036|0.982;null;2
transcript18_ENSRNOG00000031503;null;transcript26_MGP-PahariEiJ-G0020237|0.988&transcript35_ENSMUGG00000013592|0.974&transcript34_ENSMUGG00000013592|0.974&transcript18_ENSMUGG00000013592|0.974;null;2
transcript36_ENSMUSG00000054036;null;transcript26_MGP-PahariEiJ-G0020237|1.0&transcript23_ENSRNOG00000031503|0.955&transcript21_ENSRNOG00000031503|0.955&transcript22_MGP-SPRETEiJ-G0021131|0.99&transcript22_MGP-CAROLIEiJ-G0020234|0.982;null;2
transcript47_ENSMSIG00000000513;transcript26_ENSMSIG00000000513|1.0;transcript26_MGP-PahariEiJ-G0020237|1.0&transcript9_ENSRNOG00000031503|0.904;null;2
transcript41_ENSMSIG00000000513;transcript43_ENSMSIG00000000513|1.0;null;null;3
transcript43_ENSMSIG00000000513;transcript41_ENSMSIG00000000513|1.0;null;null;3
transcript41_MGP-SPRETEiJ-G0021131;null;null;null;4
transcript43_MGP-CAROLIEiJ-G0020234;null;null;null;5
transcript46_ENSMSIG00000000513;transcript48_ENSMSIG00000000513|1.0;null;null;6
transcript48_ENSMSIG00000000513;transcript46_ENSMSIG00000000513|1.0;null;null;6
transcript49_ENSMSIG00000000513;null;null;null;7
transcript8_MGP-CAROLIEiJ-G0020234;null;null;null;8
transcript32_MGP-CAROLIEiJ-G0020234;transcript42_MGP-CAROLIEiJ-G0020234|1.0;transcript32_ENSMUGG00000013592|0.948;null;9
transcript42_MGP-CAROLIEiJ-G0020234;transcript32_MGP-CAROLIEiJ-G0020234|1.0;transcript32_ENSMUGG00000013592|0.948;null;9
transcript32_ENSMUGG00000013592;null;transcript32_MGP-CAROLIEiJ-G0020234|0.948&transcript42_MGP-CAROLIEiJ-G0020234|0.948;null;9
transcript32_ENSRNOG00000031503;transcript33_ENSRNOG00000031503|0.892;null;null;10
transcript33_ENSRNOG00000031503;transcript32_ENSRNOG00000031503|0.892;null;null;10
transcript33_ENSMUGG00000013592;null;transcript33_MGP-CAROLIEiJ-G0020234|0.945;null;11
transcript33_MGP-CAROLIEiJ-G0020234;null;transcript33_ENSMUGG00000013592|0.945;null;11
