id_transcript;blocks
transcript19_ENSAPOG00000016134;0|2|4|5|6|7|8|9
transcript22_ENSAPOG00000016134;0|2|6|7|8|9
transcript27_ENSAPOG00000016134;0|2|8|9
transcript28_ENSAPOG00000016134;0|2|6|7|9
transcript19_ENSAPOG00000023408;0|2|4|5|6|7|8|9
transcript22_ENSAPOG00000023408;0|2|6|7|8|9
transcript32_ENSAPOG00000023408;0|2|4|5|8|9
transcript33_ENSAPOG00000023408;0|2|4|5|6|7|9
transcript12_ENSAOCG00000015695;0|2|4|5|6|7|8|9
transcript19_ENSAOCG00000015695;0|2|4|5|6|7|8|9
transcript26_ENSAOCG00000015695;0|4|5|6|7|8|9
transcript27_ENSAOCG00000015695;0|6|7|8|9
transcript28_ENSAOCG00000015695;0|4|5|8|9
transcript29_ENSAOCG00000015695;0|4|5|6|8|9
transcript12_ENSPNYG00000024266;0|2|4|5|6|7|8|9
transcript14_ENSPNYG00000024266;0|2|4|5|8|9
transcript21_ENSPNYG00000024266;2|4|5|6|7|8|9
transcript22_ENSPNYG00000024266;0|2|4|6|7|8|9
transcript3_ENSXMAG00000026005;0|1|2|3|4|5|6|7|8|9
transcript10_ENSXMAG00000026005;0|3|4|5|6|7|8|9
transcript11_ENSXMAG00000026005;0|2|4|5|6|7|8|9
transcript12_ENSXMAG00000026005;0|2|4|5|6|7|8|9
transcript16_ENSXMAG00000026005;0|1|2|3|6|7|8|9
transcript17_ENSXMAG00000026005;0|1|2|3|4|5|6|7|8|9
