id_transcript;block_sequence
ENSCAFT00000015963_90_90;0.1.2.3.4.7.8.9.10.11.13.14.15.16.17.18.19.24.25
ENST00000285737_90_90;0.1.2.3.6.7.8.9.10.11.13.14.15.16.17.18.23.24.25
ENST00000416006_90_90;0.3.6.7.8.9.10.11.13.14.15.16.17.18.19.20.22
ENST00000535754_90_90;0.3.6.7.8.9.10.11.13.14.15.16.17.18.23.24.25
ENST00000565867_90_90;18.23.24.26
ENST00000566755_90_90;0.1.2.3.9
ENST00000570174_90_90;4.5.6.7.8.9.10.11.13.14.16
ENSMUST00000034141_90_90;0.1.2.3.4.7.8.9.10.12.13.14.15.16.17.18.23.24.25
ENSMUST00000121673_90_90;14.15.16.17.18.23.24.25
ENSMUST00000122188_90_90;0.1.8.9.10.12.13.14.15.16.17.18.23.24.25
ENSMUST00000155433_90_90;0.1.2.3.4.7.8.9.10.12.13.14.15.16.17.18.19.20.21
ENSMUST00000163987_90_90;14.15.16.17.18.23.24.25
