id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript7_ENSMPUG00000020072;null;null;null;0
transcript17_ENSSTOG00000019743;transcript9_ENSSTOG00000019743|1.0;transcript33_ENSCPOG00000024843|0.821&transcript10_ENSECAG00000007947|0.708&transcript24_ENSCPOG00000024843|0.821&transcript13_ENSMLUG00000027828|0.718&transcript10_ENSMPUG00000020072|0.706&transcript22_ENSMLUG00000027828|0.718;null;1
transcript17_ENSMPUG00000020072;transcript20_ENSMPUG00000020072|1.0;transcript17_ENSECAG00000007947|0.758&transcript12_ENSECAG00000007947|0.758;null;1
transcript24_ENSCCNG00000000226;transcript9_ENSCCNG00000000226|1.0;transcript33_ENSCPOG00000024843|0.855;null;1
transcript33_ENSCPOG00000024843;transcript17_ENSCPOG00000024843|1.0&transcript24_ENSCPOG00000024843|1.0;transcript17_ENSSTOG00000019743|0.821&transcript24_ENSCCNG00000000226|0.855&transcript9_ENSCCNG00000000226|0.855&transcript9_ENSSTOG00000019743|0.821;null;1
transcript10_ENSECAG00000007947;null;transcript17_ENSSTOG00000019743|0.708&transcript9_ENSSTOG00000019743|0.708&transcript17_ENSCPOG00000024843|0.873&transcript10_ENSMPUG00000020072|0.758;null;1
transcript17_ENSECAG00000007947;transcript12_ENSECAG00000007947|1.0;transcript17_ENSMPUG00000020072|0.758&transcript20_ENSMPUG00000020072|0.758&transcript13_ENSMLUG00000027828|0.768&transcript22_ENSMLUG00000027828|0.768;null;1
transcript9_ENSCCNG00000000226;transcript24_ENSCCNG00000000226|1.0;transcript33_ENSCPOG00000024843|0.855&transcript17_ENSCPOG00000024843|0.855&transcript24_ENSCPOG00000024843|0.855;null;1
transcript9_ENSSTOG00000019743;transcript17_ENSSTOG00000019743|1.0;transcript33_ENSCPOG00000024843|0.821&transcript10_ENSECAG00000007947|0.708&transcript24_ENSCPOG00000024843|0.821&transcript13_ENSMLUG00000027828|0.718&transcript10_ENSMPUG00000020072|0.706&transcript22_ENSMLUG00000027828|0.718;null;1
transcript20_ENSMPUG00000020072;transcript17_ENSMPUG00000020072|1.0;transcript17_ENSECAG00000007947|0.758&transcript12_ENSECAG00000007947|0.758;null;1
transcript17_ENSCPOG00000024843;transcript33_ENSCPOG00000024843|1.0&transcript24_ENSCPOG00000024843|1.0;transcript10_ENSECAG00000007947|0.873&transcript9_ENSCCNG00000000226|0.855&transcript13_ENSMLUG00000027828|0.869&transcript10_ENSMPUG00000020072|0.871&transcript22_ENSMLUG00000027828|0.869;null;1
transcript24_ENSCPOG00000024843;transcript33_ENSCPOG00000024843|1.0&transcript17_ENSCPOG00000024843|1.0;transcript17_ENSSTOG00000019743|0.821&transcript9_ENSCCNG00000000226|0.855&transcript9_ENSSTOG00000019743|0.821;null;1
transcript13_ENSMLUG00000027828;transcript22_ENSMLUG00000027828|1.0;transcript17_ENSSTOG00000019743|0.718&transcript17_ENSECAG00000007947|0.768&transcript9_ENSSTOG00000019743|0.718&transcript17_ENSCPOG00000024843|0.869&transcript12_ENSECAG00000007947|0.768;null;1
transcript10_ENSMPUG00000020072;null;transcript17_ENSSTOG00000019743|0.706&transcript10_ENSECAG00000007947|0.758&transcript9_ENSSTOG00000019743|0.706&transcript17_ENSCPOG00000024843|0.871;null;1
transcript12_ENSECAG00000007947;transcript17_ENSECAG00000007947|1.0;transcript17_ENSMPUG00000020072|0.758&transcript20_ENSMPUG00000020072|0.758&transcript13_ENSMLUG00000027828|0.768&transcript22_ENSMLUG00000027828|0.768;null;1
transcript22_ENSMLUG00000027828;transcript13_ENSMLUG00000027828|1.0;transcript17_ENSSTOG00000019743|0.718&transcript17_ENSECAG00000007947|0.768&transcript9_ENSSTOG00000019743|0.718&transcript17_ENSCPOG00000024843|0.869&transcript12_ENSECAG00000007947|0.768;null;1
transcript32_ENSCPOG00000024843;null;transcript22_ENSMPUG00000020072|0.878;null;2
transcript22_ENSMPUG00000020072;null;transcript32_ENSCPOG00000024843|0.878;null;2
transcript14_ENSMLUG00000027828;null;transcript23_ENSMPUG00000020072|0.758;null;3
transcript23_ENSMPUG00000020072;null;transcript14_ENSMLUG00000027828|0.758;null;3
transcript24_ENSMPUG00000020072;null;null;null;4
transcript25_ENSMPUG00000020072;null;null;null;5
transcript9_ENSMLUG00000027828;null;null;null;6
transcript26_ENSCCNG00000000226;null;transcript26_ENSSTOG00000019743|0.711;null;7
transcript26_ENSSTOG00000019743;transcript7_ENSSTOG00000019743|0.979;transcript26_ENSCCNG00000000226|0.711;null;7
transcript7_ENSSTOG00000019743;transcript26_ENSSTOG00000019743|0.979;null;null;7
transcript7_ENSCCNG00000000226;null;null;null;8
transcript7_ENSCPOG00000024843;transcript18_ENSCPOG00000024843|1.0;transcript18_ENSCCNG00000000226|0.86;null;9
transcript18_ENSCCNG00000000226;null;transcript7_ENSCPOG00000024843|0.86&transcript18_ENSCPOG00000024843|0.86;null;9
transcript18_ENSCPOG00000024843;transcript7_ENSCPOG00000024843|1.0;transcript18_ENSCCNG00000000226|0.86;null;9
transcript9_ENSCPOG00000024843;null;null;null;10
