id_transcript;blocks
transcript18_ENSAOCG00000015695;0|1|2|3|4|5|6|7|9|10|11|12|13|14|16|17|18|19|20|21|22|23|24|25|26|27
transcript28_ENSAOCG00000015695;0|1|3|4|5|6|9|11|13|14|15|16|17|18|21|22|23|24|25|26|27
transcript21_ENSAPOG00000016134;0|1|2|3|9|11|13|14|15|16|17|18|19|20|23|24|25|26|27
transcript21_ENSPNYG00000024266;0|1|2|3|9|11|13|14|15|16|17|18|19|20|23|24|25|26|27
transcript23_ENSPNYG00000024266;0|1|2|3|4|5|6|9|11|13|14|15|16|19|20|23|24|25|27
transcript7_ENSPNYG00000024266;3|4
transcript22_ENSPNYG00000024266;0|1|2|3|4|5|6|9|11|13|14|15|16|17|18|19|20|21|24|26|27
transcript9_ENSAPOG00000016134;3|4|5|18
transcript7_ENSAPOG00000023408;3|4
transcript14_ENSAPOG00000016134;0|1|2|3|4|5|6|7|8|9|11|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27
transcript14_ENSAPOG00000023408;0|1|2|3|4|5|6|7|8|9|11|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27
transcript17_ENSAOCG00000015695;0|1|2|3|4|5|6|9|11|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27
transcript7_ENSAOCG00000015695;3|4
transcript27_ENSAOCG00000015695;0|1|2|3|4|5|6|9|11|13|14|15|16|19|20|21|22|23|24|25|26|27
transcript26_ENSAOCG00000015695;0|1|2|3|4|5|6|9|11|13|14|15|16|19|20|21|22|23|24|25|26|27
transcript29_ENSAOCG00000015695;0|2|3|4|5|6|9|11|13|19|20|23|24|25|26|27
transcript28_ENSAPOG00000023408;0|1|3|4|5|6|9|11|13|14|15|16|17|18|21|22|23|24|25|26|27
transcript30_ENSAPOG00000023408;0|1|3|4|5|6|9|11|13|14|15|16|19|20|23|24|25|26|27
transcript23_ENSAPOG00000023408;0|1|2|3|4|5|6|9|11|13|14|15|16|19|20|23|24|25|27
transcript29_ENSAPOG00000023408;0|2|3|4|5|6|9|11|13|19|20|23|24|25|26|27
transcript31_ENSAPOG00000023408;0|2|3|4|5|6|9|11|13|14|15|16|19|23|24|25|26|27
transcript12_ENSPNYG00000024266;0|1|2|3|4|5|6|9|11|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27
transcript24_ENSPNYG00000024266;0|1|2|3|4|5|6|9|11|13|17|18|19|20|21|22|23|24|25|27
transcript9_ENSXMAG00000026005;3|4|5|18
transcript7_ENSXMAG00000026005;3|4
