;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000027907_90_90;ENST00000344626_90_90:ENST00000413806_90_90:ENST00000429416_90_90:ENST00000450717_90_90:ENST00000541122_90_90:ENST00000590574_90_90:ENSMUST00000034707_90_90:ENSMUST00000098948_90_90;1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0
1;ENST00000344626_90_90;ENSCAFT00000027907_90_90:ENST00000413806_90_90:ENST00000429416_90_90:ENST00000450717_90_90:ENST00000541122_90_90:ENST00000590574_90_90:ENSMUST00000034707_90_90:ENSMUST00000098948_90_90;1.0:0.883:1.0:0.96:0.9259999999999999:0.9570000000000001:0.9570000000000001:0.9259999999999999
2;ENST00000413806_90_90;ENSCAFT00000027907_90_90:ENST00000344626_90_90:ENST00000429416_90_90:ENST00000450717_90_90:ENST00000541122_90_90:ENST00000590574_90_90:ENSMUST00000034707_90_90:ENSMUST00000098948_90_90;1.0:0.883:0.883:0.851:0.95:0.917:0.966:1.0
3;ENST00000429416_90_90;ENSCAFT00000027907_90_90:ENST00000344626_90_90:ENST00000413806_90_90:ENST00000450717_90_90:ENST00000541122_90_90:ENST00000590574_90_90:ENSMUST00000034707_90_90:ENSMUST00000098948_90_90;1.0:1.0:0.883:0.96:0.9259999999999999:0.9570000000000001:0.9570000000000001:0.9259999999999999
4;ENST00000444061_90_90;ENSMUST00000174008_90_90;1.0
5;ENST00000450717_90_90;ENSCAFT00000027907_90_90:ENST00000344626_90_90:ENST00000413806_90_90:ENST00000429416_90_90:ENST00000541122_90_90:ENST00000590574_90_90:ENSMUST00000034707_90_90:ENSMUST00000098948_90_90;1.0:0.96:0.851:0.96:0.892:0.9179999999999999:0.9570000000000001:0.9259999999999999
6;ENST00000541122_90_90;ENSCAFT00000027907_90_90:ENST00000344626_90_90:ENST00000413806_90_90:ENST00000429416_90_90:ENST00000450717_90_90:ENST00000590574_90_90:ENSMUST00000034707_90_90:ENSMUST00000098948_90_90;1.0:0.9259999999999999:0.95:0.9259999999999999:0.892:0.966:0.966:1.0
7;ENST00000586985_90_90;;
8;ENST00000589677_90_90;;
9;ENST00000590574_90_90;ENSCAFT00000027907_90_90:ENST00000344626_90_90:ENST00000413806_90_90:ENST00000429416_90_90:ENST00000450717_90_90:ENST00000541122_90_90:ENSMUST00000034707_90_90:ENSMUST00000098948_90_90;1.0:0.9570000000000001:0.917:0.9570000000000001:0.9179999999999999:0.966:1.0:0.966
10;ENST00000592158_90_90;;
11;ENSMUST00000034707_90_90;ENSCAFT00000027907_90_90:ENST00000344626_90_90:ENST00000413806_90_90:ENST00000429416_90_90:ENST00000450717_90_90:ENST00000541122_90_90:ENST00000590574_90_90:ENSMUST00000098948_90_90;1.0:0.9570000000000001:0.966:0.9570000000000001:0.9570000000000001:0.966:1.0:0.966
12;ENSMUST00000098948_90_90;ENSCAFT00000027907_90_90:ENST00000344626_90_90:ENST00000413806_90_90:ENST00000429416_90_90:ENST00000450717_90_90:ENST00000541122_90_90:ENST00000590574_90_90:ENSMUST00000034707_90_90;1.0:0.9259999999999999:1.0:0.9259999999999999:0.9259999999999999:1.0:0.966:0.966
13;ENSMUST00000172996_90_90;;
14;ENSMUST00000174008_90_90;ENST00000444061_90_90;1.0
