;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000022237_90_90;ENSMUST00000040873_90_90:ENST00000614484_90_90:ENSMUST00000199243_90_90:ENST00000611405_90_90:ENST00000618262_90_90;0.935:0.9:0.903:0.9329999999999999:0.9
1;ENST00000423692_90_90;;
2;ENST00000431645_90_90;ENSMUST00000197484_90_90;0.5
3;ENST00000448764_90_90;ENSMUST00000196109_90_90;0.778
4;ENST00000449389_90_90;;
5;ENST00000611405_90_90;ENSMUST00000040873_90_90:ENST00000614484_90_90:ENSMUST00000199243_90_90:ENSCAFT00000022237_90_90:ENST00000618262_90_90;0.875:0.97:0.8440000000000001:0.9329999999999999:0.97
6;ENST00000614370_90_90;;
7;ENST00000614484_90_90;ENSMUST00000040873_90_90:ENSMUST00000199243_90_90:ENSCAFT00000022237_90_90:ENST00000611405_90_90:ENST00000618262_90_90;0.8440000000000001:0.812:0.9:0.97:0.9390000000000001
8;ENST00000618262_90_90;ENSMUST00000040873_90_90:ENST00000614484_90_90:ENSMUST00000199243_90_90:ENSCAFT00000022237_90_90:ENST00000611405_90_90;0.8440000000000001:0.9390000000000001:0.812:0.9:0.97
9;ENST00000618411_90_90;;
10;ENST00000641476_90_90;ENSMUST00000223263_90_90;1.0
11;ENSMUST00000040873_90_90;ENST00000614484_90_90:ENSMUST00000199243_90_90:ENSCAFT00000022237_90_90:ENST00000611405_90_90:ENST00000618262_90_90;0.8440000000000001:0.9690000000000001:0.935:0.875:0.8440000000000001
12;ENSMUST00000196109_90_90;ENST00000448764_90_90;0.778
13;ENSMUST00000197466_90_90;;
14;ENSMUST00000197484_90_90;ENST00000431645_90_90;0.5
15;ENSMUST00000198526_90_90;;
16;ENSMUST00000199243_90_90;ENSMUST00000040873_90_90:ENST00000614484_90_90:ENSCAFT00000022237_90_90:ENST00000611405_90_90:ENST00000618262_90_90;0.9690000000000001:0.812:0.903:0.8440000000000001:0.812
17;ENSMUST00000199365_90_90;;
18;ENSMUST00000199605_90_90;;
19;ENSMUST00000199756_90_90;;
20;ENSMUST00000223263_90_90;ENST00000641476_90_90;1.0
