id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript7_ENSMSIG00000000513;null;null;null;0
transcript38_ENSMSIG00000000513;null;transcript38_ENSMUSG00000054036|0.786&transcript31_ENSRNOG00000031503|0.645&transcript32_ENSRNOG00000031503|0.645&transcript32_ENSMUGG00000013649|0.666&transcript32_ENSMUGG00000013592|0.663;null;1
transcript38_MGP-SPRETEiJ-G0021131;transcript63_MGP-SPRETEiJ-G0021131|0.96;transcript38_ENSMUSG00000054036|0.615&transcript31_ENSRNOG00000031503|0.474&transcript32_ENSRNOG00000031503|0.474&transcript32_ENSMUGG00000013649|0.484&transcript32_ENSMUGG00000013592|0.482;null;1
transcript63_MGP-SPRETEiJ-G0021131;transcript38_MGP-SPRETEiJ-G0021131|0.96;transcript55_ENSMUSG00000054036|0.606&transcript39_MGP-PahariEiJ-G0020237|0.471&transcript39_ENSRNOG00000031503|0.463;null;1
transcript38_ENSMUSG00000054036;transcript55_ENSMUSG00000054036|0.975;transcript38_ENSMSIG00000000513|0.786&transcript38_MGP-SPRETEiJ-G0021131|0.615&transcript31_ENSRNOG00000031503|0.752&transcript32_ENSRNOG00000031503|0.752&transcript32_ENSMUGG00000013649|0.787&transcript32_ENSMUGG00000013592|0.783;null;1
transcript55_ENSMUSG00000054036;transcript38_ENSMUSG00000054036|0.975;transcript63_MGP-SPRETEiJ-G0021131|0.606&transcript39_MGP-PahariEiJ-G0020237|0.77&transcript39_ENSRNOG00000031503|0.747;null;1
transcript39_MGP-PahariEiJ-G0020237;null;transcript63_MGP-SPRETEiJ-G0021131|0.471&transcript55_ENSMUSG00000054036|0.77&transcript39_ENSRNOG00000031503|0.926&transcript32_ENSMUGG00000013649|0.964&transcript32_ENSMUGG00000013592|0.959;null;1
transcript8_ENSRNOG00000031503;transcript39_ENSRNOG00000031503|0.992;null;null;1
transcript31_ENSRNOG00000031503;transcript32_ENSRNOG00000031503|1.0;transcript38_ENSMSIG00000000513|0.645&transcript38_MGP-SPRETEiJ-G0021131|0.474&transcript38_ENSMUSG00000054036|0.752&transcript32_ENSMUGG00000013649|0.939&transcript32_ENSMUGG00000013592|0.935;null;1
transcript32_ENSRNOG00000031503;transcript31_ENSRNOG00000031503|1.0;transcript38_ENSMSIG00000000513|0.645&transcript38_MGP-SPRETEiJ-G0021131|0.474&transcript38_ENSMUSG00000054036|0.752&transcript32_ENSMUGG00000013649|0.939&transcript32_ENSMUGG00000013592|0.935;null;1
transcript39_ENSRNOG00000031503;transcript8_ENSRNOG00000031503|0.992;transcript63_MGP-SPRETEiJ-G0021131|0.463&transcript55_ENSMUSG00000054036|0.747&transcript39_MGP-PahariEiJ-G0020237|0.926;null;1
transcript32_ENSMUGG00000013649;null;transcript38_ENSMSIG00000000513|0.666&transcript38_MGP-SPRETEiJ-G0021131|0.484&transcript38_ENSMUSG00000054036|0.787&transcript39_MGP-PahariEiJ-G0020237|0.964&transcript31_ENSRNOG00000031503|0.939&transcript32_ENSRNOG00000031503|0.939;transcript32_ENSMUGG00000013592|0.995;1
transcript32_ENSMUGG00000013592;null;transcript38_ENSMSIG00000000513|0.663&transcript38_MGP-SPRETEiJ-G0021131|0.482&transcript38_ENSMUSG00000054036|0.783&transcript39_MGP-PahariEiJ-G0020237|0.959&transcript31_ENSRNOG00000031503|0.935&transcript32_ENSRNOG00000031503|0.935;transcript32_ENSMUGG00000013649|0.995;1
transcript47_MGP-CAROLIEiJ-G0020234;null;transcript52_ENSMSIG00000000513|0.789&transcript54_ENSMUSG00000054036|0.921&transcript58_ENSMSIG00000000513|0.789&transcript50_ENSRNOG00000031503|0.667;null;2
transcript52_ENSMSIG00000000513;transcript58_ENSMSIG00000000513|1.0;transcript47_MGP-CAROLIEiJ-G0020234|0.789&transcript54_ENSMUSG00000054036|0.725;null;2
transcript54_ENSMUSG00000054036;null;transcript47_MGP-CAROLIEiJ-G0020234|0.921&transcript52_ENSMSIG00000000513|0.725&transcript58_ENSMSIG00000000513|0.725;null;2
transcript58_ENSMSIG00000000513;transcript52_ENSMSIG00000000513|1.0;transcript47_MGP-CAROLIEiJ-G0020234|0.789&transcript54_ENSMUSG00000054036|0.725;null;2
transcript50_ENSRNOG00000031503;null;transcript47_MGP-CAROLIEiJ-G0020234|0.667;null;2
transcript52_MGP-SPRETEiJ-G0021131;null;transcript58_ENSMUSG00000054036|0.596;null;3
transcript58_ENSMUSG00000054036;null;transcript52_MGP-SPRETEiJ-G0021131|0.596;null;3
transcript8_MGP-CAROLIEiJ-G0020234;null;null;null;4
transcript50_ENSMUGG00000013649;transcript12_ENSMUGG00000013649|1.0;null;null;5
transcript12_ENSMUGG00000013649;transcript50_ENSMUGG00000013649|1.0;null;null;5
