id_transcript;block_sequence
ENSCAFT00000025873_90_90;0.1.4.5.8.9.10.11.12.13.21.22.23.24.25.28.29.30.32.33.34
ENSCAFT00000025875_90_90;13.14.16.17.18.19.20.21.24.25.28.29.30.32.33.34
ENST00000315266_90_90;0.3.4.7.8.9.10.12.13.21.24.25.26.29.30.32.33.34
ENST00000459628_90_90;0.3.4.7.8.11.12.13.14.16.17.18.20.21.24.25.26.27
ENST00000478722_90_90;0.3.4.7.8.9.10.12.13.14.16.17.18.20.21.24.25.26.29.30.32.33.34
ENST00000543237_90_90;0.3.4.7.8.9.10.11.12.13.21.22.23.24.25.26.29.30.32.33.34
ENST00000553936_90_90;0.1.2
ENST00000555456_90_90;9.10.12.13.21.22.24
ENST00000555503_90_90;30.31
ENST00000555668_90_90;0.3.4.5.6
ENST00000556240_90_90;33.35
ENST00000556633_90_90;0.3.4.9
ENST00000557654_90_90;0.3.4.5.6
ENSMUST00000052472_90_90;0.1.4.5.8.9.10.12.13.21.22.23.24.25.28.29.30.32.33.34
ENSMUST00000110388_90_90;0.1.4.5.8.9.10.12.13.14.15.16.18.19.20.21.24.25.28.29.30.32.33.34
