nucHom;degHom;tsm
1.0;1.0;1.0
0.499;0.619;0.559
0.75;0.778;0.764
0.421;0.444;0.432
0.538;0.632;0.585
0.544;0.632;0.588
0.499;0.6;0.549
0.379;0.526;0.453
0.384;0.3;0.342
0.999;0.941;0.97
0.463;0.579;0.521
0.429;0.55;0.49
0.015;0.105;0.06
0.136;0.158;0.147
0.264;0.118;0.191
0.37;0.5;0.435
0.429;0.55;0.49
0.619;0.684;0.651
0.538;0.632;0.585
0.75;0.778;0.764
0.995;0.882;0.939
0.032;0.118;0.075
0.25;0.294;0.272
0.499;0.619;0.559
1.0;1.0;1.0
0.542;0.632;0.587
0.633;0.562;0.598
0.891;0.875;0.883
0.715;0.765;0.74
0.996;0.938;0.967
0.796;0.75;0.773
0.832;0.562;0.697
0.498;0.6;0.549
0.792;0.812;0.802
0.897;0.875;0.886
0.198;0.25;0.224
0.358;0.312;0.335
0.0;0.0;0.0
0.812;0.812;0.812
0.897;0.875;0.886
0.805;0.824;0.815
0.891;0.875;0.883
0.542;0.632;0.587
0.499;0.632;0.566
0.036;0.125;0.081
0.288;0.312;0.3
0.75;0.778;0.764
0.542;0.632;0.587
1.0;1.0;1.0
0.427;0.364;0.395
0.4;0.4;0.4
0.499;0.636;0.568
0.504;0.5;0.502
0.57;0.75;0.66
0.571;0.524;0.547
0.691;0.565;0.628
0.5;0.636;0.568
0.62;0.762;0.691
0.015;0.095;0.055
0.155;0.19;0.172
0.264;0.105;0.184
0.556;0.714;0.635
0.62;0.762;0.691
0.399;0.4;0.4
0.4;0.4;0.4
1.0;1.0;1.0
0.688;0.522;0.605
0.032;0.105;0.069
0.209;0.19;0.2
0.421;0.444;0.432
0.633;0.562;0.598
0.427;0.364;0.395
1.0;1.0;1.0
0.48;0.5;0.49
0.353;0.273;0.313
0.637;0.647;0.642
0.534;0.421;0.478
0.457;0.263;0.36
0.421;0.474;0.448
0.355;0.273;0.314
0.485;0.381;0.433
0.018;0.071;0.044
0.0;0.0;0.0
0.0;0.0;0.0
0.409;0.333;0.371
0.485;0.381;0.433
0.478;0.5;0.489
0.48;0.5;0.49
0.427;0.364;0.395
0.423;0.5;0.462
0.057;0.182;0.119
0.454;0.545;0.5
0.538;0.632;0.585
0.891;0.875;0.883
0.4;0.4;0.4
0.48;0.5;0.49
1.0;1.0;1.0
0.656;0.571;0.613
0.809;0.833;0.821
0.572;0.455;0.513
0.602;0.318;0.46
0.5;0.65;0.575
0.814;0.65;0.732
0.656;0.545;0.601
0.198;0.25;0.224
0.35;0.294;0.322
0.0;0.0;0.0
0.585;0.5;0.542
0.656;0.545;0.601
0.809;0.882;0.846
1.0;1.0;1.0
0.4;0.4;0.4
0.501;0.684;0.593
0.036;0.125;0.081
0.29;0.375;0.333
0.544;0.632;0.588
0.715;0.765;0.74
0.499;0.636;0.568
0.353;0.273;0.313
0.656;0.571;0.613
1.0;1.0;1.0
0.653;0.545;0.599
0.715;0.737;0.726
0.748;0.579;0.663
0.504;0.478;0.491
0.809;0.889;0.849
0.806;0.842;0.824
0.198;0.235;0.216
0.383;0.353;0.368
0.0;0.0;0.0
0.729;0.789;0.759
0.806;0.842;0.824
0.815;0.65;0.732
0.656;0.571;0.613
0.499;0.636;0.568
0.506;0.5;0.503
0.036;0.118;0.077
0.239;0.211;0.225
0.499;0.6;0.549
0.996;0.938;0.967
0.504;0.5;0.502
0.637;0.647;0.642
0.809;0.833;0.821
0.653;0.545;0.599
1.0;1.0;1.0
0.723;0.571;0.647
0.756;0.429;0.593
0.499;0.619;0.559
0.656;0.545;0.601
0.815;0.667;0.741
0.198;0.235;0.216
0.349;0.278;0.314
0.0;0.0;0.0
0.738;0.619;0.678
0.815;0.667;0.741
0.806;0.833;0.82
0.809;0.833;0.821
0.504;0.5;0.502
0.5;0.65;0.575
0.036;0.118;0.077
0.289;0.353;0.321
0.379;0.526;0.453
0.796;0.75;0.773
0.57;0.75;0.66
0.534;0.421;0.478
0.572;0.455;0.513
0.715;0.737;0.726
0.723;0.571;0.647
1.0;1.0;1.0
0.835;0.611;0.723
0.352;0.375;0.363
0.717;0.737;0.727
0.899;0.889;0.894
0.191;0.176;0.183
0.282;0.222;0.252
0.0;0.0;0.0
0.815;0.833;0.824
0.899;0.889;0.894
0.57;0.455;0.512
0.572;0.455;0.513
0.57;0.75;0.66
0.353;0.391;0.372
0.04;0.125;0.083
0.265;0.222;0.243
0.384;0.3;0.342
0.832;0.562;0.697
0.571;0.524;0.547
0.457;0.263;0.36
0.602;0.318;0.46
0.748;0.579;0.663
0.756;0.429;0.593
0.835;0.611;0.723
1.0;1.0;1.0
0.357;0.2;0.278
0.75;0.579;0.664
0.935;0.722;0.829
0.186;0.133;0.16
0.384;0.357;0.37
0.0;0.0;0.0
0.851;0.667;0.759
0.935;0.722;0.829
0.6;0.318;0.459
0.602;0.318;0.46
0.571;0.524;0.547
0.358;0.208;0.283
0.0;0.0;0.0
0.203;0.056;0.13
0.999;0.941;0.97
0.498;0.6;0.549
0.691;0.565;0.628
0.421;0.474;0.448
0.5;0.65;0.575
0.504;0.478;0.491
0.499;0.619;0.559
0.352;0.375;0.363
0.357;0.2;0.278
1.0;1.0;1.0
0.4;0.417;0.408
0.399;0.4;0.4
0.015;0.105;0.06
0.133;0.15;0.142
0.264;0.118;0.191
0.344;0.36;0.352
0.399;0.4;0.4
0.62;0.737;0.678
0.5;0.65;0.575
0.691;0.565;0.628
0.996;0.941;0.968
0.032;0.118;0.075
0.251;0.353;0.302
0.463;0.579;0.521
0.792;0.812;0.802
0.5;0.636;0.568
0.355;0.273;0.314
0.814;0.65;0.732
0.809;0.889;0.849
0.656;0.545;0.601
0.717;0.737;0.727
0.75;0.579;0.664
0.4;0.417;0.408
1.0;1.0;1.0
0.809;0.842;0.826
0.198;0.235;0.216
0.385;0.353;0.369
0.0;0.0;0.0
0.732;0.789;0.76
0.809;0.842;0.826
0.656;0.571;0.613
0.814;0.65;0.732
0.5;0.636;0.568
0.401;0.435;0.418
0.036;0.118;0.077
0.24;0.211;0.225
0.429;0.55;0.49
0.897;0.875;0.886
0.62;0.762;0.691
0.485;0.381;0.433
0.656;0.545;0.601
0.806;0.842;0.824
0.815;0.667;0.741
0.899;0.889;0.894
0.935;0.722;0.829
0.399;0.4;0.4
0.809;0.842;0.826
1.0;1.0;1.0
0.198;0.222;0.21
0.383;0.333;0.358
0.0;0.0;0.0
0.915;0.944;0.929
1.0;1.0;1.0
0.653;0.545;0.599
0.656;0.545;0.601
0.62;0.762;0.691
