id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript8_ENSHGLG00100003156;transcript10_ENSHGLG00100003156|1.0&transcript20_ENSHGLG00100003156|1.0;transcript8_ENSHGLG00000019563|1.0&transcript8_ENSPCIG00000036398|0.848;null;0
transcript10_ENSHGLG00100003156;transcript8_ENSHGLG00100003156|1.0&transcript20_ENSHGLG00100003156|1.0;transcript8_ENSHGLG00000019563|1.0&transcript13_ENSHGLG00000019563|1.0&transcript7_ENSPCIG00000036398|0.848&transcript18_ENSPCIG00000036398|0.848;transcript7_ENSHGLG00100006079|0.956&transcript10_ENSHGLG00100006079|0.956;0
transcript20_ENSHGLG00100003156;transcript8_ENSHGLG00100003156|1.0&transcript10_ENSHGLG00100003156|1.0;transcript10_ENSHGLG00000019563|1.0&transcript18_ENSPCIG00000036398|0.848;transcript7_ENSHGLG00100006079|0.956&transcript10_ENSHGLG00100006079|0.956;0
transcript8_ENSHGLG00000019563;transcript10_ENSHGLG00000019563|1.0&transcript13_ENSHGLG00000019563|1.0;transcript8_ENSHGLG00100003156|1.0&transcript10_ENSHGLG00100003156|1.0&transcript7_ENSPCIG00000036398|0.848&transcript8_ENSPCIG00000036398|0.848;transcript7_ENSHGLG00100006079|0.956&transcript10_ENSHGLG00100006079|0.956;0
transcript10_ENSHGLG00000019563;transcript8_ENSHGLG00000019563|1.0&transcript13_ENSHGLG00000019563|1.0;transcript20_ENSHGLG00100003156|1.0&transcript10_ENSMUNG00000002391|0.759;null;0
transcript13_ENSHGLG00000019563;transcript8_ENSHGLG00000019563|1.0&transcript10_ENSHGLG00000019563|1.0;transcript10_ENSHGLG00100003156|1.0&transcript8_ENSPCIG00000036398|0.848;transcript7_ENSHGLG00100006079|0.956&transcript10_ENSHGLG00100006079|0.956;0
transcript28_ENSHGLG00000019563;null;transcript8_ENSMUNG00000002377|0.75;null;0
transcript7_ENSHGLG00100006079;transcript10_ENSHGLG00100006079|1.0;null;transcript10_ENSHGLG00100003156|0.956&transcript20_ENSHGLG00100003156|0.956&transcript8_ENSHGLG00000019563|0.956&transcript13_ENSHGLG00000019563|0.956;0
transcript10_ENSHGLG00100006079;transcript7_ENSHGLG00100006079|1.0;null;transcript10_ENSHGLG00100003156|0.956&transcript20_ENSHGLG00100003156|0.956&transcript8_ENSHGLG00000019563|0.956&transcript13_ENSHGLG00000019563|0.956;0
transcript7_ENSPCIG00000036398;transcript8_ENSPCIG00000036398|1.0&transcript18_ENSPCIG00000036398|1.0;transcript10_ENSHGLG00100003156|0.848&transcript8_ENSHGLG00000019563|0.848&transcript8_ENSMUNG00000002377|0.836&transcript10_ENSMUNG00000002391|0.846;null;0
transcript8_ENSPCIG00000036398;transcript7_ENSPCIG00000036398|1.0&transcript18_ENSPCIG00000036398|1.0;transcript8_ENSHGLG00100003156|0.848&transcript8_ENSHGLG00000019563|0.848&transcript13_ENSHGLG00000019563|0.848&transcript8_ENSMUNG00000002377|0.836;null;0
transcript18_ENSPCIG00000036398;transcript7_ENSPCIG00000036398|1.0&transcript8_ENSPCIG00000036398|1.0;transcript10_ENSHGLG00100003156|0.848&transcript20_ENSHGLG00100003156|0.848&transcript10_ENSMUNG00000002391|0.846;null;0
transcript8_ENSMUNG00000002377;null;transcript28_ENSHGLG00000019563|0.75&transcript7_ENSPCIG00000036398|0.836&transcript8_ENSPCIG00000036398|0.836;transcript10_ENSMUNG00000002391|0.978;0
transcript10_ENSMUNG00000002391;null;transcript10_ENSHGLG00000019563|0.759&transcript7_ENSPCIG00000036398|0.846&transcript18_ENSPCIG00000036398|0.846;transcript8_ENSMUNG00000002377|0.978;0
transcript11_ENSHGLG00000019563;transcript27_ENSHGLG00000019563|1.0;null;null;1
transcript27_ENSHGLG00000019563;transcript11_ENSHGLG00000019563|1.0;null;null;1
transcript26_ENSHGLG00000019563;null;null;null;2
transcript3_ENSPCIG00000036398;null;transcript3_ENSMUNG00000002391|0.925&transcript22_ENSMUNG00000002377|0.977&transcript3_ENSMUNG00000007775|0.924;null;3
transcript3_ENSMUNG00000002391;null;transcript3_ENSPCIG00000036398|0.925;transcript22_ENSMUNG00000002377|0.935&transcript3_ENSMUNG00000007775|0.999;3
transcript22_ENSMUNG00000002377;transcript16_ENSMUNG00000002377|0.987;transcript3_ENSPCIG00000036398|0.977;transcript3_ENSMUNG00000002391|0.935&transcript3_ENSMUNG00000007775|0.936;3
transcript3_ENSMUNG00000007775;null;transcript3_ENSPCIG00000036398|0.924;transcript3_ENSMUNG00000002391|0.999&transcript22_ENSMUNG00000002377|0.936;3
transcript16_ENSMUNG00000002377;transcript22_ENSMUNG00000002377|0.987;null;null;3
transcript15_ENSPCIG00000036398;null;null;null;4
transcript15_ENSMUNG00000002377;transcript23_ENSMUNG00000002377|1.0;null;null;5
transcript23_ENSMUNG00000002377;transcript15_ENSMUNG00000002377|1.0;null;null;5
