id_transcript;block_sequence
ENSCAFT00000009247_90_90;3.5.6.9.10.11.12.13.14.15.16.17.18.19.20.21.22
ENST00000297737_90_90;0.11.13.14.15.16.17.18.19.20.21.22
ENST00000315769_90_90;0.11.13.14.15.16.18.19.20.21.22
ENST00000519406_90_90;0.11.13.14.15.16.17.18
ENST00000522623_90_90;0.1
ENST00000523188_90_90;0.4.5.6.7.9
ENST00000523542_90_90;0.1
ENSMUST00000042352_90_90;6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22
ENSMUST00000123412_90_90;6.7.8.9.10.11.12.13.14.15.16.17.18.19.21
ENSMUST00000131410_90_90;6.7.8.9.10.11.12.13.14.15
ENSMUST00000135747_90_90;2.3.4.5.6.7.8.9.10.11.12.13
ENSMUST00000207301_90_90;15.16.17.18.19.20.21.22
