id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript40_ENSRNOG00000031503;null;transcript27_ENSNGAG00000018584|0.986&transcript7_ENSSTOG00000019743|0.982&transcript25_ENSSTOG00000019743|0.982;null;0
transcript47_ENSRNOG00000031503;null;transcript47_ENSMUGG00000013649|0.972&transcript47_ENSPEMG00000024651|0.936&transcript24_ENSSTOG00000019743|0.893;null;0
transcript47_ENSMUGG00000013649;null;transcript47_ENSRNOG00000031503|0.972&transcript47_ENSPEMG00000024651|0.963&transcript24_ENSSTOG00000019743|0.993;null;0
transcript47_ENSPEMG00000024651;null;transcript47_ENSRNOG00000031503|0.936&transcript47_ENSMUGG00000013649|0.963&transcript24_ENSSTOG00000019743|0.955;null;0
transcript20_ENSMUGG00000013649;null;transcript32_ENSSTOG00000019743|1.0;transcript20_ENSMUGG00000013592|1.0;0
transcript20_ENSMUGG00000013592;null;transcript27_ENSNGAG00000018584|1.0&transcript32_ENSSTOG00000019743|1.0;transcript20_ENSMUGG00000013649|1.0;0
transcript19_ENSPEMG00000024651;transcript38_ENSPEMG00000024651|1.0;transcript7_ENSSTOG00000019743|0.976&transcript25_ENSSTOG00000019743|0.976;null;0
transcript38_ENSPEMG00000024651;transcript19_ENSPEMG00000024651|1.0;transcript7_ENSSTOG00000019743|0.976&transcript25_ENSSTOG00000019743|0.976;null;0
transcript27_ENSNGAG00000018584;null;transcript40_ENSRNOG00000031503|0.986&transcript20_ENSMUGG00000013592|1.0&transcript24_ENSSTOG00000019743|1.0;null;0
transcript7_ENSSTOG00000019743;transcript25_ENSSTOG00000019743|1.0&transcript32_ENSSTOG00000019743|1.0;transcript40_ENSRNOG00000031503|0.982&transcript19_ENSPEMG00000024651|0.976&transcript38_ENSPEMG00000024651|0.976;null;0
transcript24_ENSSTOG00000019743;null;transcript47_ENSRNOG00000031503|0.893&transcript47_ENSMUGG00000013649|0.993&transcript47_ENSPEMG00000024651|0.955&transcript27_ENSNGAG00000018584|1.0;null;0
transcript25_ENSSTOG00000019743;transcript7_ENSSTOG00000019743|1.0&transcript32_ENSSTOG00000019743|1.0;transcript40_ENSRNOG00000031503|0.982&transcript19_ENSPEMG00000024651|0.976&transcript38_ENSPEMG00000024651|0.976;null;0
transcript32_ENSSTOG00000019743;transcript7_ENSSTOG00000019743|1.0&transcript25_ENSSTOG00000019743|1.0;transcript20_ENSMUGG00000013649|1.0&transcript20_ENSMUGG00000013592|1.0;null;0
