id_transcript;block_sequence
ENSCAFT00000017891_90_90;0.1.3
ENST00000265165_90_90;1.2.3.4.6.7.8.10.12.13.15.16.17
ENST00000379951_90_90;1.2.3.4.6.7.8.12.13.15.16.18
ENST00000438313_90_90;1.2.3.4.6.7.8.12.13.15.16.17
ENST00000504950_90_90;5.6.8.10.12
ENST00000506680_90_90;1.2.3.4.6.7.8.10.12.13.14.15
ENST00000510624_90_90;5.6.7.8.12.13.15.16.17
ENST00000512172_90_90;5.6.7.8.9
ENST00000515500_90_90;5.6.7.8.10.11
ENSMUST00000029611_90_90;1.3.4.6.7.8.10.12.13.15.16.17
ENSMUST00000066849_90_90;1.3.4.6.7.8.12.13.15.16.17
ENSMUST00000098611_90_90;5.6.7.8.10.12.13.15.16.17
ENSMUST00000106341_90_90;1.3.4.6.7.8.12.13.15.16.18
