;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000023887_90_90;ENST00000412686_90_90;0.51
1;ENSCAFT00000023892_90_90;ENST00000451876_90_90:ENSMUST00000070487_90_90;0.7709999999999999:0.8270000000000001
2;ENSCAFT00000043832_90_90;ENSMUST00000160422_90_90:ENSMUST00000160629_90_90:ENSMUST00000162244_90_90:ENST00000292476_90_90:ENST00000436336_90_90;0.877:0.768:0.79:0.826:0.743
3;ENST00000292476_90_90;ENSMUST00000160422_90_90:ENSCAFT00000043832_90_90:ENSMUST00000160629_90_90:ENSMUST00000162244_90_90:ENST00000436336_90_90;0.895:0.826:0.787:0.809:0.91
4;ENST00000412686_90_90;ENSCAFT00000023887_90_90;0.51
5;ENST00000430038_90_90;ENSMUST00000160574_90_90;0.441
6;ENST00000436336_90_90;ENSMUST00000160422_90_90:ENSCAFT00000043832_90_90:ENSMUST00000160629_90_90:ENSMUST00000162244_90_90:ENST00000292476_90_90;0.809:0.743:0.862:0.8859999999999999:0.91
7;ENST00000440514_90_90;;
8;ENST00000441580_90_90;;
9;ENST00000451876_90_90;ENSCAFT00000023892_90_90:ENSMUST00000070487_90_90;0.7709999999999999:0.8690000000000001
10;ENST00000452047_90_90;;
11;ENSMUST00000070487_90_90;ENST00000451876_90_90:ENSCAFT00000023892_90_90;0.8690000000000001:0.8270000000000001
12;ENSMUST00000160422_90_90;ENSCAFT00000043832_90_90:ENSMUST00000160629_90_90:ENSMUST00000162244_90_90:ENST00000292476_90_90:ENST00000436336_90_90;0.877:0.883:0.9079999999999999:0.895:0.809
13;ENSMUST00000160574_90_90;ENST00000430038_90_90;0.441
14;ENSMUST00000160629_90_90;ENSMUST00000160422_90_90:ENSCAFT00000043832_90_90:ENSMUST00000162244_90_90:ENST00000292476_90_90:ENST00000436336_90_90;0.883:0.768:0.973:0.787:0.862
15;ENSMUST00000160762_90_90;;
16;ENSMUST00000162244_90_90;ENSMUST00000160422_90_90:ENSCAFT00000043832_90_90:ENSMUST00000160629_90_90:ENST00000292476_90_90:ENST00000436336_90_90;0.9079999999999999:0.79:0.973:0.809:0.8859999999999999
