id_transcript;block_sequence
ENSCAFT00000048684_90_90;0.1.2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.23.24.25.26.27.28.29
ENST00000335135_90_90;31.32.33.34.35.36.37.38.39.40.41.42.43.44.45.46.47.48.50.51.52.54.55.56.57.58.59.60.61.62.64.65.66.67.69.71.72.73.74
ENST00000526716_90_90;65.66.67.69.71
ENST00000526974_90_90;31.32.33.34.35.36.37.38.39
ENST00000528027_90_90;31.32.33.34.35.36.37.38.39.40.41.42.43.44.45.46.47.48.50.51.52.54.55.56.57.58
ENST00000528712_90_90;65.66.67.69.71.72.73.74
ENST00000532059_90_90;31.32.33.34.35.36.37.38.39.40.41.42.43.44.45.46.47.48.50.51.52.54.55.56.57.58.59.60.61.62.63.64.65.66.67.69.71.72.73.74
ENST00000532977_90_90;31.32.33.34.35.36
ENST00000622443_90_90;31.32.34.35.36.37.38.39.40.41.42.43.44.46.47.48.50.52.54.55.56.57.58.59.60.61.62.64.65.66.67.69.71.72.73.74
ENSMUST00000067417_90_90;1.3.5.7.8.10.12.14.16.18.20.22.24.26.28.30.32.33.34.36.37.39.40.42.44.45.46.48.49.50.51.52.53.54.56.58.59.61.63.64.65.67.68.69.70.71.72.74
ENSMUST00000118022_90_90;1.3.5.7.8.10.12.14.16.18.20.22.24.26.28.30.32.33.34.36.37.39.40.42.44.45.46.48.49.50.51.52.53.54.56.58.59.61.64.65.67.68.69.70.71.72.74
ENSMUST00000121312_90_90;65.67.68.69.70.71.72.74
ENSMUST00000132122_90_90;1.3.5.7.8.10.12
ENSMUST00000137244_90_90;1.3.5.7
ENSMUST00000156782_90_90;1.3.5.7
