nucHom;degHom;tsm
1.0;1.0;1.0
0.896;0.826;0.861
0.953;0.916;0.934
0.989;0.982;0.986
0.969;0.951;0.96
0.553;1.0;0.776
0.481;0.871;0.676
0.553;1.0;0.776
0.546;0.985;0.766
0.523;0.932;0.728
0.395;1.0;0.698
0.362;0.904;0.633
0.393;1.0;0.697
0.395;1.0;0.698
0.418;1.0;0.709
0.395;1.0;0.698
0.395;1.0;0.698
0.395;1.0;0.698
0.47;0.918;0.694
0.431;0.874;0.652
0.472;0.961;0.716
0.9;0.928;0.914
0.897;0.832;0.865
0.975;1.0;0.988
0.957;0.976;0.966
0.957;0.935;0.946
0.934;0.976;0.955
0.981;0.97;0.976
0.946;0.974;0.96
0.921;0.91;0.915
0.981;0.97;0.976
0.926;0.897;0.911
0.92;0.97;0.945
0.831;0.859;0.845
0.961;1.0;0.98
0.724;0.582;0.653
0.879;0.865;0.872
0.997;1.0;0.998
0.919;1.0;0.96
0.862;0.946;0.904
0.78;0.935;0.858
0.853;0.918;0.885
0.844;0.835;0.839
0.8;0.879;0.84
0.783;0.874;0.829
0.72;0.783;0.752
0.814;0.865;0.839
0.656;0.536;0.596
0.907;0.959;0.933
0.96;0.995;0.978
0.818;0.901;0.859
0.354;0.401;0.378
0.917;0.928;0.923
0.907;0.959;0.933
0.937;0.91;0.923
0.947;0.938;0.942
0.887;0.834;0.861
0.886;0.824;0.855
0.947;0.938;0.942
0.946;0.928;0.937
0.891;0.89;0.891
0.338;0.483;0.41
0.208;0.152;0.18
0.111;0.197;0.154
0.981;0.997;0.989
0.924;0.948;0.936
0.922;0.938;0.93
0.135;0.214;0.174
0.947;0.938;0.942
0.947;0.938;0.942
0.383;0.918;0.651
0.384;0.961;0.672
0.376;0.874;0.625
0.395;0.961;0.678
0.41;0.918;0.664
0.394;0.918;0.656
0.384;0.961;0.672
0.387;0.963;0.675
0.481;0.974;0.728
0.395;0.984;0.69
0.419;0.984;0.702
0.418;0.984;0.701
0.42;1.0;0.71
0.446;1.0;0.723
0.42;1.0;0.71
0.969;0.969;0.969
0.842;1.0;0.921
0.524;0.933;0.729
0.555;1.0;0.778
0.516;0.874;0.695
0.763;0.897;0.83
0.8;0.889;0.845
0.808;0.964;0.886
0.719;0.81;0.764
0.858;0.897;0.877
0.777;0.889;0.833
0.408;0.919;0.663
0.41;0.962;0.686
0.0;0.0;0.0
0.398;0.962;0.68
0.408;0.919;0.663
0.946;1.0;0.973
0.946;1.0;0.973
0.938;0.96;0.949
0.878;0.852;0.865
0.932;0.953;0.943
0.295;0.469;0.382
0.222;0.386;0.304
0.289;0.43;0.359
0.143;0.101;0.122
0.938;0.96;0.949
0.493;1.0;0.746
0.43;1.0;0.715
0.426;1.0;0.713
0.074;0.274;0.174
0.493;1.0;0.746
0.896;0.826;0.861
1.0;1.0;1.0
0.914;0.828;0.871
0.968;0.929;0.949
0.948;0.898;0.923
0.595;0.985;0.79
0.518;0.856;0.687
0.595;0.985;0.79
0.588;0.97;0.779
0.563;0.917;0.74
0.332;0.755;0.543
0.298;0.66;0.479
0.33;0.755;0.542
0.332;0.755;0.543
0.351;0.755;0.553
0.332;0.755;0.543
0.331;0.755;0.543
0.332;0.755;0.543
0.395;0.691;0.543
0.355;0.647;0.501
0.396;0.734;0.565
0.866;0.846;0.856
0.978;0.948;0.963
0.902;0.842;0.872
0.909;0.863;0.886
0.913;0.827;0.87
0.886;0.863;0.875
0.964;0.921;0.943
0.899;0.876;0.887
0.915;0.901;0.908
0.964;0.921;0.943
0.883;0.807;0.845
0.904;0.921;0.913
0.824;0.848;0.836
0.927;0.916;0.921
0.75;0.636;0.693
0.862;0.819;0.841
0.95;0.902;0.926
0.867;0.885;0.876
0.825;0.867;0.846
0.74;0.827;0.783
0.859;0.935;0.897
0.866;0.891;0.879
0.77;0.797;0.784
0.753;0.792;0.772
0.689;0.698;0.694
0.779;0.773;0.776
0.676;0.578;0.627
0.906;0.905;0.905
0.961;0.941;0.951
0.815;0.847;0.831
0.369;0.417;0.393
0.921;0.882;0.901
0.906;0.905;0.905
0.913;0.828;0.871
0.907;0.824;0.865
0.972;0.944;0.958
0.97;0.932;0.951
0.907;0.824;0.865
0.906;0.813;0.859
0.864;0.806;0.835
0.288;0.384;0.336
0.232;0.179;0.206
0.051;0.086;0.068
0.903;0.845;0.874
0.861;0.828;0.845
0.859;0.818;0.839
0.151;0.252;0.202
0.907;0.824;0.865
0.907;0.824;0.865
0.32;0.691;0.505
0.322;0.734;0.528
0.309;0.647;0.478
0.331;0.734;0.532
0.343;0.691;0.517
0.33;0.691;0.51
0.322;0.734;0.528
0.319;0.721;0.52
0.405;0.732;0.569
0.331;0.742;0.536
0.352;0.742;0.547
0.351;0.742;0.546
0.353;0.755;0.554
0.375;0.755;0.565
0.353;0.755;0.554
0.965;0.95;0.958
0.817;0.921;0.869
0.565;0.919;0.742
0.597;0.985;0.791
0.562;0.887;0.725
0.748;0.882;0.815
0.806;0.889;0.848
0.765;0.845;0.805
0.725;0.835;0.78
0.867;0.898;0.883
0.782;0.889;0.836
0.328;0.676;0.502
0.33;0.719;0.524
0.0;0.0;0.0
0.32;0.719;0.519
0.328;0.676;0.502
0.974;0.972;0.973
0.974;0.972;0.973
0.894;0.823;0.859
0.958;0.947;0.952
0.903;0.849;0.876
0.232;0.332;0.282
0.156;0.249;0.203
0.309;0.467;0.388
0.159;0.117;0.138
0.894;0.823;0.859
0.415;0.753;0.584
0.361;0.753;0.557
0.357;0.753;0.555
0.011;0.055;0.033
0.415;0.753;0.584
0.953;0.916;0.934
0.914;0.828;0.871
1.0;1.0;1.0
0.989;0.982;0.986
0.969;0.951;0.96
0.575;1.0;0.787
0.501;0.871;0.686
0.575;1.0;0.787
0.568;0.985;0.776
0.544;0.932;0.738
0.377;0.894;0.635
0.344;0.798;0.571
0.375;0.894;0.635
0.377;0.894;0.635
0.399;0.894;0.647
0.377;0.894;0.635
0.377;0.894;0.635
0.377;0.894;0.635
0.45;0.821;0.635
0.41;0.778;0.594
0.451;0.865;0.658
0.909;0.909;0.909
0.932;0.87;0.901
0.959;0.935;0.947
0.966;0.958;0.962
1.0;1.0;1.0
0.943;0.958;0.95
0.985;0.983;0.984
0.941;0.962;0.952
0.925;0.922;0.923
0.985;0.983;0.984
0.921;0.885;0.903
0.924;0.983;0.954
0.835;0.87;0.853
0.948;0.962;0.955
0.734;0.605;0.669
0.867;0.827;0.847
0.992;0.987;0.99
0.913;0.985;0.949
0.856;0.931;0.893
0.78;0.935;0.858
0.853;0.918;0.885
0.844;0.835;0.839
0.799;0.869;0.834
0.781;0.864;0.823
0.719;0.772;0.746
0.808;0.845;0.827
0.66;0.547;0.604
0.925;0.959;0.942
0.98;0.995;0.988
0.835;0.901;0.868
0.361;0.401;0.381
0.936;0.928;0.932
0.925;0.959;0.942
0.984;0.967;0.976
0.994;0.996;0.995
0.927;0.866;0.897
0.925;0.855;0.89
0.994;0.996;0.995
0.992;0.985;0.988
0.934;0.945;0.94
0.355;0.513;0.434
0.218;0.161;0.19
0.117;0.209;0.163
0.96;0.938;0.949
0.903;0.89;0.897
0.901;0.879;0.89
0.139;0.214;0.176
0.994;0.996;0.995
0.994;0.996;0.995
0.365;0.821;0.593
0.366;0.865;0.615
0.356;0.778;0.567
0.377;0.865;0.621
0.391;0.821;0.606
0.376;0.821;0.599
0.366;0.865;0.615
0.368;0.858;0.613
0.462;0.888;0.675
0.377;0.879;0.628
0.401;0.879;0.64
0.399;0.879;0.639
0.402;0.894;0.648
0.426;0.894;0.66
0.402;0.894;0.648
0.985;0.987;0.986
0.844;0.982;0.913
0.546;0.933;0.74
0.577;1.0;0.788
0.537;0.874;0.706
0.747;0.868;0.807
0.803;0.875;0.839
0.803;0.928;0.866
0.703;0.78;0.742
0.863;0.883;0.873
0.779;0.875;0.827
0.375;0.81;0.593
0.376;0.852;0.614
0.0;0.0;0.0
0.365;0.852;0.609
0.375;0.81;0.593
0.965;1.0;0.982
0.965;1.0;0.982
0.98;0.971;0.976
0.913;0.841;0.877
0.973;0.964;0.968
0.308;0.474;0.391
0.232;0.391;0.311
0.299;0.419;0.359
0.149;0.102;0.126
0.98;0.971;0.976
0.474;0.903;0.689
0.412;0.903;0.657
0.408;0.903;0.655
0.052;0.177;0.114
0.474;0.903;0.689
0.989;0.982;0.986
0.968;0.929;0.949
0.989;0.982;0.986
1.0;1.0;1.0
0.964;0.922;0.943
0.66;1.0;0.83
0.579;0.889;0.734
0.66;1.0;0.83
0.651;0.984;0.818
0.626;0.929;0.778
0.436;0.968;0.702
0.398;0.855;0.627
0.436;0.968;0.702
0.436;0.968;0.702
0.436;0.968;0.702
0.436;0.968;0.702
0.436;0.968;0.702
0.436;0.968;0.702
0.578;0.852;0.715
0.514;0.789;0.651
0.583;0.93;0.756
0.932;0.938;0.935
0.971;0.934;0.953
0.99;0.982;0.986
0.99;0.982;0.986
0.99;0.982;0.986
0.99;0.982;0.986
0.993;0.996;0.994
0.941;0.969;0.955
0.942;0.956;0.949
0.993;0.996;0.994
0.921;0.889;0.905
0.993;0.996;0.994
