;id_transcript;orthoorthologues;tsm_scores
0;ENSBTAT00000016415_98;ENSCAFT00000037053_98:ENSCAFT00000046361_98:ENSCAFT00000088814_98:ENSCAFT00020025289_98:ENST00000372235_98:ENST00000372237_98:ENSGALT00000083555_98:ENSMUST00000106433_98:ENSMUST00000106434_98:ENSMUST00000125943_98;0.9129999999999999:0.498:0.282:0.9129999999999999:0.586:0.5820000000000001:0.912:0.934:0.8220000000000001:0.9490000000000001
1;ENSCAFT00000037053_98;ENSBTAT00000016415_98:ENSCAFT00000046361_98:ENSCAFT00000088814_98:ENSCAFT00020025289_98:ENST00000372235_98:ENST00000372237_98:ENSGALT00000083555_98:ENSMUST00000106433_98:ENSMUST00000106434_98:ENSMUST00000125943_98;0.9129999999999999:0.531:0.36:1.0:0.524:0.585:0.9440000000000001:0.851:0.9520000000000001:0.8220000000000001
2;ENSCAFT00000046361_98;ENSBTAT00000016415_98:ENSCAFT00000037053_98:ENSCAFT00000088814_98:ENSCAFT00020025289_98:ENST00000372235_98:ENST00000372237_98:ENSGALT00000083555_98:ENSMUST00000106433_98:ENSMUST00000106434_98:ENSMUST00000125943_98;0.498:0.531:0.722:0.581:0.6:0.667:0.601:0.39299999999999996:0.495:0.40399999999999997
3;ENSCAFT00000088814_98;ENSBTAT00000016415_98:ENSCAFT00000037053_98:ENSCAFT00000046361_98:ENSCAFT00020025289_98:ENST00000372235_98:ENST00000372237_98:ENSGALT00000083555_98:ENSMUST00000106433_98:ENSMUST00000106434_98:ENSMUST00000125943_98;0.282:0.36:0.722:0.382:0.645:0.7170000000000001:0.396:0.195:0.29600000000000004:0.2
4;ENSCAFT00000093453_98;ENST00000420706_98:ENST00000372242_98;0.315:0.389
5;ENSCAFT00020025289_98;ENSBTAT00000016415_98:ENSCAFT00000037053_98:ENSCAFT00000046361_98:ENSCAFT00000088814_98:ENST00000372235_98:ENST00000372237_98:ENSGALT00000083555_98:ENSMUST00000106433_98:ENSMUST00000106434_98:ENSMUST00000125943_98;0.9129999999999999:1.0:0.581:0.382:0.524:0.585:0.9440000000000001:0.851:0.9520000000000001:0.8220000000000001
6;ENST00000372235_98;ENSBTAT00000016415_98:ENSCAFT00000037053_98:ENSCAFT00000046361_98:ENSCAFT00000088814_98:ENSCAFT00020025289_98:ENST00000372237_98:ENSGALT00000083555_98:ENSMUST00000106433_98:ENSMUST00000106434_98:ENSMUST00000125943_98;0.586:0.524:0.6:0.645:0.524:0.879:0.5820000000000001:0.308:0.41:0.31
7;ENST00000372237_98;ENSBTAT00000016415_98:ENSCAFT00000037053_98:ENSCAFT00000046361_98:ENSCAFT00000088814_98:ENSCAFT00020025289_98:ENST00000372235_98:ENSGALT00000083555_98:ENSMUST00000106433_98:ENSMUST00000106434_98:ENSMUST00000125943_98;0.5820000000000001:0.585:0.667:0.7170000000000001:0.585:0.879:0.647:0.257:0.531:0.259
8;ENST00000372242_98;ENST00000420706_98:ENSCAFT00000093453_98;0.584:0.389
9;ENST00000372243_98;;
10;ENST00000372244_98;;
11;ENST00000420706_98;ENST00000372242_98:ENSCAFT00000093453_98;0.584:0.315
12;ENSGALT00000083555_98;ENSBTAT00000016415_98:ENSCAFT00000037053_98:ENSCAFT00000046361_98:ENSCAFT00000088814_98:ENSCAFT00020025289_98:ENST00000372235_98:ENST00000372237_98:ENSMUST00000106433_98:ENSMUST00000106434_98:ENSMUST00000125943_98;0.912:0.9440000000000001:0.601:0.396:0.9440000000000001:0.5820000000000001:0.647:0.6920000000000001:0.866:0.703
13;ENSMUST00000062824_98;;
14;ENSMUST00000106433_98;ENSBTAT00000016415_98:ENSCAFT00000037053_98:ENSCAFT00000046361_98:ENSCAFT00000088814_98:ENSCAFT00020025289_98:ENST00000372235_98:ENST00000372237_98:ENSGALT00000083555_98:ENSMUST00000106434_98:ENSMUST00000125943_98;0.934:0.851:0.39299999999999996:0.195:0.851:0.308:0.257:0.6920000000000001:0.7190000000000001:0.9670000000000001
15;ENSMUST00000106434_98;ENSBTAT00000016415_98:ENSCAFT00000037053_98:ENSCAFT00000046361_98:ENSCAFT00000088814_98:ENSCAFT00020025289_98:ENST00000372235_98:ENST00000372237_98:ENSGALT00000083555_98:ENSMUST00000106433_98:ENSMUST00000125943_98;0.8220000000000001:0.9520000000000001:0.495:0.29600000000000004:0.9520000000000001:0.41:0.531:0.866:0.7190000000000001:0.6940000000000001
16;ENSMUST00000125943_98;ENSBTAT00000016415_98:ENSCAFT00000037053_98:ENSCAFT00000046361_98:ENSCAFT00000088814_98:ENSCAFT00020025289_98:ENST00000372235_98:ENST00000372237_98:ENSGALT00000083555_98:ENSMUST00000106433_98:ENSMUST00000106434_98;0.9490000000000001:0.8220000000000001:0.40399999999999997:0.2:0.8220000000000001:0.31:0.259:0.703:0.9670000000000001:0.6940000000000001
