nucHom;degHom;tsm
1.0;1.0;1.0
0.826;1.0;0.913
0.454;0.542;0.498
0.147;0.417;0.282
0.01;0.042;0.026
0.826;1.0;0.913
0.172;1.0;0.586
0.163;1.0;0.582
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.824;1.0;0.912
0.787;0.875;0.831
0.868;1.0;0.934
0.769;0.875;0.822
0.897;1.0;0.949
0.826;1.0;0.913
1.0;1.0;1.0
0.463;0.6;0.531
0.186;0.533;0.36
0.061;0.326;0.194
1.0;1.0;1.0
0.233;0.815;0.524
0.243;0.926;0.585
0.068;0.444;0.256
0.031;0.111;0.071
0.023;0.074;0.049
0.036;0.259;0.147
0.888;1.0;0.944
0.957;0.921;0.939
0.938;0.763;0.851
0.958;0.947;0.952
0.906;0.737;0.822
0.454;0.542;0.498
0.463;0.6;0.531
1.0;1.0;1.0
0.55;0.893;0.722
0.337;0.552;0.445
0.547;0.614;0.581
0.32;0.88;0.6
0.335;1.0;0.667
0.061;0.37;0.215
0.011;0.037;0.024
0.0;0.0;0.0
0.05;0.28;0.165
0.514;0.688;0.601
0.489;0.474;0.481
0.47;0.316;0.393
0.49;0.5;0.495
0.485;0.324;0.404
0.147;0.417;0.282
0.186;0.533;0.36
0.55;0.893;0.722
1.0;1.0;1.0
0.598;0.615;0.607
0.219;0.545;0.382
0.489;0.8;0.645
0.514;0.92;0.717
0.108;0.4;0.254
0.02;0.04;0.03
0.0;0.0;0.0
0.09;0.304;0.197
0.198;0.594;0.396
0.17;0.395;0.283
0.152;0.237;0.195
0.172;0.421;0.296
0.156;0.243;0.2
0.01;0.042;0.026
0.061;0.326;0.194
0.337;0.552;0.445
0.598;0.615;0.607
1.0;1.0;1.0
0.073;0.341;0.207
0.136;0.44;0.288
0.16;0.56;0.36
0.152;0.625;0.389
0.028;0.062;0.045
0.0;0.0;0.0
0.13;0.5;0.315
0.066;0.406;0.236
0.035;0.216;0.126
0.011;0.026;0.018
0.036;0.243;0.139
0.011;0.027;0.019
0.826;1.0;0.913
1.0;1.0;1.0
0.547;0.614;0.581
0.219;0.545;0.382
0.073;0.341;0.207
1.0;1.0;1.0
0.233;0.815;0.524
0.243;0.926;0.585
0.068;0.444;0.256
0.031;0.111;0.071
0.023;0.074;0.049
0.036;0.259;0.147
0.888;1.0;0.944
0.957;0.921;0.939
0.938;0.763;0.851
0.958;0.947;0.952
0.906;0.737;0.822
0.172;1.0;0.586
0.233;0.815;0.524
0.32;0.88;0.6
0.489;0.8;0.645
0.136;0.44;0.288
0.233;0.815;0.524
1.0;1.0;1.0
0.892;0.867;0.879
0.37;0.386;0.378
0.205;0.208;0.206
0.067;0.038;0.053
0.545;0.514;0.53
0.277;0.886;0.582
0.163;0.485;0.324
0.154;0.462;0.308
0.184;0.636;0.41
