nucHom;degHom;tsm
1.0;1.0;1.0
0.967;0.857;0.912
0.998;0.929;0.964
0.966;0.786;0.876
0.975;0.857;0.916
0.975;0.857;0.916
0.156;0.357;0.257
0.251;0.5;0.376
0.126;0.143;0.135
0.16;0.429;0.294
0.155;0.357;0.256
0.03;0.214;0.122
0.966;0.786;0.876
0.13;0.214;0.172
0.967;0.857;0.912
0.967;0.857;0.912
1.0;1.0;1.0
0.976;0.929;0.953
0.049;0.143;0.096
0.967;0.857;0.912
1.0;1.0;1.0
0.966;0.786;0.876
0.998;0.917;0.958
0.989;0.846;0.917
0.989;0.846;0.917
0.15;0.308;0.229
0.26;0.583;0.421
0.13;0.167;0.149
0.166;0.5;0.333
0.16;0.417;0.288
0.031;0.25;0.141
0.998;0.917;0.958
0.134;0.25;0.192
1.0;1.0;1.0
1.0;1.0;1.0
0.967;0.857;0.912
0.99;0.923;0.957
0.04;0.077;0.058
0.998;0.929;0.964
0.966;0.786;0.876
1.0;1.0;1.0
0.967;0.857;0.912
0.971;0.765;0.868
0.976;0.867;0.921
0.155;0.333;0.244
0.251;0.5;0.376
0.126;0.143;0.135
0.16;0.429;0.294
0.155;0.357;0.256
0.029;0.188;0.108
0.967;0.857;0.912
0.13;0.214;0.172
0.966;0.786;0.876
0.966;0.786;0.876
0.998;0.929;0.964
0.969;0.8;0.885
0.048;0.154;0.101
0.966;0.786;0.876
0.998;0.917;0.958
0.967;0.857;0.912
1.0;1.0;1.0
0.985;0.75;0.867
0.989;0.857;0.923
0.15;0.286;0.218
0.26;0.583;0.421
0.13;0.167;0.149
0.166;0.5;0.333
0.16;0.417;0.288
0.03;0.214;0.122
1.0;1.0;1.0
0.134;0.25;0.192
0.998;0.917;0.958
0.998;0.917;0.958
0.966;0.786;0.876
0.983;0.786;0.885
0.039;0.083;0.061
0.975;0.857;0.916
0.989;0.846;0.917
0.971;0.765;0.868
0.985;0.75;0.867
1.0;1.0;1.0
0.993;0.765;0.879
0.158;0.294;0.226
0.256;0.438;0.347
0.128;0.125;0.127
0.163;0.375;0.269
0.158;0.312;0.235
0.029;0.167;0.098
0.985;0.75;0.867
0.132;0.188;0.16
0.984;0.786;0.885
0.984;0.786;0.885
0.97;0.8;0.885
0.991;0.929;0.96
0.049;0.154;0.102
0.975;0.857;0.916
0.989;0.846;0.917
0.976;0.867;0.921
0.989;0.857;0.923
0.993;0.765;0.879
1.0;1.0;1.0
0.159;0.333;0.246
0.257;0.5;0.379
0.129;0.143;0.136
0.164;0.429;0.296
0.158;0.357;0.258
0.03;0.188;0.109
0.989;0.857;0.923
0.132;0.214;0.173
0.989;0.846;0.917
0.989;0.846;0.917
0.975;0.857;0.916
0.993;0.857;0.925
0.049;0.167;0.108
0.156;0.357;0.257
0.15;0.308;0.229
0.155;0.333;0.244
0.15;0.286;0.218
0.158;0.294;0.226
0.159;0.333;0.246
1.0;1.0;1.0
0.556;0.444;0.5
0.794;0.333;0.564
0.849;0.5;0.674
0.876;0.571;0.724
0.0;0.0;0.0
0.15;0.286;0.218
0.816;0.5;0.658
0.15;0.308;0.229
0.15;0.308;0.229
0.156;0.357;0.257
0.159;0.357;0.258
0.269;0.4;0.335
0.251;0.5;0.376
0.26;0.583;0.421
0.251;0.5;0.376
0.26;0.583;0.421
0.256;0.438;0.347
0.257;0.5;0.379
0.556;0.444;0.5
1.0;1.0;1.0
0.502;0.286;0.394
0.638;0.857;0.748
0.617;0.714;0.665
0.0;0.0;0.0
0.26;0.583;0.421
0.516;0.429;0.473
0.26;0.583;0.421
0.26;0.583;0.421
0.251;0.5;0.376
0.256;0.5;0.378
0.138;0.125;0.132
0.126;0.143;0.135
0.13;0.167;0.149
0.126;0.143;0.135
0.13;0.167;0.149
0.128;0.125;0.127
0.129;0.143;0.136
0.794;0.333;0.564
0.502;0.286;0.394
1.0;1.0;1.0
0.787;0.333;0.56
0.814;0.4;0.607
0.0;0.0;0.0
0.13;0.167;0.149
0.973;0.667;0.82
0.13;0.167;0.149
0.13;0.167;0.149
0.126;0.143;0.135
0.128;0.143;0.136
0.244;0.333;0.288
0.16;0.429;0.294
0.166;0.5;0.333
0.16;0.429;0.294
0.166;0.5;0.333
0.163;0.375;0.269
0.164;0.429;0.296
0.849;0.5;0.674
0.638;0.857;0.748
0.787;0.333;0.56
1.0;1.0;1.0
0.967;0.833;0.9
0.0;0.0;0.0
0.166;0.5;0.333
0.808;0.5;0.654
0.166;0.5;0.333
0.166;0.5;0.333
0.16;0.429;0.294
0.163;0.429;0.296
0.202;0.143;0.172
0.155;0.357;0.256
0.16;0.417;0.288
0.155;0.357;0.256
0.16;0.417;0.288
0.158;0.312;0.235
0.158;0.357;0.258
0.876;0.571;0.724
0.617;0.714;0.665
0.814;0.4;0.607
0.967;0.833;0.9
1.0;1.0;1.0
0.0;0.0;0.0
0.16;0.417;0.288
0.836;0.6;0.718
0.16;0.417;0.288
0.16;0.417;0.288
0.155;0.357;0.256
0.158;0.357;0.258
0.207;0.167;0.187
0.03;0.214;0.122
0.031;0.25;0.141
0.029;0.188;0.108
0.03;0.214;0.122
0.029;0.167;0.098
0.03;0.188;0.109
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
1.0;1.0;1.0
0.03;0.214;0.122
0.0;0.0;0.0
0.031;0.25;0.141
0.031;0.25;0.141
0.03;0.214;0.122
0.03;0.214;0.122
0.0;0.0;0.0
0.966;0.786;0.876
0.998;0.917;0.958
0.967;0.857;0.912
1.0;1.0;1.0
0.985;0.75;0.867
0.989;0.857;0.923
0.15;0.286;0.218
0.26;0.583;0.421
0.13;0.167;0.149
0.166;0.5;0.333
0.16;0.417;0.288
0.03;0.214;0.122
1.0;1.0;1.0
0.134;0.25;0.192
0.998;0.917;0.958
0.998;0.917;0.958
0.966;0.786;0.876
0.983;0.786;0.885
0.039;0.083;0.061
0.13;0.214;0.172
0.134;0.25;0.192
0.13;0.214;0.172
0.134;0.25;0.192
0.132;0.188;0.16
0.132;0.214;0.173
0.816;0.5;0.658
0.516;0.429;0.473
0.973;0.667;0.82
0.808;0.5;0.654
0.836;0.6;0.718
0.0;0.0;0.0
0.134;0.25;0.192
1.0;1.0;1.0
0.134;0.25;0.192
0.134;0.25;0.192
0.13;0.214;0.172
0.132;0.214;0.173
0.239;0.25;0.244
0.967;0.857;0.912
1.0;1.0;1.0
0.966;0.786;0.876
0.998;0.917;0.958
0.984;0.786;0.885
0.989;0.846;0.917
0.15;0.308;0.229
0.26;0.583;0.421
0.13;0.167;0.149
0.166;0.5;0.333
0.16;0.417;0.288
0.031;0.25;0.141
0.998;0.917;0.958
0.134;0.25;0.192
1.0;1.0;1.0
1.0;1.0;1.0
0.967;0.857;0.912
0.985;0.8;0.893
0.039;0.067;0.053
0.967;0.857;0.912
1.0;1.0;1.0
0.966;0.786;0.876
0.998;0.917;0.958
