;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000011051_90_90;ENSMUST00000101032_90_90:ENST00000395769_90_90:ENST00000319836_90_90:ENSMUST00000079012_90_90;0.9329999999999999:1.0:1.0:0.9329999999999999
1;ENSCAFT00000039005_90_90;;
2;ENST00000319836_90_90;ENSCAFT00000011051_90_90:ENSMUST00000101032_90_90:ENST00000395769_90_90:ENSMUST00000079012_90_90;1.0:0.9329999999999999:1.0:0.9329999999999999
3;ENST00000395769_90_90;ENSCAFT00000011051_90_90:ENSMUST00000101032_90_90:ENST00000319836_90_90:ENSMUST00000079012_90_90;1.0:0.9329999999999999:1.0:0.9329999999999999
4;ENST00000453424_90_90;ENSMUST00000123405_90_90;0.95
5;ENST00000453980_90_90;ENSMUST00000140884_90_90;0.778
6;ENSMUST00000079012_90_90;ENSCAFT00000011051_90_90:ENSMUST00000101032_90_90:ENST00000395769_90_90:ENST00000319836_90_90;0.9329999999999999:1.0:0.9329999999999999:0.9329999999999999
7;ENSMUST00000101032_90_90;ENSCAFT00000011051_90_90:ENST00000395769_90_90:ENST00000319836_90_90:ENSMUST00000079012_90_90;0.9329999999999999:0.9329999999999999:0.9329999999999999:1.0
8;ENSMUST00000123405_90_90;ENST00000453424_90_90;0.95
9;ENSMUST00000126376_90_90;ENSMUST00000129170_90_90;0.5
10;ENSMUST00000129170_90_90;ENSMUST00000126376_90_90;0.5
11;ENSMUST00000135901_90_90;;
12;ENSMUST00000140884_90_90;ENST00000453980_90_90;0.778
13;ENSMUST00000203116_90_90;;
14;ENSMUST00000203193_90_90;;
15;ENSMUST00000204657_90_90;;
