id_transcript;block_sequence
ENSCAFT00000011051_90_90;2.3.4.5.6.9.15.16.17.18.19.20.21.22.23
ENSCAFT00000039005_90_90;6.9.10.12.14.15.16.17.18.19.20.21.22.23
ENST00000319836_90_90;2.3.4.5.6.7.8.9.15.16.17.18.19.20.21.22.23
ENST00000395769_90_90;2.3.4.5.6.7.8.9.15.16.17.18.19.20.21.22.23
ENST00000453424_90_90;2.3.4.5.6.7.8.9.10.11.12.13.14.15.16.17.18.19.20.21.22.23
ENST00000453980_90_90;2.3.4.5.6.7.8.9.15.16
ENSMUST00000079012_90_90;0.1.4.5.6.7.9.15.16.17.18.19.20.21.23
ENSMUST00000101032_90_90;0.1.4.5.6.7.9.15.16.17.18.19.20.21.23
ENSMUST00000123405_90_90;0.1.4.5.6.7.9.10.11.12.13.14.15.16.17.18.19.20.21.23
ENSMUST00000126376_90_90;0
ENSMUST00000129170_90_90;0.1
ENSMUST00000135901_90_90;3.4.5.6.7.9.15.16.17.18.19.20
ENSMUST00000140884_90_90;0.1.4.5.6.7.9.15
ENSMUST00000203116_90_90;18
ENSMUST00000203193_90_90;5.6.7.9.15.16.17.18.19.20.21.23
ENSMUST00000204657_90_90;0.1.4.5.6.7.9.15.16.17.18.19
