nucHom;degHom;tsm
1.0;1.0;1.0
1.0;1.0;1.0
0.921;0.909;0.915
0.549;0.545;0.547
0.354;0.273;0.314
0.341;0.182;0.262
1.0;1.0;1.0
0.921;0.909;0.915
0.36;0.364;0.362
1.0;1.0;1.0
1.0;1.0;1.0
0.921;0.909;0.915
0.549;0.545;0.547
0.354;0.273;0.314
0.274;0.167;0.221
1.0;1.0;1.0
0.921;0.909;0.915
0.308;0.364;0.336
0.921;0.909;0.915
0.921;0.909;0.915
1.0;1.0;1.0
0.596;0.6;0.598
0.384;0.3;0.342
0.292;0.182;0.237
0.921;0.909;0.915
1.0;1.0;1.0
0.33;0.4;0.365
0.549;0.545;0.547
0.549;0.545;0.547
0.596;0.6;0.598
1.0;1.0;1.0
0.289;0.286;0.287
0.429;0.286;0.357
0.549;0.545;0.547
0.596;0.6;0.598
0.003;0.111;0.057
0.354;0.273;0.314
0.354;0.273;0.314
0.384;0.3;0.342
0.289;0.286;0.287
1.0;1.0;1.0
0.257;0.2;0.229
0.354;0.273;0.314
0.384;0.3;0.342
0.206;0.167;0.186
0.341;0.182;0.262
0.274;0.167;0.221
0.292;0.182;0.237
0.429;0.286;0.357
0.257;0.2;0.229
1.0;1.0;1.0
0.341;0.182;0.262
0.37;0.2;0.285
0.0;0.0;0.0
1.0;1.0;1.0
1.0;1.0;1.0
0.921;0.909;0.915
0.549;0.545;0.547
0.354;0.273;0.314
0.341;0.182;0.262
1.0;1.0;1.0
0.921;0.909;0.915
0.307;0.333;0.32
0.921;0.909;0.915
0.921;0.909;0.915
1.0;1.0;1.0
0.596;0.6;0.598
0.384;0.3;0.342
0.37;0.2;0.285
0.921;0.909;0.915
1.0;1.0;1.0
0.329;0.364;0.347
0.36;0.364;0.362
0.308;0.364;0.336
0.33;0.4;0.365
0.003;0.111;0.057
0.206;0.167;0.186
0.0;0.0;0.0
0.307;0.333;0.32
0.329;0.364;0.347
1.0;1.0;1.0
