;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000005965_90_90;ENST00000426897_90_90:ENST00000598095_90_90:ENSCAFT00000045237_90_90:ENSMUST00000209779_90_90:ENST00000535669_90_90:ENST00000323906_90_90;0.736:0.672:0.919:0.72:0.649:0.706
1;ENSCAFT00000045237_90_90;ENST00000426897_90_90:ENST00000598095_90_90:ENSMUST00000209779_90_90:ENST00000535669_90_90:ENST00000323906_90_90:ENSCAFT00000005965_90_90;0.677:0.611:0.738:0.552:0.61:0.919
2;ENST00000323906_90_90;ENST00000426897_90_90:ENST00000598095_90_90:ENSCAFT00000045237_90_90:ENSMUST00000209779_90_90:ENST00000535669_90_90:ENSCAFT00000005965_90_90;0.7829999999999999:0.6890000000000001:0.61:0.737:0.897:0.706
3;ENST00000391859_90_90;;
4;ENST00000426897_90_90;ENST00000598095_90_90:ENSCAFT00000045237_90_90:ENSMUST00000209779_90_90:ENST00000535669_90_90:ENST00000323906_90_90:ENSCAFT00000005965_90_90;0.8690000000000001:0.677:0.551:0.6890000000000001:0.7829999999999999:0.736
5;ENST00000535669_90_90;ENST00000426897_90_90:ENST00000598095_90_90:ENSCAFT00000045237_90_90:ENSMUST00000209779_90_90:ENST00000323906_90_90:ENSCAFT00000005965_90_90;0.6890000000000001:0.778:0.552:0.7879999999999999:0.897:0.649
6;ENST00000594743_90_90;ENSMUST00000211373_90_90;0.462
7;ENST00000595660_90_90;ENSMUST00000210372_90_90:ENST00000595725_90_90;0.662:0.669
8;ENST00000595725_90_90;ENSMUST00000210372_90_90:ENST00000595660_90_90;0.348:0.669
9;ENST00000597602_90_90;;
10;ENST00000598095_90_90;ENST00000426897_90_90:ENSCAFT00000045237_90_90:ENSMUST00000209779_90_90:ENST00000535669_90_90:ENST00000323906_90_90:ENSCAFT00000005965_90_90;0.8690000000000001:0.611:0.59:0.778:0.6890000000000001:0.672
11;ENSMUST00000033063_90_90;ENSMUST00000098461_90_90;0.935
12;ENSMUST00000098461_90_90;ENSMUST00000033063_90_90;0.935
13;ENSMUST00000209779_90_90;ENST00000426897_90_90:ENST00000598095_90_90:ENSCAFT00000045237_90_90:ENST00000535669_90_90:ENST00000323906_90_90:ENSCAFT00000005965_90_90;0.551:0.59:0.738:0.7879999999999999:0.737:0.72
14;ENSMUST00000210078_90_90;;
15;ENSMUST00000210226_90_90;;
16;ENSMUST00000210372_90_90;ENST00000595725_90_90:ENST00000595660_90_90;0.348:0.662
17;ENSMUST00000211373_90_90;ENST00000594743_90_90;0.462
