;ENSCAFT00000003676_90_90;ENST00000242066_90_90;ENST00000399357_90_90;ENST00000403527_90_90;ENST00000403685_90_90;ENST00000405192_90_90;ENST00000405218_90_90;ENST00000405358_90_90;ENST00000420159_90_90;ENST00000421381_90_90;ENST00000430479_90_90;ENST00000431887_90_90;ENST00000433547_90_90;ENST00000438956_90_90;ENST00000443137_90_90;ENST00000443608_90_90;ENSMUST00000095767_90_90;ENSMUST00000159334_90_90;ENSMUST00000160244_90_90;ENSMUST00000160701_90_90;ENSMUST00000160856_90_90;ENSMUST00000160996_90_90;ENSMUST00000161164_90_90;ENSMUST00000161513_90_90;ENSMUST00000161980_90_90;ENSMUST00000162563_90_90
ENSCAFT00000003676_90_90;1.0;0.958;0.741;0.873;0.958;0.948;0.996;0.964;0.835;0.255;0.996;0.197;0.04;0.561;0.722;0.321;0.997;0.874;0.949;0.742;0.959;0.479;0.04;0.454;0.836;0.997
ENST00000242066_90_90;0.958;1.0;0.675;0.802;1.0;0.914;0.962;0.877;0.832;0.22;0.962;0.162;0.044;0.559;0.658;0.271;0.96;0.801;0.912;0.674;0.998;0.501;0.044;0.394;0.831;0.96
ENST00000399357_90_90;0.741;0.675;1.0;0.856;0.675;0.665;0.711;0.692;0.815;0.141;0.711;0.081;0.0;0.516;0.429;0.463;0.71;0.854;0.664;0.998;0.674;0.215;0.0;0.214;0.813;0.71
ENST00000403527_90_90;0.873;0.802;0.856;1.0;0.802;0.792;0.838;0.815;0.959;0.126;0.838;0.07;0.0;0.66;0.55;0.396;0.836;0.998;0.79;0.854;0.8;0.342;0.0;0.337;0.957;0.836
ENST00000403685_90_90;0.958;1.0;0.675;0.802;1.0;0.914;0.962;0.877;0.832;0.22;0.962;0.162;0.044;0.559;0.658;0.271;0.96;0.801;0.912;0.674;0.998;0.501;0.044;0.394;0.831;0.96
ENST00000405192_90_90;0.948;0.914;0.665;0.792;0.914;1.0;0.952;0.868;0.755;0.271;0.952;0.21;0.044;0.493;0.647;0.298;0.95;0.791;0.998;0.664;0.912;0.507;0.044;0.449;0.755;0.95
ENST00000405218_90_90;0.996;0.962;0.711;0.838;0.962;0.952;1.0;0.913;0.802;0.258;1.0;0.2;0.042;0.539;0.694;0.307;0.998;0.837;0.95;0.71;0.96;0.482;0.042;0.429;0.801;0.998
ENST00000405358_90_90;0.964;0.877;0.692;0.815;0.877;0.868;0.913;1.0;0.78;0.213;0.913;0.159;0.01;0.524;0.627;0.299;0.913;0.816;0.867;0.692;0.877;0.426;0.01;0.499;0.78;0.913
ENST00000420159_90_90;0.835;0.832;0.815;0.959;0.832;0.755;0.802;0.78;1.0;0.09;0.802;0.034;0.0;0.688;0.515;0.355;0.8;0.957;0.754;0.813;0.83;0.354;0.0;0.302;0.998;0.8
ENST00000421381_90_90;0.255;0.22;0.141;0.126;0.22;0.271;0.258;0.213;0.09;1.0;0.258;0.775;0.163;0.122;0.335;0.261;0.257;0.126;0.27;0.141;0.219;0.422;0.163;0.408;0.09;0.257
ENST00000430479_90_90;0.996;0.962;0.711;0.838;0.962;0.952;1.0;0.913;0.802;0.258;1.0;0.2;0.042;0.539;0.694;0.307;0.998;0.837;0.95;0.71;0.96;0.482;0.042;0.429;0.801;0.998
ENST00000431887_90_90;0.197;0.162;0.081;0.07;0.162;0.21;0.2;0.159;0.034;0.775;0.2;1.0;0.21;0.046;0.26;0.15;0.199;0.07;0.209;0.081;0.161;0.31;0.211;0.303;0.034;0.199
ENST00000433547_90_90;0.04;0.044;0.0;0.0;0.044;0.044;0.042;0.01;0.0;0.163;0.042;0.21;1.0;0.0;0.054;0.0;0.042;0.0;0.044;0.0;0.044;0.087;1.0;0.019;0.0;0.042
ENST00000438956_90_90;0.561;0.559;0.516;0.66;0.559;0.493;0.539;0.524;0.688;0.122;0.539;0.046;0.0;1.0;0.689;0.506;0.538;0.658;0.491;0.514;0.558;0.488;0.0;0.405;0.687;0.538
ENST00000443137_90_90;0.722;0.658;0.429;0.55;0.658;0.647;0.694;0.627;0.515;0.335;0.694;0.26;0.054;0.689;1.0;0.394;0.724;0.574;0.676;0.447;0.686;0.664;0.058;0.578;0.538;0.724
ENST00000443608_90_90;0.321;0.271;0.463;0.396;0.271;0.298;0.307;0.299;0.355;0.261;0.307;0.15;0.0;0.506;0.394;1.0;0.307;0.396;0.298;0.463;0.271;0.36;0.0;0.351;0.355;0.307
ENSMUST00000095767_90_90;0.997;0.96;0.71;0.836;0.96;0.95;0.998;0.913;0.8;0.257;0.998;0.199;0.042;0.538;0.724;0.307;1.0;0.838;0.952;0.711;0.962;0.482;0.042;0.429;0.802;1.0
ENSMUST00000159334_90_90;0.874;0.801;0.854;0.998;0.801;0.791;0.837;0.816;0.957;0.126;0.837;0.07;0.0;0.658;0.574;0.396;0.838;1.0;0.792;0.856;0.802;0.341;0.0;0.336;0.959;0.838
ENSMUST00000160244_90_90;0.949;0.912;0.664;0.79;0.912;0.998;0.95;0.867;0.754;0.27;0.95;0.209;0.044;0.491;0.676;0.298;0.952;0.792;1.0;0.665;0.914;0.507;0.044;0.449;0.755;0.952
