;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000005965_90_90;ENSCAFT00000045237_90_90:ENSMUST00000209779_90_90:ENST00000535669_90_90:ENST00000323906_90_90;0.914:0.941:0.75:0.792
1;ENSCAFT00000045237_90_90;ENSMUST00000209779_90_90:ENST00000535669_90_90:ENST00000323906_90_90:ENSCAFT00000005965_90_90;0.941:0.625:0.667:0.914
2;ENST00000323906_90_90;ENSCAFT00000045237_90_90:ENSMUST00000209779_90_90:ENST00000535669_90_90:ENSCAFT00000005965_90_90;0.667:0.917:0.9259999999999999:0.792
3;ENST00000391859_90_90;;
4;ENST00000426897_90_90;ENST00000598095_90_90;0.909
5;ENST00000535669_90_90;ENSCAFT00000045237_90_90:ENSMUST00000209779_90_90:ENST00000323906_90_90:ENSCAFT00000005965_90_90;0.625:1.0:0.9259999999999999:0.75
6;ENST00000594743_90_90;ENSMUST00000211373_90_90;0.529
7;ENST00000595660_90_90;ENSMUST00000210372_90_90;1.0
8;ENST00000595725_90_90;;
9;ENST00000597602_90_90;;
10;ENST00000598095_90_90;ENST00000426897_90_90;0.909
11;ENSMUST00000033063_90_90;ENSMUST00000098461_90_90;0.9440000000000001
12;ENSMUST00000098461_90_90;ENSMUST00000033063_90_90;0.9440000000000001
13;ENSMUST00000209779_90_90;ENSCAFT00000045237_90_90:ENST00000535669_90_90:ENST00000323906_90_90:ENSCAFT00000005965_90_90;0.941:1.0:0.917:0.941
14;ENSMUST00000210078_90_90;;
15;ENSMUST00000210226_90_90;;
16;ENSMUST00000210372_90_90;ENST00000595660_90_90;1.0
17;ENSMUST00000211373_90_90;ENST00000594743_90_90;0.529
