nucHom;degHom;tsm
1.0;1.0;1.0
0.893;0.804;0.849
0.851;0.759;0.805
0.979;0.886;0.932
0.759;0.5;0.629
0.766;0.5;0.633
0.789;0.55;0.669
0.729;0.477;0.603
0.826;0.705;0.765
0.83;0.796;0.813
0.794;0.776;0.785
0.961;0.975;0.968
0.776;0.909;0.843
0.0;0.0;0.0
0.474;0.242;0.358
0.247;0.3;0.273
0.0;0.0;0.0
0.762;0.933;0.848
0.443;0.233;0.338
0.775;0.879;0.827
0.776;0.909;0.843
0.0;0.0;0.0
0.079;0.061;0.07
0.726;0.744;0.735
0.0;0.0;0.0
0.0;0.0;0.0
0.798;0.967;0.883
0.405;0.121;0.263
0.775;0.879;0.827
0.859;0.818;0.839
0.849;0.787;0.818
0.829;0.787;0.808
0.86;0.841;0.851
0.963;0.974;0.968
0.845;0.656;0.75
0.651;0.452;0.551
0.846;0.688;0.767
0.78;0.581;0.68
0.845;0.656;0.75
0.845;0.656;0.75
0.509;0.312;0.41
0.804;0.656;0.73
0.724;0.465;0.595
0.292;0.281;0.286
0.804;0.656;0.73
0.102;0.125;0.113
0.3;0.516;0.408
0.893;0.804;0.849
1.0;1.0;1.0
0.909;0.807;0.858
0.879;0.75;0.815
0.824;0.565;0.694
0.715;0.462;0.589
0.892;0.7;0.796
0.794;0.543;0.669
0.89;0.761;0.826
0.909;0.878;0.893
0.873;0.857;0.865
0.885;0.886;0.885
0.733;0.917;0.825
0.016;0.048;0.032
0.455;0.306;0.381
0.222;0.25;0.236
0.02;0.083;0.052
0.684;0.778;0.731
0.398;0.194;0.296
0.732;0.889;0.81
0.733;0.917;0.825
0.0;0.0;0.0
0.093;0.139;0.116
0.689;0.762;0.726
0.02;0.083;0.052
0.024;0.083;0.054
0.717;0.806;0.762
0.393;0.194;0.293
0.732;0.889;0.81
0.92;0.854;0.887
0.916;0.86;0.888
0.925;0.938;0.931
0.921;0.875;0.898
0.864;0.787;0.826
0.754;0.541;0.647
0.584;0.4;0.492
0.755;0.568;0.661
0.699;0.514;0.607
0.754;0.541;0.647
0.754;0.541;0.647
0.477;0.314;0.395
0.717;0.541;0.629
0.787;0.595;0.691
0.259;0.216;0.237
0.717;0.541;0.629
0.089;0.081;0.085
0.269;0.457;0.363
0.851;0.759;0.805
0.909;0.807;0.858
1.0;1.0;1.0
0.839;0.709;0.774
0.893;0.727;0.81
0.677;0.419;0.548
0.812;0.565;0.689
0.863;0.705;0.784
0.96;0.932;0.946
0.961;0.98;0.97
0.925;0.959;0.942
0.824;0.796;0.81
0.668;0.714;0.691
0.06;0.146;0.103
0.408;0.19;0.299
0.211;0.231;0.221
0.0;0.0;0.0
0.652;0.718;0.685
0.38;0.179;0.279
0.667;0.69;0.678
0.668;0.714;0.691
0.061;0.154;0.107
0.068;0.048;0.058
0.726;0.833;0.779
0.0;0.0;0.0
0.023;0.077;0.05
0.684;0.744;0.714
0.349;0.095;0.222
0.667;0.69;0.678
0.905;0.894;0.899
0.911;0.938;0.924
0.875;0.86;0.867
0.906;0.915;0.911
0.829;0.787;0.808
0.718;0.465;0.592
0.556;0.341;0.449
0.719;0.488;0.603
0.666;0.439;0.552
0.718;0.465;0.592
0.718;0.465;0.592
0.454;0.268;0.361
0.683;0.465;0.574
0.859;0.738;0.798
0.246;0.186;0.216
0.683;0.465;0.574
0.085;0.07;0.078
0.256;0.39;0.323
0.979;0.886;0.932
0.879;0.75;0.815
0.839;0.709;0.774
1.0;1.0;1.0
0.757;0.5;0.629
0.771;0.5;0.635
0.788;0.55;0.669
0.728;0.477;0.603
0.825;0.705;0.765
0.829;0.796;0.812
0.793;0.776;0.784
0.96;0.975;0.968
0.781;0.909;0.845
0.0;0.0;0.0
0.477;0.242;0.359
0.249;0.3;0.274
0.0;0.0;0.0
0.767;0.933;0.85
0.445;0.233;0.339
0.78;0.879;0.83
0.781;0.909;0.845
0.0;0.0;0.0
0.08;0.061;0.071
0.73;0.744;0.737
0.0;0.0;0.0
0.0;0.0;0.0
0.803;0.967;0.885
0.408;0.121;0.264
0.78;0.879;0.83
0.858;0.818;0.838
0.847;0.787;0.817
0.828;0.787;0.807
0.859;0.841;0.85
0.962;0.974;0.968
0.839;0.625;0.732
0.655;0.467;0.561
0.84;0.656;0.748
0.785;0.6;0.693
0.839;0.625;0.732
0.839;0.625;0.732
0.512;0.323;0.417
0.798;0.625;0.712
0.723;0.476;0.599
0.285;0.25;0.267
0.798;0.625;0.712
0.096;0.094;0.095
0.302;0.533;0.417
0.759;0.5;0.629
0.824;0.565;0.694
0.893;0.727;0.81
0.757;0.5;0.629
1.0;1.0;1.0
0.781;0.575;0.678
0.918;0.756;0.837
0.831;0.902;0.867
0.738;0.679;0.709
0.784;0.723;0.754
0.752;0.702;0.727
0.658;0.522;0.59
0.532;0.463;0.498
0.06;0.214;0.137
0.419;0.355;0.387
0.215;0.37;0.292
0.0;0.0;0.0
0.503;0.405;0.454
0.389;0.333;0.361
0.53;0.415;0.473
0.532;0.463;0.498
0.061;0.222;0.142
0.07;0.097;0.084
0.585;0.561;0.573
0.0;0.0;0.0
0.024;0.103;0.064
0.539;0.436;0.488
0.358;0.194;0.276
0.53;0.415;0.473
0.741;0.591;0.666
0.748;0.667;0.708
0.73;0.604;0.667
0.743;0.636;0.69
0.662;0.523;0.593
0.722;0.639;0.68
0.558;0.444;0.501
0.724;0.694;0.709
0.667;0.556;0.612
0.722;0.639;0.68
0.722;0.639;0.68
0.453;0.333;0.393
0.688;0.667;0.677
0.861;0.917;0.889
0.248;0.278;0.263
0.688;0.667;0.677
0.086;0.111;0.099
0.158;0.209;0.183
0.766;0.5;0.633
0.715;0.462;0.589
0.677;0.419;0.548
0.771;0.5;0.635
0.781;0.575;0.678
1.0;1.0;1.0
0.812;0.59;0.701
0.62;0.488;0.554
0.554;0.412;0.483
0.585;0.383;0.484
0.552;0.362;0.457
0.646;0.459;0.552
0.657;0.485;0.571
0.0;0.0;0.0
0.528;0.348;0.438
0.275;0.625;0.45
0.0;0.0;0.0
0.629;0.577;0.603
0.491;0.318;0.404
0.658;0.516;0.587
0.657;0.485;0.571
0.0;0.0;0.0
0.088;0.095;0.091
0.616;0.432;0.524
0.0;0.0;0.0
0.0;0.0;0.0
0.672;0.552;0.612
0.454;0.238;0.346
0.658;0.516;0.587
0.613;0.447;0.53
0.604;0.395;0.499
0.6;0.378;0.489
0.612;0.425;0.518
0.646;0.444;0.545
0.724;0.72;0.722
0.714;0.8;0.757
0.722;0.667;0.695
0.775;0.818;0.796
0.724;0.72;0.722
0.724;0.72;0.722
0.576;0.455;0.515
0.681;0.63;0.655
0.647;0.559;0.603
0.18;0.2;0.19
0.681;0.63;0.655
0.0;0.0;0.0
0.198;0.333;0.266
0.789;0.55;0.669
0.892;0.7;0.796
0.812;0.565;0.689
0.788;0.55;0.669
0.918;0.756;0.837
0.812;0.59;0.701
1.0;1.0;1.0
0.755;0.674;0.715
0.672;0.517;0.595
0.73;0.638;0.684
0.697;0.617;0.657
0.695;0.571;0.633
