;ENSCAFT00000017682_90_90;ENST00000329008_90_90;ENST00000395275_90_90;ENST00000395276_90_90;ENST00000405452_90_90;ENST00000431984_90_90;ENST00000446128_90_90;ENSMUST00000086029_90_90;ENSMUST00000111287_90_90;ENSMUST00000111288_90_90;ENSMUST00000141131_90_90;ENSMUST00000202728_90_90
ENSCAFT00000017682_90_90;1.0;0.5;0.636;0.5;0.222;0.5;0.4;0.636;0.667;0.667;0.222;0.182
ENST00000329008_90_90;0.5;1.0;0.667;1.0;0.143;1.0;0.833;0.5;0.714;0.714;0.333;0.111
ENST00000395275_90_90;0.636;0.667;1.0;0.667;0.1;0.667;0.556;0.636;0.5;0.5;0.222;0.3
ENST00000395276_90_90;0.5;1.0;0.667;1.0;0.143;1.0;0.833;0.5;0.714;0.714;0.333;0.111
ENST00000405452_90_90;0.222;0.143;0.1;0.143;1.0;0.143;0.0;0.222;0.333;0.333;0.0;0.0
ENST00000431984_90_90;0.5;1.0;0.667;1.0;0.143;1.0;0.833;0.5;0.714;0.714;0.333;0.111
ENST00000446128_90_90;0.4;0.833;0.556;0.833;0.0;0.833;1.0;0.4;0.571;0.571;0.4;0.125
ENSMUST00000086029_90_90;0.636;0.5;0.636;0.5;0.222;0.5;0.4;1.0;0.667;0.667;0.222;0.444
ENSMUST00000111287_90_90;0.667;0.714;0.5;0.714;0.333;0.714;0.571;0.667;1.0;1.0;0.333;0.111
ENSMUST00000111288_90_90;0.667;0.714;0.5;0.714;0.333;0.714;0.571;0.667;1.0;1.0;0.333;0.111
ENSMUST00000141131_90_90;0.222;0.333;0.222;0.333;0.0;0.333;0.4;0.222;0.333;0.333;1.0;0.2
ENSMUST00000202728_90_90;0.182;0.111;0.3;0.111;0.0;0.111;0.125;0.444;0.111;0.111;0.2;1.0
