nucHom;degHom;tsm
1.0;1.0;1.0
0.708;1.0;0.854
0.567;0.826;0.696
0.567;0.826;0.696
0.7;0.957;0.829
0.7;0.957;0.829
0.642;0.913;0.778
0.642;0.913;0.778
0.7;0.957;0.829
0.394;0.565;0.479
0.267;0.348;0.307
0.395;0.609;0.502
0.995;1.0;0.998
0.921;0.938;0.929
0.852;0.906;0.879
0.783;0.719;0.751
0.369;0.469;0.419
0.244;0.156;0.2
0.457;0.531;0.494
0.457;0.531;0.494
0.705;0.96;0.833
0.567;0.76;0.663
0.705;0.96;0.833
0.647;0.88;0.764
0.647;0.88;0.764
0.92;0.935;0.927
0.994;1.0;0.997
0.783;0.742;0.762
0.783;0.742;0.762
0.703;0.871;0.787
0.562;0.677;0.62
0.708;1.0;0.854
1.0;1.0;1.0
0.802;0.737;0.77
0.535;0.579;0.557
0.883;0.947;0.915
0.99;0.974;0.982
0.938;0.947;0.942
0.836;0.921;0.879
0.883;0.947;0.915
0.37;0.395;0.383
0.252;0.237;0.244
0.372;0.421;0.396
0.522;1.0;0.761
0.447;0.917;0.682
0.583;1.0;0.791
0.365;0.708;0.536
0.347;0.542;0.445
0.233;0.208;0.221
0.432;0.583;0.507
0.432;0.583;0.507
0.887;0.949;0.918
0.801;0.692;0.746
0.994;0.974;0.984
0.838;0.897;0.867
0.94;0.923;0.931
0.566;0.931;0.748
0.566;0.793;0.679
0.396;0.586;0.491
0.396;0.586;0.491
0.749;0.828;0.788
0.588;0.586;0.587
0.567;0.826;0.696
0.802;0.737;0.77
1.0;1.0;1.0
0.64;0.759;0.7
0.715;0.659;0.687
0.802;0.7;0.751
0.802;0.737;0.77
0.715;0.692;0.704
0.715;0.659;0.687
0.461;0.536;0.499
0.313;0.31;0.311
0.463;0.571;0.517
0.441;0.818;0.629
0.446;0.857;0.651
0.494;0.818;0.656
0.274;0.5;0.387
0.405;0.55;0.478
0.291;0.278;0.284
0.54;0.778;0.659
0.54;0.778;0.659
0.713;0.684;0.699
0.998;1.0;0.999
0.801;0.73;0.766
0.713;0.703;0.708
0.801;0.75;0.776
0.495;0.769;0.632
0.475;0.708;0.591
0.296;0.458;0.377
0.296;0.458;0.377
0.64;0.75;0.695
0.746;0.85;0.798
0.567;0.826;0.696
0.535;0.579;0.557
0.64;0.759;0.7
1.0;1.0;1.0
0.467;0.537;0.502
0.518;0.537;0.528
0.518;0.564;0.541
0.467;0.564;0.515
0.467;0.537;0.502
0.651;0.652;0.651
0.441;0.375;0.408
0.654;0.696;0.675
0.563;0.818;0.69
0.571;0.857;0.714
0.653;0.818;0.736
0.35;0.5;0.425
0.596;0.55;0.573
0.433;0.278;0.356
0.803;0.778;0.79
0.803;0.778;0.79
0.48;0.568;0.524
0.665;0.778;0.722
0.533;0.568;0.55
0.48;0.583;0.531
0.533;0.583;0.558
0.561;0.654;0.608
0.561;0.81;0.685
0.35;0.524;0.437
0.35;0.524;0.437
0.775;0.773;0.774
0.984;1.0;0.992
0.7;0.957;0.829
0.883;0.947;0.915
0.715;0.659;0.687
0.467;0.537;0.502
1.0;1.0;1.0
0.892;0.951;0.921
0.792;0.814;0.803
0.894;0.857;0.875
1.0;1.0;1.0
0.333;0.375;0.354
0.226;0.22;0.223
0.334;0.4;0.367
0.473;0.955;0.714
0.41;0.909;0.659
0.522;0.955;0.738
0.328;0.636;0.482
0.309;0.545;0.427
0.211;0.238;0.224
0.391;0.667;0.529
0.391;0.667;0.529
0.994;1.0;0.997
0.717;0.684;0.701
0.886;0.947;0.916
0.889;0.872;0.881
0.787;0.825;0.806
0.567;0.926;0.746
0.561;0.741;0.651
0.39;0.519;0.455
0.39;0.519;0.455
0.742;0.778;0.76
0.597;0.654;0.625
0.7;0.957;0.829
0.99;0.974;0.982
0.802;0.7;0.751
0.518;0.537;0.528
0.892;0.951;0.921
1.0;1.0;1.0
0.882;0.857;0.869
0.792;0.814;0.803
0.892;0.951;0.921
0.37;0.375;0.372
0.251;0.22;0.235
0.372;0.4;0.386
0.516;0.955;0.736
0.445;0.909;0.677
0.574;0.955;0.764
0.358;0.636;0.497
0.344;0.545;0.445
0.235;0.238;0.236
0.436;0.667;0.551
0.436;0.667;0.551
0.886;0.947;0.916
0.805;0.73;0.768
0.993;1.0;0.996
0.787;0.825;0.806
0.877;0.872;0.875
0.564;0.926;0.745
0.558;0.741;0.649
0.389;0.519;0.454
0.389;0.519;0.454
0.738;0.778;0.758
0.594;0.654;0.624
0.642;0.913;0.778
0.938;0.947;0.942
0.802;0.737;0.77
0.518;0.564;0.541
0.792;0.814;0.803
0.882;0.857;0.869
1.0;1.0;1.0
0.892;0.949;0.92
0.792;0.814;0.803
0.37;0.395;0.383
0.251;0.231;0.241
0.372;0.421;0.396
0.473;0.909;0.691
0.404;0.864;0.634
0.527;0.909;0.718
0.315;0.591;0.453
0.352;0.571;0.461
0.248;0.25;0.249
0.461;0.7;0.581
0.461;0.7;0.581
0.787;0.825;0.806
0.804;0.75;0.777
0.877;0.872;0.875
0.887;0.946;0.916
0.994;1.0;0.997
0.518;0.889;0.704
0.512;0.704;0.608
0.342;0.481;0.411
0.342;0.481;0.411
0.678;0.741;0.71
0.633;0.68;0.657
0.642;0.913;0.778
0.836;0.921;0.879
0.715;0.692;0.704
0.467;0.564;0.515
0.894;0.857;0.875
0.792;0.814;0.803
0.892;0.949;0.92
1.0;1.0;1.0
0.894;0.857;0.875
0.333;0.395;0.364
0.226;0.231;0.229
0.334;0.421;0.378
0.434;0.909;0.671
0.372;0.864;0.618
0.479;0.909;0.694
0.289;0.591;0.44
0.314;0.571;0.443
0.221;0.25;0.235
0.411;0.7;0.555
0.411;0.7;0.555
0.888;0.872;0.88
0.716;0.703;0.71
0.787;0.825;0.806
0.995;1.0;0.998
0.887;0.946;0.916
0.52;0.889;0.705
0.514;0.704;0.609
0.344;0.481;0.412
0.344;0.481;0.412
0.681;0.741;0.711
0.636;0.68;0.658
0.7;0.957;0.829
0.883;0.947;0.915
0.715;0.659;0.687
0.467;0.537;0.502
1.0;1.0;1.0
0.892;0.951;0.921
0.792;0.814;0.803
0.894;0.857;0.875
1.0;1.0;1.0
0.333;0.375;0.354
0.226;0.22;0.223
0.334;0.4;0.367
0.473;0.955;0.714
0.41;0.909;0.659
0.522;0.955;0.738
0.328;0.636;0.482
0.309;0.545;0.427
0.211;0.238;0.224
0.391;0.667;0.529
0.391;0.667;0.529
0.994;1.0;0.997
0.717;0.684;0.701
0.886;0.947;0.916
0.889;0.872;0.881
0.787;0.825;0.806
0.567;0.926;0.746
0.561;0.741;0.651
0.39;0.519;0.455
0.39;0.519;0.455
0.742;0.778;0.76
0.597;0.654;0.625
0.394;0.565;0.479
0.37;0.395;0.383
0.461;0.536;0.499
0.651;0.652;0.651
0.333;0.375;0.354
0.37;0.375;0.372
0.37;0.395;0.383
0.333;0.395;0.364
0.333;0.375;0.354
1.0;1.0;1.0
0.319;0.19;0.255
0.995;0.938;0.966
0.391;0.545;0.468
0.396;0.571;0.483
0.453;0.545;0.499
0.177;0.227;0.202
0.302;0.25;0.276
0.622;0.417;0.519
0.839;0.857;0.848
0.839;0.857;0.848
0.332;0.378;0.355
0.459;0.519;0.489
0.369;0.378;0.373
0.332;0.389;0.361
0.369;0.389;0.379
0.389;0.423;0.406
0.389;0.524;0.457
0.177;0.238;0.207
0.177;0.238;0.207
0.537;0.5;0.518
0.681;0.647;0.664
0.267;0.348;0.307
0.252;0.237;0.244
0.313;0.31;0.311
0.441;0.375;0.408
0.226;0.22;0.223
0.251;0.22;0.235
0.251;0.231;0.241
0.226;0.231;0.229
0.226;0.22;0.223
0.319;0.19;0.255
1.0;1.0;1.0
0.323;0.238;0.28
0.267;0.364;0.316
0.271;0.381;0.326
0.31;0.364;0.337
0.341;0.533;0.437
0.719;0.615;0.667
0.12;0.083;0.102
0.462;0.375;0.418
0.462;0.375;0.418
0.226;0.243;0.234
0.314;0.333;0.324
0.252;0.243;0.247
0.226;0.25;0.238
0.252;0.25;0.251
0.267;0.308;0.287
0.267;0.381;0.324
0.341;0.533;0.437
0.341;0.533;0.437
0.37;0.364;0.367
0.47;0.471;0.47
0.395;0.609;0.502
0.372;0.421;0.396
0.463;0.571;0.517
0.654;0.696;0.675
0.334;0.4;0.367
0.372;0.4;0.386
0.372;0.421;0.396
0.334;0.421;0.378
0.334;0.4;0.367
0.995;0.938;0.966
0.323;0.238;0.28
1.0;1.0;1.0
0.393;0.591;0.492
0.398;0.619;0.508
0.455;0.591;0.523
0.179;0.273;0.226
0.305;0.3;0.302
0.619;0.385;0.502
0.843;0.929;0.886
0.843;0.929;0.886
0.333;0.405;0.369
0.462;0.556;0.509
0.37;0.405;0.388
0.333;0.417;0.375
0.37;0.417;0.393
0.391;0.462;0.426
0.391;0.571;0.481
0.179;0.286;0.232
0.179;0.286;0.232
0.539;0.545;0.542
0.685;0.706;0.696
0.995;1.0;0.998
0.522;1.0;0.761
0.441;0.818;0.629
0.563;0.818;0.69
0.473;0.955;0.714
0.516;0.955;0.736
0.473;0.909;0.691
0.434;0.909;0.671
0.473;0.955;0.714
0.391;0.545;0.468
