id_transcript;block_sequence
ENSCAFT00000010545_90_90;0.1.2.3.10.11.13.14.15.16.17.21.22
ENST00000261210_90_90;0.1.2.3.4.11.12
ENST00000266732_90_90;0.1.2.3.4.5.6.7.9
ENST00000343315_90_90;0.1.2.3.4.11.14.15.16.17.18.19.20.21
ENST00000393053_90_90;0.1.2.3.4.11.16.17.18.19.20.21
ENST00000556029_90_90;0.1.2.3.4.11.13.14.15.16.17.18.19.20.21
ENST00000556678_90_90;3.4.11.15.16
ENSMUST00000020123_90_90;0.2.3.4.5.7.8.9
ENSMUST00000072239_90_90;0.2.3.4.11.13.14.15.16.17.18.20.21
ENSMUST00000092219_90_90;0.2.3.4.11.14.15.16.17.18.20.21
ENSMUST00000099355_90_90;0.2.3.4.11.15.16.17.18.20.21
ENSMUST00000105293_90_90;0.2.3.4.11.16.17.18.20.21
