id_transcript;recent-paralogs;ortho-orthologs;para-orthologs;#cluster
transcript36_ENSRNOG00000031503;null;transcript7_MGP-PahariEiJ-G0020237|1.0;null;0
transcript7_MGP-PahariEiJ-G0020237;null;transcript36_ENSRNOG00000031503|1.0;null;0
transcript39_MGP-PahariEiJ-G0020237;transcript49_MGP-PahariEiJ-G0020237|0.978;null;null;1
transcript49_MGP-PahariEiJ-G0020237;transcript39_MGP-PahariEiJ-G0020237|0.978&transcript9_MGP-PahariEiJ-G0020237|0.978;null;null;1
transcript9_MGP-PahariEiJ-G0020237;transcript49_MGP-PahariEiJ-G0020237|0.978;null;null;1
transcript44_ENSRNOG00000031503;transcript37_ENSRNOG00000031503|1.0;transcript37_MGP-PahariEiJ-G0020237|1.0;null;2
transcript37_ENSRNOG00000031503;transcript44_ENSRNOG00000031503|1.0;transcript37_MGP-PahariEiJ-G0020237|1.0;null;2
transcript37_MGP-PahariEiJ-G0020237;null;transcript44_ENSRNOG00000031503|1.0&transcript37_ENSRNOG00000031503|1.0;null;2
transcript50_MGP-PahariEiJ-G0020237;null;null;null;3
transcript51_MGP-PahariEiJ-G0020237;transcript52_MGP-PahariEiJ-G0020237|0.98;null;null;4
transcript52_MGP-PahariEiJ-G0020237;transcript51_MGP-PahariEiJ-G0020237|0.98;null;null;4
