;ENSCAFT00000020369_90_90;ENST00000281171_90_90;ENST00000348962_90_90;ENST00000442921_90_90;ENST00000445537_90_90;ENST00000535311_90_90;ENST00000535322_90_90;ENST00000542557_90_90;ENST00000543886_90_90;ENST00000544244_90_90;ENSMUST00000077115_90_90;ENSMUST00000167002_90_90;ENSMUST00000167679_90_90;ENSMUST00000203914_90_90
ENSCAFT00000020369_90_90;1.0;0.875;0.812;0.533;0.533;0.133;0.062;0.467;0.25;0.467;0.778;0.533;0.722;0.467
ENST00000281171_90_90;0.875;1.0;0.933;0.533;0.533;0.133;0.062;0.467;0.25;0.467;0.882;0.533;0.824;0.467
ENST00000348962_90_90;0.812;0.933;1.0;0.467;0.467;0.143;0.067;0.5;0.267;0.5;0.824;0.467;0.875;0.5
ENST00000442921_90_90;0.533;0.533;0.467;1.0;1.0;0.111;0.111;0.875;0.083;0.875;0.471;1.0;0.412;0.875
ENST00000445537_90_90;0.533;0.533;0.467;1.0;1.0;0.111;0.111;0.875;0.083;0.875;0.471;1.0;0.412;0.875
ENST00000535311_90_90;0.133;0.133;0.143;0.111;0.111;1.0;0.0;0.125;0.0;0.125;0.118;0.111;0.125;0.125
ENST00000535322_90_90;0.062;0.062;0.067;0.111;0.111;0.0;1.0;0.125;0.0;0.125;0.056;0.111;0.059;0.125
ENST00000542557_90_90;0.467;0.467;0.5;0.875;0.875;0.125;0.125;1.0;0.091;1.0;0.412;0.875;0.438;1.0
ENST00000543886_90_90;0.25;0.25;0.267;0.083;0.083;0.0;0.0;0.091;1.0;0.091;0.222;0.083;0.235;0.091
ENST00000544244_90_90;0.467;0.467;0.5;0.875;0.875;0.125;0.125;1.0;0.091;1.0;0.412;0.875;0.438;1.0
ENSMUST00000077115_90_90;0.778;0.882;0.824;0.471;0.471;0.118;0.056;0.412;0.222;0.412;1.0;0.471;0.941;0.412
ENSMUST00000167002_90_90;0.533;0.533;0.467;1.0;1.0;0.111;0.111;0.875;0.083;0.875;0.471;1.0;0.412;0.875
ENSMUST00000167679_90_90;0.722;0.824;0.875;0.412;0.412;0.125;0.059;0.438;0.235;0.438;0.941;0.412;1.0;0.438
ENSMUST00000203914_90_90;0.467;0.467;0.5;0.875;0.875;0.125;0.125;1.0;0.091;1.0;0.412;0.875;0.438;1.0
