nucHom;degHom;tsm
1.0;1.0;1.0
0.852;0.25;0.551
0.981;1.0;0.99
0.981;1.0;0.99
1.0;1.0;1.0
1.0;1.0;1.0
1.0;1.0;1.0
1.0;1.0;1.0
0.852;0.25;0.551
1.0;1.0;1.0
0.866;0.2;0.533
0.866;0.25;0.558
0.852;0.25;0.551
0.852;0.25;0.551
0.852;0.25;0.551
0.852;0.25;0.551
0.981;1.0;0.99
0.866;0.2;0.533
1.0;1.0;1.0
1.0;1.0;1.0
0.981;1.0;0.99
0.981;1.0;0.99
0.981;1.0;0.99
0.981;1.0;0.99
0.981;1.0;0.99
0.866;0.25;0.558
1.0;1.0;1.0
1.0;1.0;1.0
0.981;1.0;0.99
0.981;1.0;0.99
0.981;1.0;0.99
0.981;1.0;0.99
1.0;1.0;1.0
0.852;0.25;0.551
0.981;1.0;0.99
0.981;1.0;0.99
1.0;1.0;1.0
1.0;1.0;1.0
1.0;1.0;1.0
1.0;1.0;1.0
1.0;1.0;1.0
0.852;0.25;0.551
0.981;1.0;0.99
0.981;1.0;0.99
1.0;1.0;1.0
1.0;1.0;1.0
1.0;1.0;1.0
1.0;1.0;1.0
1.0;1.0;1.0
0.852;0.25;0.551
0.981;1.0;0.99
0.981;1.0;0.99
1.0;1.0;1.0
1.0;1.0;1.0
1.0;1.0;1.0
1.0;1.0;1.0
1.0;1.0;1.0
0.852;0.25;0.551
0.981;1.0;0.99
0.981;1.0;0.99
1.0;1.0;1.0
1.0;1.0;1.0
1.0;1.0;1.0
1.0;1.0;1.0
