id_transcript;block_sequence
ENSCAFT00000044998_90_90;0.1.2.3.9.10.11.12.13.14.17.18.19.20.21.22.23.24.26.27
ENST00000158771_90_90;0.1.2.3.9.10.11.12.13.14.17.18.19.20.21.22.23.25.26.27
ENST00000570848_90_90;0.1.2.3.9.10.11.12.13.14.15.16.21
ENST00000571476_90_90;2.3.9.10.11.12.13.17
ENST00000571971_90_90;0.1.2.3.9.10.11.12.13.14.15.16.19.20.21.22
ENST00000572834_90_90;0.1.2.3.9.10.21
ENST00000573637_90_90;0.1.2.3.4.5.6.7.8.9
ENST00000574952_90_90;0.1.2.3.4.5.6.7.8.9
ENST00000575605_90_90;12.13.14.15.16.20.21.22.23.25.26.27
ENST00000576551_90_90;1.2.3.9.10.11.12.13.15
ENSMUST00000018586_90_90;0.1.2.3.9.10.11.12.13.17
ENSMUST00000108523_90_90;0.1.2.3.9.10.11.12.13.14.17.18.19.20.21.22.23.24.26.28
ENSMUST00000131340_90_90;3.4.5.7
ENSMUST00000132198_90_90;0.1.2.3.4.9
ENSMUST00000143850_90_90;0.1.2.3.9.10.11.12.13.14.17.18.19.20.21.22.23.24.26.27
ENSMUST00000171041_90_90;13.14.17.18.19.20.21.22.23.24.26.27
