;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000003726_90_90;ENSMUST00000124117_90_90:ENST00000502815_90_90;0.625:0.667
1;ENSCAFT00000003727_90_90;ENST00000507625_90_90:ENST00000506746_90_90:ENST00000506720_90_90:ENSMUST00000120673_90_90:ENSMUST00000117985_90_90:ENST00000508946_90_90:ENSMUST00000121641_90_90:ENSMUST00000119788_90_90:ENSMUST00000036068_90_90:ENSMUST00000122356_90_90;0.9329999999999999:0.9329999999999999:0.9329999999999999:0.882:0.8240000000000001:0.867:0.882:0.882:0.882:0.882
2;ENST00000502815_90_90;ENSMUST00000124117_90_90:ENSCAFT00000003726_90_90;0.6:0.667
3;ENST00000504896_90_90;ENSMUST00000120445_90_90:ENSMUST00000117407_90_90:ENST00000507164_90_90:ENST00000508693_90_90:ENSMUST00000120292_90_90;0.85:0.8:0.905:0.9520000000000001:0.895
4;ENST00000506700_90_90;ENSMUST00000118078_90_90;0.938
5;ENST00000506720_90_90;ENST00000507625_90_90:ENSCAFT00000003727_90_90:ENST00000506746_90_90:ENSMUST00000120673_90_90:ENSMUST00000117985_90_90:ENST00000508946_90_90:ENSMUST00000121641_90_90:ENSMUST00000119788_90_90:ENSMUST00000036068_90_90:ENSMUST00000122356_90_90;0.8640000000000001:0.9329999999999999:0.955:0.8420000000000001:0.789:0.955:0.789:0.8420000000000001:0.75:0.737
6;ENST00000506746_90_90;ENST00000507625_90_90:ENSCAFT00000003727_90_90:ENST00000506720_90_90:ENSMUST00000120673_90_90:ENSMUST00000117985_90_90:ENST00000508946_90_90:ENSMUST00000121641_90_90:ENSMUST00000119788_90_90:ENSMUST00000036068_90_90:ENSMUST00000122356_90_90;0.905:0.9329999999999999:0.955:0.789:0.737:0.909:0.833:0.789:0.7:0.778
7;ENST00000507164_90_90;ENSMUST00000120445_90_90:ENSMUST00000117407_90_90:ENST00000504896_90_90:ENST00000508693_90_90:ENSMUST00000120292_90_90;0.85:0.895:0.905:0.9520000000000001:0.8
8;ENST00000507625_90_90;ENSCAFT00000003727_90_90:ENST00000506746_90_90:ENST00000506720_90_90:ENSMUST00000120673_90_90:ENSMUST00000117985_90_90:ENST00000508946_90_90:ENSMUST00000121641_90_90:ENSMUST00000119788_90_90:ENSMUST00000036068_90_90:ENSMUST00000122356_90_90;0.9329999999999999:0.905:0.8640000000000001:0.778:0.722:0.818:0.8240000000000001:0.778:0.778:0.875
9;ENST00000508693_90_90;ENSMUST00000120445_90_90:ENSMUST00000117407_90_90:ENST00000504896_90_90:ENST00000507164_90_90:ENSMUST00000120292_90_90;0.9:0.85:0.9520000000000001:0.9520000000000001:0.85
10;ENST00000508946_90_90;ENST00000507625_90_90:ENSCAFT00000003727_90_90:ENST00000506746_90_90:ENST00000506720_90_90:ENSMUST00000120673_90_90:ENSMUST00000117985_90_90:ENSMUST00000121641_90_90:ENSMUST00000119788_90_90:ENSMUST00000036068_90_90:ENSMUST00000122356_90_90;0.818:0.867:0.909:0.955:0.789:0.833:0.737:0.789:0.7:0.684
11;ENST00000509896_90_90;ENST00000512091_90_90:ENSMUST00000118442_90_90:ENSMUST00000119385_90_90:ENST00000511324_90_90:ENSMUST00000120128_90_90;0.9470000000000001:0.9440000000000001:0.889:0.9470000000000001:0.889
12;ENST00000511324_90_90;ENST00000512091_90_90:ENSMUST00000118442_90_90:ENSMUST00000119385_90_90:ENSMUST00000120128_90_90:ENST00000509896_90_90;0.895:0.889:0.941:0.833:0.9470000000000001
13;ENST00000512091_90_90;ENSMUST00000118442_90_90:ENSMUST00000119385_90_90:ENST00000511324_90_90:ENSMUST00000120128_90_90:ENST00000509896_90_90;0.889:0.833:0.895:0.941:0.9470000000000001
14;ENST00000514157_90_90;ENSMUST00000117253_90_90;0.895
15;ENST00000514591_90_90;;
16;ENST00000514996_90_90;;
17;ENSMUST00000036068_90_90;ENST00000507625_90_90:ENSCAFT00000003727_90_90:ENST00000506746_90_90:ENST00000506720_90_90:ENSMUST00000120673_90_90:ENSMUST00000117985_90_90:ENST00000508946_90_90:ENSMUST00000121641_90_90:ENSMUST00000119788_90_90:ENSMUST00000122356_90_90;0.778:0.882:0.7:0.75:0.72:0.68:0.7:0.68:0.72:0.7390000000000001
18;ENSMUST00000072521_90_90;ENSMUST00000121707_90_90;0.95
19;ENSMUST00000117253_90_90;ENST00000514157_90_90;0.895
20;ENSMUST00000117407_90_90;ENSMUST00000120445_90_90:ENST00000504896_90_90:ENST00000507164_90_90:ENST00000508693_90_90:ENSMUST00000120292_90_90;0.955:0.8:0.895:0.85:0.909
21;ENSMUST00000117985_90_90;ENST00000507625_90_90:ENSCAFT00000003727_90_90:ENST00000506746_90_90:ENST00000506720_90_90:ENSMUST00000120673_90_90:ENST00000508946_90_90:ENSMUST00000121641_90_90:ENSMUST00000119788_90_90:ENSMUST00000036068_90_90:ENSMUST00000122356_90_90;0.722:0.8240000000000001:0.737:0.789:0.9520000000000001:0.833:0.905:0.7829999999999999:0.68:0.81
22;ENSMUST00000118034_90_90;;
23;ENSMUST00000118078_90_90;ENST00000506700_90_90;0.938
24;ENSMUST00000118442_90_90;ENST00000512091_90_90:ENSMUST00000119385_90_90:ENST00000511324_90_90:ENSMUST00000120128_90_90:ENST00000509896_90_90;0.889:0.95:0.889:0.95:0.9440000000000001
25;ENSMUST00000119385_90_90;ENST00000512091_90_90:ENSMUST00000118442_90_90:ENST00000511324_90_90:ENSMUST00000120128_90_90:ENST00000509896_90_90;0.833:0.95:0.941:0.9:0.889
26;ENSMUST00000119788_90_90;ENST00000507625_90_90:ENSCAFT00000003727_90_90:ENST00000506746_90_90:ENST00000506720_90_90:ENSMUST00000120673_90_90:ENSMUST00000117985_90_90:ENST00000508946_90_90:ENSMUST00000121641_90_90:ENSMUST00000036068_90_90:ENSMUST00000122356_90_90;0.778:0.882:0.789:0.8420000000000001:0.826:0.7829999999999999:0.789:0.7829999999999999:0.72:0.857
27;ENSMUST00000120128_90_90;ENST00000512091_90_90:ENSMUST00000118442_90_90:ENSMUST00000119385_90_90:ENST00000511324_90_90:ENST00000509896_90_90;0.941:0.95:0.9:0.833:0.889
28;ENSMUST00000120144_90_90;;
29;ENSMUST00000120292_90_90;ENSMUST00000120445_90_90:ENSMUST00000117407_90_90:ENST00000504896_90_90:ENST00000507164_90_90:ENST00000508693_90_90;0.955:0.909:0.895:0.8:0.85
30;ENSMUST00000120445_90_90;ENSMUST00000117407_90_90:ENST00000504896_90_90:ENST00000507164_90_90:ENST00000508693_90_90:ENSMUST00000120292_90_90;0.955:0.85:0.85:0.9:0.955
31;ENSMUST00000120673_90_90;ENST00000507625_90_90:ENSCAFT00000003727_90_90:ENST00000506746_90_90:ENST00000506720_90_90:ENSMUST00000117985_90_90:ENST00000508946_90_90:ENSMUST00000121641_90_90:ENSMUST00000119788_90_90:ENSMUST00000036068_90_90:ENSMUST00000122356_90_90;0.778:0.882:0.789:0.8420000000000001:0.9520000000000001:0.789:0.9520000000000001:0.826:0.72:0.857
32;ENSMUST00000121641_90_90;ENST00000507625_90_90:ENSCAFT00000003727_90_90:ENST00000506746_90_90:ENST00000506720_90_90:ENSMUST00000120673_90_90:ENSMUST00000117985_90_90:ENST00000508946_90_90:ENSMUST00000119788_90_90:ENSMUST00000036068_90_90:ENSMUST00000122356_90_90;0.8240000000000001:0.882:0.833:0.789:0.9520000000000001:0.905:0.737:0.7829999999999999:0.68:0.9
33;ENSMUST00000121707_90_90;ENSMUST00000072521_90_90;0.95
34;ENSMUST00000122037_90_90;;
35;ENSMUST00000122356_90_90;ENST00000507625_90_90:ENSCAFT00000003727_90_90:ENST00000506746_90_90:ENST00000506720_90_90:ENSMUST00000120673_90_90:ENSMUST00000117985_90_90:ENST00000508946_90_90:ENSMUST00000121641_90_90:ENSMUST00000119788_90_90:ENSMUST00000036068_90_90;0.875:0.882:0.778:0.737:0.857:0.81:0.684:0.9:0.857:0.7390000000000001
36;ENSMUST00000124117_90_90;ENSCAFT00000003726_90_90:ENST00000502815_90_90;0.625:0.6
37;ENSMUST00000132375_90_90;;
