id_gene;blocks
ENSMSIG00000000513;0|1|2|3|4|5|6|7|8|9|10|11|25|26|27|28|29|30|31|33|34|35|36|37|38|39|40|41|42|43|60|61|63|64|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86
ENSMSIG00000000513;0|1|2|3|4|5|6|7|8|9|10|11|25|26|27|28|29|30|31|33|34|35|36|37|38|39|40|41|42|43|60|61|63|64|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86
ENSMSIG00000000513;0|1|2|3|4|5|6|7|8|9|10|11|25|26|27|28|29|30|31|33|34|35|36|37|38|39|40|41|42|43|60|61|63|64|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86
ENSMSIG00000000513;0|1|2|3|4|5|6|7|8|9|10|11|25|26|27|28|29|30|31|33|34|35|36|37|38|39|40|41|42|43|60|61|63|64|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86
MGP-SPRETEiJ-G0021131;0|1|2|25|26|27|28|29|30|31|33|34|35|36|37|38|40|41|42|43|44|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|63|64|66|67|68|69|70
MGP-SPRETEiJ-G0021131;0|1|2|25|26|27|28|29|30|31|33|34|35|36|37|38|40|41|42|43|44|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|63|64|66|67|68|69|70
MGP-SPRETEiJ-G0021131;0|1|2|25|26|27|28|29|30|31|33|34|35|36|37|38|40|41|42|43|44|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|63|64|66|67|68|69|70
ENSMUSG00000054036;0|1|2|3|4|5|6|7|8|9|10|11|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|60|61|63|64|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85
ENSMUSG00000054036;0|1|2|3|4|5|6|7|8|9|10|11|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|60|61|63|64|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85
ENSMUSG00000054036;0|1|2|3|4|5|6|7|8|9|10|11|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|60|61|63|64|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85
