;ENSCAFT00000027448_90_90;ENSCAFT00000027452_90_90;ENST00000271850_90_90;ENST00000302206_90_90;ENST00000323144_90_90;ENST00000328159_90_90;ENST00000330188_90_90;ENST00000341372_90_90;ENST00000341485_90_90;ENST00000368530_90_90;ENST00000368531_90_90;ENST00000368533_90_90;ENST00000509409_90_90;ENST00000509601_90_90;ENST00000515609_90_90;ENST00000611659_90_90;ENSMUST00000029549_90_90;ENSMUST00000118566_90_90;ENSMUST00000119158_90_90;ENSMUST00000119570_90_90;ENSMUST00000121503_90_90;ENSMUST00000127955_90_90;ENSMUST00000149432_90_90
ENSCAFT00000027448_90_90;1.0;0.619;0.778;0.444;0.632;0.632;0.6;0.526;0.3;0.941;0.579;0.55;0.105;0.158;0.118;0.5;0.55;0.684;0.632;0.778;0.882;0.118;0.294
ENSCAFT00000027452_90_90;0.619;1.0;0.632;0.562;0.875;0.765;0.938;0.75;0.562;0.6;0.812;0.875;0.25;0.312;0.0;0.812;0.875;0.824;0.875;0.632;0.632;0.125;0.312
ENST00000271850_90_90;0.778;0.632;1.0;0.364;0.4;0.636;0.5;0.75;0.524;0.565;0.636;0.762;0.095;0.19;0.105;0.714;0.762;0.4;0.4;1.0;0.522;0.105;0.19
ENST00000302206_90_90;0.444;0.562;0.364;1.0;0.5;0.273;0.647;0.421;0.263;0.474;0.273;0.381;0.071;0.0;0.0;0.333;0.381;0.5;0.5;0.364;0.5;0.182;0.545
ENST00000323144_90_90;0.632;0.875;0.4;0.5;1.0;0.571;0.833;0.455;0.318;0.65;0.65;0.545;0.25;0.294;0.0;0.5;0.545;0.882;1.0;0.4;0.684;0.125;0.375
ENST00000328159_90_90;0.632;0.765;0.636;0.273;0.571;1.0;0.545;0.737;0.579;0.478;0.889;0.842;0.235;0.353;0.0;0.789;0.842;0.65;0.571;0.636;0.5;0.118;0.211
ENST00000330188_90_90;0.6;0.938;0.5;0.647;0.833;0.545;1.0;0.571;0.429;0.619;0.545;0.667;0.235;0.278;0.0;0.619;0.667;0.833;0.833;0.5;0.65;0.118;0.353
ENST00000341372_90_90;0.526;0.75;0.75;0.421;0.455;0.737;0.571;1.0;0.611;0.375;0.737;0.889;0.176;0.222;0.0;0.833;0.889;0.455;0.455;0.75;0.391;0.125;0.222
ENST00000341485_90_90;0.3;0.562;0.524;0.263;0.318;0.579;0.429;0.611;1.0;0.2;0.579;0.722;0.133;0.357;0.0;0.667;0.722;0.318;0.318;0.524;0.208;0.0;0.056
ENST00000368530_90_90;0.941;0.6;0.565;0.474;0.65;0.478;0.619;0.375;0.2;1.0;0.417;0.4;0.105;0.15;0.118;0.36;0.4;0.737;0.65;0.565;0.941;0.118;0.353
ENST00000368531_90_90;0.579;0.812;0.636;0.273;0.65;0.889;0.545;0.737;0.579;0.417;1.0;0.842;0.235;0.353;0.0;0.789;0.842;0.571;0.65;0.636;0.435;0.118;0.211
ENST00000368533_90_90;0.55;0.875;0.762;0.381;0.545;0.842;0.667;0.889;0.722;0.4;0.842;1.0;0.222;0.333;0.0;0.944;1.0;0.545;0.545;0.762;0.417;0.111;0.2
ENST00000509409_90_90;0.105;0.25;0.095;0.071;0.25;0.235;0.235;0.176;0.133;0.105;0.235;0.222;1.0;0.25;0.0;0.235;0.222;0.25;0.25;0.095;0.111;0.2;0.111
ENST00000509601_90_90;0.158;0.312;0.19;0.0;0.294;0.353;0.278;0.222;0.357;0.15;0.353;0.333;0.25;1.0;0.0;0.353;0.333;0.294;0.294;0.19;0.158;0.0;0.0
ENST00000515609_90_90;0.118;0.0;0.105;0.0;0.0;0.0;0.0;0.0;0.0;0.118;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.105;0.059;0.0;0.0
ENST00000611659_90_90;0.5;0.812;0.714;0.333;0.5;0.789;0.619;0.833;0.667;0.36;0.789;0.944;0.235;0.353;0.0;1.0;0.944;0.5;0.5;0.714;0.375;0.118;0.211
ENSMUST00000029549_90_90;0.55;0.875;0.762;0.381;0.545;0.842;0.667;0.889;0.722;0.4;0.842;1.0;0.222;0.333;0.0;0.944;1.0;0.545;0.545;0.762;0.417;0.111;0.2
ENSMUST00000118566_90_90;0.684;0.824;0.4;0.5;0.882;0.65;0.833;0.455;0.318;0.737;0.571;0.545;0.25;0.294;0.0;0.5;0.545;1.0;0.882;0.4;0.778;0.125;0.375
ENSMUST00000119158_90_90;0.632;0.875;0.4;0.5;1.0;0.571;0.833;0.455;0.318;0.65;0.65;0.545;0.25;0.294;0.0;0.5;0.545;0.882;1.0;0.4;0.684;0.125;0.375
ENSMUST00000119570_90_90;0.778;0.632;1.0;0.364;0.4;0.636;0.5;0.75;0.524;0.565;0.636;0.762;0.095;0.19;0.105;0.714;0.762;0.4;0.4;1.0;0.522;0.105;0.19
ENSMUST00000121503_90_90;0.882;0.632;0.522;0.5;0.684;0.5;0.65;0.391;0.208;0.941;0.435;0.417;0.111;0.158;0.059;0.375;0.417;0.778;0.684;0.522;1.0;0.125;0.375
ENSMUST00000127955_90_90;0.118;0.125;0.105;0.182;0.125;0.118;0.118;0.125;0.0;0.118;0.118;0.111;0.2;0.0;0.0;0.118;0.111;0.125;0.125;0.105;0.125;1.0;0.333
ENSMUST00000149432_90_90;0.294;0.312;0.19;0.545;0.375;0.211;0.353;0.222;0.056;0.353;0.211;0.2;0.111;0.0;0.0;0.211;0.2;0.375;0.375;0.19;0.375;0.333;1.0
