;ENSCAFT00000017209_90_90;ENST00000357258_90_90;ENST00000393785_90_90;ENST00000462705_90_90;ENST00000464560_90_90;ENST00000470311_90_90;ENST00000471418_90_90;ENST00000474710_90_90;ENST00000481632_90_90;ENST00000482689_90_90;ENSMUST00000079441_90_90;ENSMUST00000114690_90_90;ENSMUST00000114691_90_90;ENSMUST00000114694_90_90;ENSMUST00000114695_90_90;ENSMUST00000123047_90_90;ENSMUST00000126100_90_90;ENSMUST00000146708_90_90;ENSMUST00000148775_90_90;ENSMUST00000151244_90_90;ENSMUST00000156367_90_90;ENSMUST00000156981_90_90
ENSCAFT00000017209_90_90;;0.723;0.723;0.723;0.723;0.084;0.723;0.916;0.723;0.097;0.916;0.723;0.723;0.916;0.916;0.0;0.044;0.233;0.177;0.113;0.338;0.321
ENST00000357258_90_90;0.723;;;;;;;;;;0.723;1.0;1.0;0.723;0.723;0.0;0.0;0.39;0.295;0.0;0.13;0.52
ENST00000393785_90_90;0.723;;;;;;;;;;0.723;1.0;1.0;0.723;0.723;0.0;0.0;0.39;0.295;0.0;0.13;0.52
ENST00000462705_90_90;0.723;;;;;;;;;;0.723;1.0;1.0;0.723;0.723;0.0;0.0;0.39;0.295;0.0;0.13;0.52
ENST00000464560_90_90;0.723;;;;;;;;;;0.723;1.0;1.0;0.723;0.723;0.0;0.0;0.39;0.295;0.0;0.13;0.52
ENST00000470311_90_90;0.084;;;;;;;;;;0.084;0.127;0.127;0.084;0.084;0.0;0.0;0.506;0.644;0.0;0.291;0.308
ENST00000471418_90_90;0.723;;;;;;;;;;0.723;1.0;1.0;0.723;0.723;0.0;0.0;0.39;0.295;0.0;0.13;0.52
ENST00000474710_90_90;0.916;;;;;;;;;;1.0;0.723;0.723;1.0;1.0;0.0;0.093;0.233;0.177;0.113;0.406;0.321
ENST00000481632_90_90;0.723;;;;;;;;;;0.723;1.0;1.0;0.723;0.723;0.0;0.0;0.39;0.295;0.0;0.13;0.52
ENST00000482689_90_90;0.097;;;;;;;;;;0.15;0.0;0.0;0.15;0.15;0.0;0.428;0.0;0.0;0.2;0.288;0.0
ENSMUST00000079441_90_90;0.916;0.723;0.723;0.723;0.723;0.084;0.723;1.0;0.723;0.15;;;;;;;;;;;;
ENSMUST00000114690_90_90;0.723;1.0;1.0;1.0;1.0;0.127;1.0;0.723;1.0;0.0;;;;;;;;;;;;
ENSMUST00000114691_90_90;0.723;1.0;1.0;1.0;1.0;0.127;1.0;0.723;1.0;0.0;;;;;;;;;;;;
ENSMUST00000114694_90_90;0.916;0.723;0.723;0.723;0.723;0.084;0.723;1.0;0.723;0.15;;;;;;;;;;;;
ENSMUST00000114695_90_90;0.916;0.723;0.723;0.723;0.723;0.084;0.723;1.0;0.723;0.15;;;;;;;;;;;;
ENSMUST00000123047_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;
ENSMUST00000126100_90_90;0.044;0.0;0.0;0.0;0.0;0.0;0.0;0.093;0.0;0.428;;;;;;;;;;;;
ENSMUST00000146708_90_90;0.233;0.39;0.39;0.39;0.39;0.506;0.39;0.233;0.39;0.0;;;;;;;;;;;;
ENSMUST00000148775_90_90;0.177;0.295;0.295;0.295;0.295;0.644;0.295;0.177;0.295;0.0;;;;;;;;;;;;
ENSMUST00000151244_90_90;0.113;0.0;0.0;0.0;0.0;0.0;0.0;0.113;0.0;0.2;;;;;;;;;;;;
ENSMUST00000156367_90_90;0.338;0.13;0.13;0.13;0.13;0.291;0.13;0.406;0.13;0.288;;;;;;;;;;;;
ENSMUST00000156981_90_90;0.321;0.52;0.52;0.52;0.52;0.308;0.52;0.321;0.52;0.0;;;;;;;;;;;;
