id_gene;blocks
ENSMUGG00000013649;0|1|2|4|5|6|7|8|9|10|11|12|13
ENSCGRG00000018457;0|1|2|3|4|5|6|7|8|9|10|13
ENSCGRG00001010245;0|1|2|3|4|5|6|7|8|9|10|11|12|13
ENSCGRG00001010245;0|1|2|3|4|5|6|7|8|9|10|11|12|13
ENSCGRG00001010245;0|1|2|3|4|5|6|7|8|9|10|11|12|13
ENSCGRG00001010245;0|1|2|3|4|5|6|7|8|9|10|11|12|13
ENSCGRG00001010245;0|1|2|3|4|5|6|7|8|9|10|11|12|13
ENSPEMG00000024651;0|1|2|3|4|5|6|7|8|9|10|11|12|13
ENSPEMG00000024651;0|1|2|3|4|5|6|7|8|9|10|11|12|13
ENSPEMG00000024651;0|1|2|3|4|5|6|7|8|9|10|11|12|13
ENSPEMG00000024651;0|1|2|3|4|5|6|7|8|9|10|11|12|13
