nucHom;degHom;tsm
1.0;1.0;1.0
0.626;0.375;0.5
0.983;0.875;0.929
0.196;0.5;0.348
0.631;0.571;0.601
0.965;1.0;0.982
0.631;0.571;0.601
0.206;0.429;0.318
0.631;0.571;0.601
0.626;0.375;0.5
1.0;1.0;1.0
0.631;0.444;0.537
0.0;0.0;0.0
0.993;1.0;0.996
0.642;0.429;0.535
0.993;1.0;0.996
0.318;0.667;0.493
0.993;1.0;0.996
0.983;0.875;0.929
0.631;0.444;0.537
1.0;1.0;1.0
0.182;0.364;0.273
0.626;0.429;0.527
0.972;1.0;0.986
0.626;0.429;0.527
0.201;0.286;0.243
0.626;0.429;0.527
0.196;0.5;0.348
0.0;0.0;0.0
0.182;0.364;0.273
1.0;1.0;1.0
0.0;0.0;0.0
0.16;0.429;0.294
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.631;0.571;0.601
0.993;1.0;0.996
0.626;0.429;0.527
0.0;0.0;0.0
1.0;1.0;1.0
0.631;0.444;0.537
1.0;1.0;1.0
0.326;0.75;0.538
1.0;1.0;1.0
0.965;1.0;0.982
0.642;0.429;0.535
0.972;1.0;0.986
0.16;0.429;0.294
0.631;0.444;0.537
1.0;1.0;1.0
0.631;0.444;0.537
0.206;0.333;0.27
0.631;0.444;0.537
0.631;0.571;0.601
0.993;1.0;0.996
0.626;0.429;0.527
0.0;0.0;0.0
1.0;1.0;1.0
0.631;0.444;0.537
1.0;1.0;1.0
0.326;0.75;0.538
1.0;1.0;1.0
0.206;0.429;0.318
0.318;0.667;0.493
0.201;0.286;0.243
0.0;0.0;0.0
0.326;0.75;0.538
0.206;0.333;0.27
0.326;0.75;0.538
1.0;1.0;1.0
0.326;0.75;0.538
0.631;0.571;0.601
0.993;1.0;0.996
0.626;0.429;0.527
0.0;0.0;0.0
1.0;1.0;1.0
0.631;0.444;0.537
1.0;1.0;1.0
0.326;0.75;0.538
1.0;1.0;1.0
