id_transcript;blocks
transcript2_ENSHGLG00100003156;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43
transcript2_ENSPCIG00000036398;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43
transcript8_ENSHGLG00100003156;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|18|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43
transcript8_ENSHGLG00000019563;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|18|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43
transcript16_ENSHGLG00100003156;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|42|43
transcript16_ENSHGLG00000019563;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|42|43
transcript18_ENSHGLG00100003156;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43
transcript21_ENSHGLG00100003156;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|42|43
transcript22_ENSHGLG00100003156;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|41|42|43
transcript23_ENSHGLG00100003156;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|42|43
transcript13_ENSHGLG00000019563;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43
transcript19_ENSHGLG00000019563;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43
transcript19_ENSPCIG00000036398;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43
transcript26_ENSHGLG00000019563;0|17|18|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43
transcript27_ENSHGLG00000019563;0|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43
transcript28_ENSHGLG00000019563;0|17|18|41|42|43
transcript7_ENSHGLG00100006079;0|2|4|6|8|10|12|14|16|19|20|22|24|26|28|30|32|34|36|38|40|41|42|43
transcript14_ENSHGLG00100006079;0|2|4|6|8|10|12|14|16|19|20|22|24|26|28|30|32|34|36|38|40|41|42|43
