;ENSCAFT00000023912_90_90;ENST00000336604_90_90;ENST00000356896_90_90;ENST00000396840_90_90;ENST00000436152_90_90;ENST00000465801_90_90;ENST00000487279_90_90;ENST00000615885_90_90;ENST00000619571_90_90;ENSMUST00000117675_90_90;ENSMUST00000119527_90_90;ENSMUST00000144364_90_90;ENSMUST00000148835_90_90
ENSCAFT00000023912_90_90;1.0;0.769;0.846;0.769;0.308;0.231;0.231;0.308;0.923;0.929;0.786;0.571;0.857
ENST00000336604_90_90;0.769;1.0;0.964;0.963;0.357;0.37;0.107;0.357;0.9;0.632;0.474;0.632;0.45
ENST00000356896_90_90;0.846;0.964;1.0;0.929;0.393;0.357;0.103;0.393;0.933;0.6;0.45;0.6;0.5
ENST00000396840_90_90;0.769;0.963;0.929;1.0;0.321;0.333;0.111;0.321;0.867;0.632;0.474;0.632;0.45
ENST00000436152_90_90;0.308;0.357;0.393;0.321;1.0;0.909;0.0;1.0;0.367;0.176;0.214;0.176;0.286
ENST00000465801_90_90;0.231;0.37;0.357;0.333;0.909;1.0;0.0;0.909;0.333;0.188;0.231;0.188;0.214
ENST00000487279_90_90;0.231;0.107;0.103;0.111;0.0;0.0;1.0;0.0;0.097;0.308;0.4;0.308;0.154
ENST00000615885_90_90;0.308;0.357;0.393;0.321;1.0;0.909;0.0;1.0;0.367;0.176;0.214;0.176;0.286
ENST00000619571_90_90;0.923;0.9;0.933;0.867;0.367;0.333;0.097;0.367;1.0;0.6;0.45;0.6;0.5
ENSMUST00000117675_90_90;0.929;0.632;0.6;0.632;0.176;0.188;0.308;0.176;0.6;1.0;0.8;0.429;0.75
ENSMUST00000119527_90_90;0.786;0.474;0.45;0.474;0.214;0.231;0.4;0.214;0.45;0.8;1.0;0.5;0.667
ENSMUST00000144364_90_90;0.571;0.632;0.6;0.632;0.176;0.188;0.308;0.176;0.6;0.429;0.5;1.0;0.333
ENSMUST00000148835_90_90;0.857;0.45;0.5;0.45;0.286;0.214;0.154;0.286;0.5;0.75;0.667;0.333;1.0
