id_gene;blocks
ENSPCIG00000036398;0|2|4|6|8|10|11|13|15|17
ENSMUNG00000007775;0|1|2|3|4|5|6|7|8|9|10|11|13
ENSMUNG00000007775;0|1|2|3|4|5|6|7|8|9|10|11|13
ENSMUNG00000007775;0|1|2|3|4|5|6|7|8|9|10|11|13
ENSMUNG00000007775;0|1|2|3|4|5|6|7|8|9|10|11|13
ENSMUNG00000002377;0|1|2|3|4|5|6|7|8|9|10|11|13
ENSMUNG00000002377;0|1|2|3|4|5|6|7|8|9|10|11|13
ENSMUNG00000002377;0|1|2|3|4|5|6|7|8|9|10|11|13
ENSMUNG00000002377;0|1|2|3|4|5|6|7|8|9|10|11|13
ENSMUNG00000002391;0|1|2|3|4|5|6|7|8|9|10
ENSPNYG00000024266;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17
ENSXMAG00000026005;0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17
