;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000000309_90_90;ENST00000510263_90_90:ENST00000368914_90_90:ENSMUST00000077847_90_90:ENST00000316364_90_90:ENSMUST00000103238_90_90:ENST00000341697_90_90:ENST00000536845_90_90:ENSMUST00000090821_90_90:ENSMUST00000156422_90_90:ENST00000343348_90_90:ENSMUST00000019791_90_90:ENSMUST00000202315_90_90;0.9990000000000001:0.409:0.47600000000000003:0.355:0.47600000000000003:0.409:0.355:0.409:0.9990000000000001:0.9990000000000001:0.9990000000000001:0.409
1;ENSCAFT00000019817_90_90;ENSMUST00000103240_90_90:ENST00000368913_90_90:ENST00000558816_90_90:ENSMUST00000168321_90_90:ENSCAFT00000022132_90_90:ENST00000257414_90_90:ENSMUST00000135790_90_90:ENST00000613223_90_90:ENSMUST00000090823_90_90:ENSMUST00000103239_90_90:ENST00000355997_90_90:ENST00000621728_90_90;0.561:0.997:0.17300000000000001:0.993:0.17:0.395:0.39399999999999996:0.41700000000000004:0.993:0.564:0.17300000000000001:0.41700000000000004
2;ENSCAFT00000022132_90_90;ENSMUST00000103240_90_90:ENST00000368913_90_90:ENST00000558816_90_90:ENSMUST00000168321_90_90:ENST00000257414_90_90:ENSMUST00000135790_90_90:ENST00000613223_90_90:ENSMUST00000090823_90_90:ENSMUST00000103239_90_90:ENSCAFT00000019817_90_90:ENST00000355997_90_90:ENST00000621728_90_90;0.33:0.17:0.466:0.171:0.517:0.517:0.225:0.171:0.32899999999999996:0.17:0.466:0.225
3;ENST00000257414_90_90;ENSMUST00000103240_90_90:ENST00000368913_90_90:ENST00000558816_90_90:ENSMUST00000168321_90_90:ENSCAFT00000022132_90_90:ENSMUST00000135790_90_90:ENST00000613223_90_90:ENSMUST00000090823_90_90:ENSMUST00000103239_90_90:ENSCAFT00000019817_90_90:ENST00000355997_90_90:ENST00000621728_90_90;0.499:0.395:0.262:0.395:0.517:0.998:0.307:0.395:0.501:0.395:0.262:0.307
4;ENST00000343348_90_90;ENST00000510263_90_90:ENST00000368914_90_90:ENSMUST00000077847_90_90:ENST00000316364_90_90:ENSMUST00000103238_90_90:ENST00000341697_90_90:ENST00000536845_90_90:ENSCAFT00000000309_90_90:ENSMUST00000090821_90_90:ENSMUST00000156422_90_90:ENSMUST00000019791_90_90:ENSMUST00000202315_90_90;1.0:0.409:0.47600000000000003:0.355:0.47600000000000003:0.409:0.355:0.9990000000000001:0.409:0.998:0.998:0.409
5;ENST00000503865_90_90;ENST00000560006_90_90:ENST00000513137_90_90;0.304:0.853
6;ENST00000509665_90_90;;
7;ENST00000510263_90_90;ENST00000368914_90_90:ENSMUST00000077847_90_90:ENST00000316364_90_90:ENSMUST00000103238_90_90:ENST00000341697_90_90:ENST00000536845_90_90:ENSCAFT00000000309_90_90:ENSMUST00000090821_90_90:ENSMUST00000156422_90_90:ENST00000343348_90_90:ENSMUST00000019791_90_90:ENSMUST00000202315_90_90;0.409:0.47600000000000003:0.355:0.47600000000000003:0.409:0.355:0.9990000000000001:0.409:0.998:1.0:0.998:0.409
8;ENST00000513137_90_90;ENST00000560006_90_90:ENST00000503865_90_90;0.316:0.853
9;ENST00000515009_90_90;ENSMUST00000126684_90_90;0.738
10;ENST00000515129_90_90;ENST00000368912_90_90:ENSMUST00000107217_90_90:ENSMUST00000076043_90_90;0.444:0.44299999999999995:0.5579999999999999
11;ENST00000316364_90_90;ENST00000510263_90_90:ENST00000368914_90_90:ENSMUST00000077847_90_90:ENSMUST00000103238_90_90:ENST00000341697_90_90:ENST00000536845_90_90:ENSCAFT00000000309_90_90:ENSMUST00000090821_90_90:ENSMUST00000156422_90_90:ENST00000343348_90_90:ENSMUST00000019791_90_90:ENSMUST00000202315_90_90;0.355:0.41100000000000003:0.7609999999999999:0.7609999999999999:0.41100000000000003:1.0:0.355:0.41200000000000003:0.355:0.355:0.355:0.41200000000000003
12;ENST00000354744_90_90;;
13;ENST00000355997_90_90;ENSMUST00000103240_90_90:ENST00000368913_90_90:ENST00000558816_90_90:ENSMUST00000168321_90_90:ENSCAFT00000022132_90_90:ENST00000257414_90_90:ENSMUST00000135790_90_90:ENST00000613223_90_90:ENSMUST00000090823_90_90:ENSMUST00000103239_90_90:ENSCAFT00000019817_90_90:ENST00000621728_90_90;0.382:0.17300000000000001:1.0:0.174:0.466:0.262:0.262:0.23800000000000002:0.174:0.381:0.17300000000000001:0.23800000000000002
14;ENST00000358066_90_90;ENSMUST00000076335_90_90:ENSMUST00000103241_90_90:ENST00000558014_90_90;0.773:0.773:1.0
15;ENST00000389425_90_90;;
16;ENST00000389428_90_90;;
17;ENST00000536845_90_90;ENST00000510263_90_90:ENST00000368914_90_90:ENSMUST00000077847_90_90:ENST00000316364_90_90:ENSMUST00000103238_90_90:ENST00000341697_90_90:ENSCAFT00000000309_90_90:ENSMUST00000090821_90_90:ENSMUST00000156422_90_90:ENST00000343348_90_90:ENSMUST00000019791_90_90:ENSMUST00000202315_90_90;0.355:0.41100000000000003:0.7609999999999999:1.0:0.7609999999999999:0.41100000000000003:0.355:0.41200000000000003:0.355:0.355:0.355:0.41200000000000003
18;ENST00000558014_90_90;ENST00000358066_90_90:ENSMUST00000076335_90_90:ENSMUST00000103241_90_90;1.0:0.773:0.773
19;ENST00000558816_90_90;ENSMUST00000103240_90_90:ENST00000368913_90_90:ENSMUST00000168321_90_90:ENSCAFT00000022132_90_90:ENST00000257414_90_90:ENSMUST00000135790_90_90:ENST00000613223_90_90:ENSMUST00000090823_90_90:ENSMUST00000103239_90_90:ENSCAFT00000019817_90_90:ENST00000355997_90_90:ENST00000621728_90_90;0.382:0.17300000000000001:0.174:0.466:0.262:0.262:0.23800000000000002:0.174:0.381:0.17300000000000001:1.0:0.23800000000000002
20;ENST00000559064_90_90;;
21;ENST00000559184_90_90;;
22;ENST00000559196_90_90;ENSMUST00000131620_90_90:ENSMUST00000142449_90_90:ENSMUST00000204709_90_90:ENST00000561133_90_90;0.35600000000000004:0.551:0.551:0.675
23;ENST00000560006_90_90;ENST00000503865_90_90:ENST00000513137_90_90;0.304:0.316
24;ENST00000560636_90_90;;
25;ENST00000561133_90_90;ENSMUST00000131620_90_90:ENSMUST00000142449_90_90:ENSMUST00000204709_90_90:ENST00000559196_90_90;0.527:0.486:0.486:0.675
