;id_transcript;orthoorthologues;tsm_scores
0;ENSCAFT00000014422_90_90;ENSMUST00000118360_90_90:ENSMUST00000079169_90_90:ENSMUST00000160433_90_90:ENST00000315987_90_90:ENSCAFT00000021670_90_90:ENST00000265969_90_90:ENSMUST00000025202_90_90:ENST00000379472_90_90;0.935:0.935:1.0:0.9309999999999999:1.0:0.992:0.861:0.8809999999999999
1;ENSCAFT00000021670_90_90;ENSMUST00000118360_90_90:ENSMUST00000079169_90_90:ENSMUST00000160433_90_90:ENST00000315987_90_90:ENST00000265969_90_90:ENSMUST00000025202_90_90:ENSCAFT00000014422_90_90:ENST00000379472_90_90;1.0:1.0:0.821:1.0:0.821:0.863:1.0:0.863
2;ENST00000265969_90_90;ENSMUST00000118360_90_90:ENSMUST00000079169_90_90:ENSMUST00000160433_90_90:ENST00000315987_90_90:ENSCAFT00000021670_90_90:ENSMUST00000025202_90_90:ENSCAFT00000014422_90_90:ENST00000379472_90_90;0.79:0.79:0.993:0.7879999999999999:0.821:0.863:0.992:0.838
3;ENST00000379472_90_90;ENSMUST00000118360_90_90:ENSMUST00000079169_90_90:ENSMUST00000160433_90_90:ENST00000315987_90_90:ENSCAFT00000021670_90_90:ENST00000265969_90_90:ENSMUST00000025202_90_90:ENSCAFT00000014422_90_90;0.863:0.863:0.857:0.863:0.863:0.838:1.0:0.8809999999999999
4;ENST00000638366_90_90;;
5;ENST00000638825_90_90;;
6;ENST00000639325_90_90;ENST00000640461_90_90;0.586
7;ENST00000639495_90_90;;
8;ENST00000640318_90_90;;
9;ENST00000640461_90_90;ENST00000639325_90_90;0.586
10;ENST00000640909_90_90;;
11;ENST00000302127_90_90;ENSMUST00000098761_90_90:ENST00000369697_90_90;1.0:1.0
12;ENST00000315987_90_90;ENSMUST00000118360_90_90:ENSMUST00000079169_90_90:ENSMUST00000160433_90_90:ENSCAFT00000021670_90_90:ENST00000265969_90_90:ENSMUST00000025202_90_90:ENSCAFT00000014422_90_90:ENST00000379472_90_90;1.0:1.0:0.784:1.0:0.7879999999999999:0.863:0.9309999999999999:0.863
13;ENST00000369697_90_90;ENSMUST00000098761_90_90:ENST00000302127_90_90;1.0:1.0
14;ENSMUST00000079169_90_90;ENSMUST00000118360_90_90:ENSMUST00000160433_90_90:ENST00000315987_90_90:ENSCAFT00000021670_90_90:ENST00000265969_90_90:ENSMUST00000025202_90_90:ENSCAFT00000014422_90_90:ENST00000379472_90_90;1.0:0.7859999999999999:1.0:1.0:0.79:0.863:0.935:0.863
15;ENSMUST00000098761_90_90;ENST00000302127_90_90:ENST00000369697_90_90;1.0:1.0
16;ENSMUST00000118360_90_90;ENSMUST00000079169_90_90:ENSMUST00000160433_90_90:ENST00000315987_90_90:ENSCAFT00000021670_90_90:ENST00000265969_90_90:ENSMUST00000025202_90_90:ENSCAFT00000014422_90_90:ENST00000379472_90_90;1.0:0.7859999999999999:1.0:1.0:0.79:0.863:0.935:0.863
17;ENSMUST00000025202_90_90;ENSMUST00000118360_90_90:ENSMUST00000079169_90_90:ENSMUST00000160433_90_90:ENST00000315987_90_90:ENSCAFT00000021670_90_90:ENST00000265969_90_90:ENSCAFT00000014422_90_90:ENST00000379472_90_90;0.863:0.863:0.838:0.863:0.863:0.863:0.861:1.0
18;ENSMUST00000160433_90_90;ENSMUST00000118360_90_90:ENSMUST00000079169_90_90:ENST00000315987_90_90:ENSCAFT00000021670_90_90:ENST00000265969_90_90:ENSMUST00000025202_90_90:ENSCAFT00000014422_90_90:ENST00000379472_90_90;0.7859999999999999:0.7859999999999999:0.784:0.821:0.993:0.838:1.0:0.857
