id_transcript;block_sequence
ENSCAFT00000020388_90_90;3.5.6.8.9.10.11.12.14.15.16
ENSCAFT00000043901_90_90;1.2.9.10.11.12.14.15.16
ENST00000256953_90_90;1.2.9.10.11.12.14.15.16
ENST00000393736_90_90;1.2.9
ENST00000536465_90_90;1.2.9.10.11.12.14.15.16
ENST00000537647_90_90;1.2.9.10.11.12.13
ENST00000538313_90_90;1.2.9.10.11.12.14.15.16
ENST00000545567_90_90;6.7.8.9.10.11.12.14
ENST00000546331_90_90;1.2.11.12.14.15.16
ENSMUST00000032347_90_90;0.2.9.10.11.12.14.15.16
ENSMUST00000117919_90_90;0.2.9.10.11.12.14.15.16
ENSMUST00000119610_90_90;0.2.11.12.14.15.16
ENSMUST00000149100_90_90;0.2.4
ENSMUST00000203003_90_90;12.14.15
