id_transcript;block_sequence
ENSCAFT00000004512_90_90;1.3.4.5.6.7.8.9.10.11.13.14.15.16.17.18.19.21.23.25.26.29.30.31.34.35
ENST00000344157_90_90;0.6.7.8.9.10.11.12.13.16.17.18.19.21.23.25.26.27.30.31.32.35
ENST00000355665_90_90;0.6.7.8.9.10.11.12.13.16.18.19.21.23.25.26.27.30.31.32.35
ENST00000505251_90_90;7.8
ENST00000507529_90_90;31.32.33
ENST00000510746_90_90;7
ENST00000579690_90_90;0.6.7.8.9.10.11.12.13.16.17.18.19.21.23.25.26.27.28.29.30.31.32.35
ENSMUST00000038384_90_90;0.6.7.8.9.11.12.13.14.16.17.18.36.37.38
ENSMUST00000119339_90_90;0.6.7.8.9.11.12.13.14.16.18.36.38
ENSMUST00000120498_90_90;0.6.7.8.9.11.12.13.14.16.17.18.36.38
ENSMUST00000156363_90_90;0.1.2.3.5.6.7.8.9.11.12.13.14.16.18.19.20.21.22.23.24.25
