;ENSCAFT00000011068_90_90;ENST00000361272_90_90;ENST00000518021_90_90;ENST00000518541_90_90;ENST00000519918_90_90;ENST00000519954_90_90;ENST00000520178_90_90;ENST00000523917_90_90;ENST00000524358_90_90;ENST00000628418_90_90;ENSMUST00000034012_90_90;ENSMUST00000132032_90_90;ENSMUST00000135269_90_90;ENSMUST00000149992_90_90
ENSCAFT00000011068_90_90;1.0;0.8;0.2;0.2;0.455;0.2;0.333;0.636;0.444;0.2;0.0;0.0;0.0;0.0
ENST00000361272_90_90;0.8;1.0;0.2;0.333;0.6;0.2;0.333;0.8;0.444;0.2;0.0;0.0;0.0;0.0
ENST00000518021_90_90;0.2;0.2;1.0;0.0;0.111;0.5;0.5;0.2;0.4;0.5;0.0;0.0;0.0;0.0
ENST00000518541_90_90;0.2;0.333;0.0;1.0;0.25;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000519918_90_90;0.455;0.6;0.111;0.25;1.0;0.111;0.25;0.6;0.375;0.111;0.0;0.0;0.0;0.0
ENST00000519954_90_90;0.2;0.2;0.5;0.0;0.111;1.0;0.5;0.2;0.4;1.0;0.0;0.0;0.0;0.0
ENST00000520178_90_90;0.333;0.333;0.5;0.0;0.25;0.5;1.0;0.333;0.75;0.5;0.0;0.0;0.0;0.0
ENST00000523917_90_90;0.636;0.8;0.2;0.2;0.6;0.2;0.333;1.0;0.444;0.2;0.0;0.0;0.0;0.0
ENST00000524358_90_90;0.444;0.444;0.4;0.0;0.375;0.4;0.75;0.444;1.0;0.4;0.0;0.0;0.0;0.0
ENST00000628418_90_90;0.2;0.2;0.5;0.0;0.111;1.0;0.5;0.2;0.4;1.0;0.0;0.0;0.0;0.0
ENSMUST00000034012_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.667;1.0
ENSMUST00000132032_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.667;1.0
ENSMUST00000135269_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.667;0.667;1.0;0.667
ENSMUST00000149992_90_90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.667;1.0
