;ENSCAFT00000002168_90_90;ENSCAFT00000045695_90_90;ENSCAFT00000013241_90_90;ENSCAFT00000019370_90_90;ENST00000253363_90_90;ENST00000338163_90_90;ENST00000361162_90_90;ENST00000374038_90_90;ENST00000397370_90_90;ENST00000403542_90_90;ENST00000412738_90_90;ENST00000416108_90_90;ENST00000416529_90_90;ENST00000425184_90_90;ENST00000426951_90_90;ENST00000429968_90_90;ENST00000433027_90_90;ENST00000434927_90_90;ENST00000444878_90_90;ENST00000448303_90_90;ENST00000449489_90_90;ENST00000453310_90_90;ENST00000455343_90_90;ENST00000476806_90_90;ENST00000490484_90_90;ENST00000528062_90_90;ENST00000615771_90_90;ENST00000369086_90_90;ENST00000369093_90_90;ENST00000412524_90_90;ENST00000436547_90_90;ENST00000479729_90_90;ENST00000497671_90_90;ENST00000313352_90_90;ENST00000349157_90_90;ENST00000453551_90_90;ENST00000456095_90_90;ENST00000526459_90_90;ENST00000526683_90_90;ENST00000527197_90_90;ENST00000527744_90_90;ENST00000529999_90_90;ENST00000531897_90_90;ENST00000532884_90_90;ENST00000533162_90_90;ENSMUST00000002599_90_90;ENSMUST00000100527_90_90;ENSMUST00000029149_90_90;ENSMUST00000109584_90_90;ENSMUST00000109587_90_90;ENSMUST00000126992_90_90;ENSMUST00000137566_90_90;ENSMUST00000142071_90_90;ENSMUST00000146288_90_90;ENSMUST00000146297_90_90;ENSMUST00000146549_90_90;ENSMUST00000147098_90_90;ENSMUST00000148794_90_90;ENSMUST00000152919_90_90;ENSMUST00000153514_90_90;ENSMUST00000154677_90_90;ENSMUST00000155837_90_90;ENSMUST00000033135_90_90;ENSMUST00000106226_90_90;ENSMUST00000106228_90_90;ENSMUST00000123666_90_90;ENSMUST00000133089_90_90;ENSMUST00000133444_90_90;ENSMUST00000141126_90_90;ENSMUST00000165023_90_90;ENSMUST00000205278_90_90;ENSMUST00000205835_90_90
ENSCAFT00000002168_90_90;1.0;0.905;0.526;0.443;0.498;0.439;0.502;0.29;0.065;0.022;0.022;0.022;0.021;0.0;0.088;0.049;0.042;0.234;0.022;0.36;0.022;0.022;0.022;0.044;0.314;0.473;0.169;0.154;0.436;0.206;0.422;0.026;0.225;0.891;0.994;0.844;0.875;0.617;0.941;0.925;0.585;0.423;0.4;0.472;0.307;0.992;0.938;0.514;0.042;0.51;0.358;0.022;0.437;0.175;0.514;0.022;0.042;0.377;0.022;0.049;0.021;0.022;0.416;0.43;0.352;0.232;0.07;0.114;0.231;0.416;0.227;0.159
ENSCAFT00000045695_90_90;0.905;1.0;0.54;0.424;0.514;0.456;0.518;0.306;0.04;0.015;0.015;0.015;0.0;0.016;0.075;0.024;0.018;0.258;0.015;0.368;0.015;0.015;0.015;0.041;0.297;0.481;0.161;0.145;0.418;0.195;0.405;0.056;0.213;0.844;0.899;0.897;0.889;0.55;0.952;0.836;0.613;0.4;0.379;0.446;0.358;0.897;0.95;0.53;0.018;0.526;0.373;0.015;0.456;0.195;0.53;0.015;0.018;0.37;0.015;0.024;0.0;0.015;0.399;0.412;0.338;0.219;0.066;0.108;0.221;0.399;0.215;0.15
ENSCAFT00000013241_90_90;0.526;0.54;1.0;0.473;0.945;0.663;0.934;0.407;0.052;0.032;0.032;0.032;0.031;0.0;0.122;0.062;0.057;0.356;0.032;0.623;0.032;0.032;0.032;0.071;0.36;0.903;0.233;0.131;0.467;0.182;0.455;0.052;0.185;0.483;0.528;0.524;0.549;0.474;0.569;0.508;0.519;0.309;0.288;0.338;0.284;0.522;0.562;0.96;0.057;0.97;0.49;0.032;0.682;0.29;0.96;0.032;0.057;0.585;0.032;0.062;0.031;0.032;0.449;0.462;0.398;0.191;0.061;0.108;0.284;0.449;0.186;0.147
ENSCAFT00000019370_90_90;0.443;0.424;0.473;1.0;0.47;0.392;0.474;0.139;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.083;0.0;0.472;0.0;0.0;0.0;0.06;0.365;0.463;0.23;0.196;0.978;0.266;0.931;0.023;0.273;0.483;0.444;0.46;0.448;0.38;0.425;0.469;0.354;0.202;0.18;0.486;0.125;0.439;0.421;0.48;0.0;0.476;0.194;0.0;0.358;0.037;0.48;0.0;0.0;0.486;0.0;0.0;0.0;0.0;0.919;0.966;0.835;0.28;0.08;0.297;0.635;0.919;0.303;0.199
ENST00000253363_90_90;0.498;0.514;0.945;0.47;1.0;0.7;0.99;0.427;0.059;0.032;0.032;0.032;0.031;0.0;0.131;0.064;0.065;0.374;0.032;0.651;0.032;0.032;0.032;0.081;0.357;0.958;0.245;0.132;0.465;0.183;0.452;0.052;0.186;0.468;0.5;0.51;0.534;0.451;0.54;0.493;0.496;0.294;0.274;0.329;0.27;0.495;0.535;0.962;0.065;0.972;0.496;0.032;0.683;0.295;0.962;0.032;0.065;0.583;0.032;0.064;0.031;0.032;0.446;0.459;0.394;0.192;0.061;0.105;0.281;0.446;0.188;0.148
ENST00000338163_90_90;0.439;0.456;0.663;0.392;0.7;1.0;0.706;0.54;0.074;0.04;0.04;0.04;0.038;0.0;0.166;0.08;0.082;0.474;0.04;0.491;0.04;0.04;0.04;0.103;0.447;0.66;0.309;0.166;0.387;0.23;0.372;0.066;0.233;0.404;0.441;0.449;0.476;0.588;0.484;0.431;0.625;0.36;0.336;0.272;0.331;0.436;0.479;0.684;0.082;0.678;0.627;0.04;0.883;0.373;0.684;0.04;0.082;0.469;0.04;0.08;0.038;0.04;0.372;0.387;0.317;0.24;0.078;0.155;0.193;0.372;0.233;0.08
ENST00000361162_90_90;0.502;0.518;0.934;0.474;0.99;0.706;1.0;0.431;0.06;0.032;0.032;0.032;0.032;0.0;0.132;0.065;0.066;0.379;0.032;0.641;0.032;0.032;0.032;0.082;0.36;0.948;0.248;0.134;0.469;0.185;0.456;0.053;0.189;0.472;0.504;0.514;0.538;0.456;0.544;0.496;0.501;0.296;0.276;0.332;0.272;0.498;0.538;0.972;0.066;0.962;0.502;0.032;0.69;0.298;0.972;0.032;0.066;0.573;0.032;0.065;0.032;0.032;0.45;0.463;0.398;0.194;0.062;0.105;0.283;0.45;0.189;0.15
ENST00000374038_90_90;0.29;0.306;0.407;0.139;0.427;0.54;0.431;1.0;0.127;0.071;0.071;0.071;0.068;0.0;0.305;0.146;0.149;0.855;0.071;0.238;0.071;0.071;0.071;0.0;0.221;0.386;0.0;0.112;0.139;0.1;0.12;0.109;0.227;0.244;0.291;0.289;0.32;0.411;0.335;0.275;0.469;0.451;0.469;0.119;0.535;0.288;0.33;0.424;0.15;0.42;0.829;0.071;0.556;0.667;0.424;0.071;0.149;0.22;0.071;0.146;0.068;0.071;0.12;0.139;0.057;0.227;0.0;0.0;0.0;0.12;0.218;0.131
ENST00000397370_90_90;0.065;0.04;0.052;0.0;0.059;0.074;0.06;0.127;1.0;0.172;0.172;0.172;0.161;0.0;0.175;0.378;0.403;0.14;0.172;0.0;0.172;0.172;0.172;0.0;0.0;0.062;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.059;0.0;0.021;0.076;0.056;0.021;0.065;0.063;0.066;0.0;0.068;0.072;0.069;0.06;0.481;0.059;0.11;0.172;0.077;0.166;0.06;0.172;0.403;0.0;0.172;0.378;0.161;0.172;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENST00000403542_90_90;0.022;0.015;0.032;0.0;0.032;0.04;0.032;0.071;0.172;1.0;1.0;1.0;0.267;0.537;0.046;0.264;0.291;0.079;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.033;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022;0.0;0.022;0.033;0.021;0.024;0.022;0.0;0.0;0.0;0.0;0.022;0.021;0.032;0.293;0.032;0.06;1.0;0.041;0.097;0.032;1.0;0.291;0.0;1.0;0.264;0.267;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
